,단어명,정치 빈도수
0,김정은,682
1,남북,501
2,회담,494
3,비핵화,370
4,트럼프,362
5,정상회담,288
6,국회,284
7,북한,270
8,홍준표,266
9,선언,259
10,평양,230
11,속보,225
12,민주당,222
13,제재,218
14,합의,206
15,평화,200
16,장관,197
17,한미,196
18,안철수,189
19,훈련,186
20,김성태,183
21,논의,180
22,판문점,180
23,지방선거,177
24,대북,176
25,드루,171
26,경제,166
27,논란,162
28,한반도,153
29,대화,151
30,문제,141
31,선거,139
32,인사,138
33,통일부,137
34,방북,134
35,폼페이,131
36,여야,130
37,우리,128
38,의혹,128
39,평창,127
40,국민,125
41,특검,125
42,방문,122
43,이재명,121
44,협상,119
45,지원,118
46,통일,118
47,김영철,116
48,국방부,115
49,발언,113
50,정상,113
51,공동,112
52,개최,112
53,검토,112
54,중단,110
55,협의,110
56,이해찬,110
57,출마,110
58,군사,108
59,김병준,108
60,총리,108
61,회의,108
62,김경수,108
63,미국,106
64,보수,105
65,미군,104
66,북미,103
67,정책,102
68,강경화,102
69,국방,102
70,위원장,100
71,개헌,100
72,북핵,99
73,외교,98
74,외교부,97
75,싱가포르,96
76,준비,96
77,공개,95
78,전문가,93
79,발표,93
80,박원순,93
81,조명,92
82,반대,91
83,고위,89
84,폐기,89
85,보도,88
86,사퇴,86
87,협력,85
88,남북정상회담,85
89,김기식,85
90,중국,84
91,확인,84
92,특사,84
93,개헌안,84
94,요구,83
95,기무사,83
96,유승민,83
97,사실,82
98,지지율,81
99,수사,79
100,종전,77
101,위해,75
102,성장,75
103,최저임금,75
104,김문수,75
105,압박,74
106,가능성,74
107,안보,74
108,취소,74
109,조사,73
110,소득,73
111,임종석,73
112,조치,73
113,일자리,71
114,실무,71
115,추미애,71
116,처리,70
117,석탄,70
118,입장,69
119,인권,69
120,정권,69
121,정의용,69
122,단독,69
123,참석,68
124,주간조선,68
125,국가,68
126,행사,68
127,주도,67
128,유엔,67
129,통합,67
130,정당,66
131,결정,66
132,김여정,66
133,개혁,65
134,매체,65
135,재개,65
136,검찰,65
137,연합,64
138,언급,64
139,도착,63
140,문건,63
141,보고,63
142,선관위,63
143,계속,62
144,시진핑,62
145,전략,62
146,공연,61
147,지지,61
148,일정,61
149,예술,61
150,국정원,61
151,수석,60
152,야당,60
153,핵실험,60
154,철수,60
155,비준,60
156,동참,60
157,지사,60
158,올림픽,59
159,민주,59
160,일화,59
161,요청,58
162,연락,58
163,경남,58
164,사과,57
165,계리,57
166,고용,57
167,점검,57
168,나눔,57
169,손학규,56
170,필요,56
171,천안함,56
172,확정,56
173,관련,56
174,공천,56
175,전문,55
176,장하,55
177,특별,55
178,사람,55
179,비판,55
180,통화,55
181,볼턴,55
182,투표,55
183,펀드,55
184,현송월,55
185,예산,54
186,완화,54
187,카드,54
188,교육감,54
189,책임,53
190,대사,53
191,우려,53
192,추가,53
193,제안,53
194,철도,53
195,비서,53
196,사무소,53
197,결과,53
198,고발,53
199,임명,52
200,최고,52
201,구성,52
202,파견,52
203,접촉,52
204,서울시장,52
205,연기,51
206,하나,51
207,공식,51
208,환영,51
209,단체,51
210,문재인,51
211,평창올림픽,51
212,출신,50
213,실장,50
214,개성,50
215,언론,50
216,송영,50
217,시간,49
218,사령관,49
219,위반,49
220,가능,49
221,면담,49
222,유해,49
223,후보자,49
224,진단,49
225,댓글,49
226,혁신,48
227,경찰,48
228,방송,48
229,해결,48
230,호텔,48
231,열병,48
232,적폐,48
233,출구조사,48
234,김동연,47
235,주장,47
236,대응,46
237,생각,46
238,거부,46
239,차관,46
240,의지,46
241,자유,46
242,아베,46
243,여당,46
244,기자,46
245,사건,46
246,하라,45
247,폐지,45
248,이낙연,44
249,확대,44
250,진전,44
251,관계,44
252,뉴스,44
253,만찬,44
254,시장,44
255,문정인,43
256,장성,43
257,규제,42
258,홍영표,42
259,계엄,42
260,안해,42
261,대책,42
262,이상,42
263,탈북,42
264,상봉,42
265,송환,42
266,미사일,41
267,금지,41
268,사업,41
269,계획,41
270,기대,41
271,모든,41
272,개선,41
273,역사,41
274,본회의,41
275,성공,41
276,종업원,41
277,사전투표,41
278,현장,40
279,포함,40
280,인상,40
281,금강산,40
282,모두,40
283,시설,40
284,발의,40
285,이후,40
286,교육,40
287,체제,40
288,유세,40
289,남경필,40
290,공약,40
291,국민의당,40
292,정의당,39
293,인정,39
294,노력,39
295,격동,39
296,방남,38
297,통해,38
298,동맹,38
299,과거,38
300,포기,38
301,상황,38
302,러시아,38
303,법안,38
304,청산,38
305,권력,38
306,백악관,38
307,검증,37
308,조국,37
309,나라,37
310,동의,37
311,이행,37
312,공세,37
313,국정,37
314,연설,37
315,위안부,37
316,핵심,37
317,서해,37
318,이산가족,37
319,지역,37
320,통과,37
321,정보,36
322,실패,36
323,내달,36
324,무산,36
325,수도,36
326,강화,36
327,방한,36
328,노무현,36
329,질문,36
330,출발,36
331,약속,36
332,비난,35
333,지시,35
334,예정,35
335,남북관계,35
336,대선,35
337,원내대표,35
338,박지원,35
339,청원,35
340,원전,34
341,위원,34
342,교체,34
343,전달,34
344,위기,34
345,여사,34
346,방안,34
347,다음,34
348,시대,34
349,소통,34
350,발전,34
351,공사,34
352,초청,34
353,수용,34
354,경기,34
355,안전,34
356,참가,34
357,유은혜,34
358,통신,34
359,당선,34
360,노회찬,34
361,가상,34
362,화폐,34
363,헌법,33
364,하락,33
365,활동,33
366,유감,33
367,사용,33
368,진행,33
369,사드,33
370,작년,33
371,장소,33
372,공무원,33
373,취재,33
374,메시지,33
375,대상,33
376,국회의원,33
377,펜스,32
378,갈등,32
379,총선,32
380,위협,32
381,신고,32
382,일본,32
383,시민,32
384,탈당,32
385,비용,32
386,안희정,32
387,여성,32
388,서훈,32
389,당선자,32
390,강행,31
391,원희룡,31
392,해체,31
393,조율,31
394,해외,31
395,기념,31
396,촉구,31
397,교류,31
398,심재철,31
399,기관,31
400,성과,30
401,선물,30
402,세력,30
403,채택,30
404,의장,30
405,통보,30
406,방위,30
407,개정,30
408,강조,30
409,간다,30
410,제출,30
411,일부,30
412,취임,30
413,국제,30
414,내용,30
415,때문,30
416,이방,30
417,귀국,30
418,설치,30
419,종료,30
420,집중,30
421,의심,30
422,주민,30
423,전쟁,30
424,우원식,30
425,대변인,29
426,의미,29
427,단계,29
428,얘기,29
429,처음,29
430,조작,29
431,공단,29
432,지방,29
433,공조,29
434,승리,29
435,조선,29
436,김영남,29
437,공항,29
438,혐의,29
439,비대,29
440,특활비,29
441,노동신문,28
442,총장,28
443,속도,28
444,전면,28
445,여권,28
446,거론,28
447,주년,28
448,철회,28
449,반발,28
450,여부,28
451,역할,28
452,사전,28
453,리용호,28
454,사고,28
455,여론조사,28
456,단일,28
457,피해,27
458,중지,27
459,현실,27
460,유력,27
461,전환,27
462,운영,27
463,유지,27
464,대한민국,27
465,경선,27
466,감사,27
467,반입,27
468,성추행,27
469,군수,27
470,마식령,27
471,강제,26
472,출범,26
473,보고서,26
474,재판,26
475,육군,26
476,돌입,26
477,참여,26
478,충돌,26
479,먼저,26
480,뉴욕,26
481,국감,26
482,가짜,26
483,불법,26
484,평가,26
485,막판,26
486,정상화,26
487,만남,26
488,상임,26
489,불참,26
490,출장,26
491,복귀,26
492,보복,26
493,악수,26
494,중앙,26
495,오찬,26
496,선수,26
497,호소,26
498,도입,25
499,개입,25
500,야권,25
501,국민연금,25
502,겨냥,25
503,직전,25
504,대위,25
505,인도,25
506,첫날,25
507,등장,25
508,일방,25
509,동행,25
510,경호,25
511,이전,25
512,깜짝,25
513,선발,25
514,전남,25
515,사회,24
516,작전,24
517,경고,24
518,완전,24
519,정치권,24
520,침묵,24
521,개편,24
522,추천,24
523,건설,24
524,공격,24
525,관광,24
526,이틀,24
527,행동,24
528,한국인,24
529,완료,24
530,본격,24
531,이재용,24
532,의견,24
533,차례,24
534,직원,24
535,홍보,24
536,의제,24
537,긴급,24
538,미투,24
539,추경,24
540,적극,23
541,개발,23
542,부동산,23
543,신임,23
544,가장,23
545,특위,23
546,냉면,23
547,탁현민,23
548,변화,23
549,판단,23
550,사찰,23
551,리얼미터,23
552,효과,23
553,지지도,23
554,가동,23
555,세계,23
556,외무,23
557,대신,23
558,비리,23
559,연결,23
560,해명,23
561,제기,23
562,의문,23
563,서명,23
564,라인,23
565,기지,22
566,국내,22
567,공군,22
568,도전,22
569,청문회,22
570,주의,22
571,영호,22
572,부대,22
573,만날,22
574,김정숙,22
575,핵무기,22
576,토론,22
577,경협,22
578,내정,22
579,내부,22
580,국군,22
581,폐쇄,22
582,성사,22
583,업무,22
584,박근혜,22
585,허위,22
586,신뢰,22
587,평화협정,22
588,생일,22
589,개각,22
590,합동,22
591,도지사,22
592,예비,22
593,경북,22
594,해임,21
595,전원책,21
596,협치,21
597,경질,21
598,판결,21
599,시위,21
600,도로,21
601,정신,21
602,유출,21
603,연내,21
604,실시,21
605,축소,21
606,은행,21
607,워싱턴,21
608,세월호,21
609,진보,21
610,도부,21
611,순방,21
612,조건,21
613,행위,21
614,탈북자,21
615,이드,21
616,찬성,21
617,압수수색,21
618,청년,21
619,목표,21
620,차량,21
621,시민단체,21
622,관람,21
623,민병두,21
624,친서,21
625,당권,21
626,감축,21
627,민심,21
628,타고,21
629,이동,21
630,생중계,21
631,기간,21
632,진실,21
633,억류,21
634,선수단,21
635,단축,21
636,투자,20
637,의결,20
638,리비아,20
639,설전,20
640,마린,20
641,교황,20
642,비상,20
643,자리,20
644,고려,20
645,해상,20
646,선거운동,20
647,민생,20
648,단장,20
649,거래,20
650,분리,20
651,원장,20
652,충남,20
653,하태경,20
654,독도,20
655,해군,20
656,가족,20
657,관리,20
658,지금,20
659,중요,20
660,리설주,20
661,센터,20
662,행정관,20
663,국회의장,20
664,청탁,20
665,송파,20
666,배치,19
667,당원,19
668,대비,19
669,결의,19
670,최종,19
671,갤럽,19
672,선전,19
673,부담,19
674,정경두,19
675,전날,19
676,국무부,19
677,자기,19
678,영향,19
679,양보,19
680,착수,19
681,선박,19
682,사망,19
683,마음,19
684,시사,19
685,매우,19
686,연대,19
687,보좌,19
688,심판,19
689,국정조사,19
690,불발,19
691,선출,19
692,최선,19
693,한번,19
694,충북,19
695,삭제,19
696,강남,19
697,백두산,19
698,베트남,19
699,의원직,19
700,대한,19
701,한반도기,19
702,프로필,19
703,김진표,19
704,연루,19
705,김동철,19
706,방중,19
707,폭침,19
708,인천,19
709,확성기,19
710,단식,19
711,징용,18
712,참모,18
713,다른,18
714,잘못,18
715,내주,18
716,비공개,18
717,청문,18
718,강력,18
719,불가,18
720,분석,18
721,운동,18
722,표현,18
723,의사,18
724,처벌,18
725,자문,18
726,체육,18
727,사단,18
728,양국,18
729,시기,18
730,협조,18
731,피해자,18
732,대사관,18
733,탄핵,18
734,교통,18
735,협정,18
736,자료,18
737,통계,18
738,병력,18
739,구체,18
740,집권,18
741,서울시,18
742,시도,18
743,다음주,18
744,종합,18
745,부처,18
746,집단,18
747,민간,18
748,담판,18
749,날짜,18
750,사위,18
751,조성,18
752,기회,18
753,숙소,18
754,접견,18
755,이산,18
756,구속,18
757,주목,17
758,김수현,17
759,철거,17
760,피랍,17
761,해병대,17
762,변경,17
763,기자회견,17
764,나선,17
765,타결,17
766,걱정,17
767,지휘,17
768,교환,17
769,푸틴,17
770,돌연,17
771,희망,17
772,시찰,17
773,항의,17
774,민주주의,17
775,보장,17
776,징계,17
777,간담,17
778,성명,17
779,전작권,17
780,분노,17
781,공공기관,17
782,제외,17
783,설명,17
784,신설,17
785,무력,17
786,최악,17
787,입법,17
788,파행,17
789,이름,17
790,예고,17
791,산업,17
792,마치,17
793,기획,17
794,주한,17
795,부정,17
796,원금,17
797,여군,17
798,동원,17
799,싸움,17
800,구조,17
801,영변,17
802,강원,17
803,사의,17
804,문희상,17
805,재선,17
806,위장,17
807,공유,17
808,표명,17
809,부인,17
810,청장,17
811,공장,17
812,스캔들,17
813,대구시,17
814,정세균,17
815,패럴림픽,17
816,중간,16
817,비밀,16
818,승인,16
819,구역,16
820,지적,16
821,재정,16
822,돌파,16
823,전당대회,16
824,신문,16
825,여론,16
826,성폭행,16
827,특수,16
828,유족,16
829,주자,16
830,동향,16
831,주기,16
832,방식,16
833,시험,16
834,가치,16
835,절대,16
836,귀환,16
837,탈북민,16
838,권한,16
839,무관,16
840,제한,16
841,즉각,16
842,해리스,16
843,복구,16
844,송영길,16
845,연장,16
846,기사,16
847,무기,16
848,인민,16
849,김태호,16
850,조정,16
851,좌파,16
852,국무회의,16
853,분위기,16
854,토론회,16
855,수사권,16
856,명단,16
857,잡기,16
858,용산,16
859,의전,16
860,반드시,16
861,아들,16
862,출동,16
863,군사훈련,16
864,표심,16
865,관심,16
866,박수현,16
867,핫라인,16
868,재보선,16
869,민정,15
870,훼손,15
871,연속,15
872,의회,15
873,서도,15
874,공작,15
875,수출,15
876,체포,15
877,부총리,15
878,리스트,15
879,지도자,15
880,파악,15
881,차기,15
882,전용기,15
883,참배,15
884,안보리,15
885,폭행,15
886,성폭력,15
887,적대,15
888,휴가,15
889,부족,15
890,지자체,15
891,창설,15
892,군용기,15
893,수역,15
894,최저,15
895,수준,15
896,베이징,15
897,부상,15
898,유럽,15
899,무슨,15
900,삼성,15
901,해제,15
902,기준,15
903,의안,15
904,사장,15
905,수장,15
906,친문,15
907,주택,15
908,보유,15
909,우선,15
910,박주선,15
911,바람,15
912,소집,15
913,경쟁,15
914,지대,15
915,인물,15
916,격전,15
917,추락,15
918,은수미,15
919,조폭,15
920,김부선,15
921,우세,15
922,응원단,15
923,노조,14
924,폭풍,14
925,마무리,14
926,자산,14
927,고민,14
928,태극기,14
929,도움,14
930,모임,14
931,민노총,14
932,목소리,14
933,직후,14
934,정청,14
935,세금,14
936,티스,14
937,비건,14
938,세습,14
939,이해,14
940,캠프,14
941,계파,14
942,상징,14
943,조직,14
944,공감,14
945,국빈,14
946,재산,14
947,문화,14
948,포착,14
949,사태,14
950,세종,14
951,조만간,14
952,김관영,14
953,전국,14
954,동시,14
955,밀양,14
956,사무,14
957,변호사,14
958,주말,14
959,편지,14
960,우린,14
961,발굴,14
962,인터넷,14
963,현재,14
964,검사,14
965,쇼크,14
966,축하,14
967,여론조작,14
968,임기,14
969,총력,14
970,송인,14
971,복무,14
972,호남,14
973,허태정,14
974,무소속,14
975,대림,14
976,친박,13
977,출국,13
978,계기,13
979,방미,13
980,김무성,13
981,조절,13
982,진짜,13
983,깜깜,13
984,기록,13
985,동해,13
986,시절,13
987,복지,13
988,도발,13
989,계엄령,13
990,합참,13
991,연일,13
992,불가능,13
993,쇄신,13
994,브룩스,13
995,무역,13
996,이란,13
997,과제,13
998,합당,13
999,붕괴,13
1000,면제,13
1001,한일,13
1002,추정,13
1003,재단,13
1004,통상,13
1005,제거,13
1006,허용,13
1007,낙하산,13
1008,복원,13
1009,유치원,13
1010,수송기,13
1011,답변,13
1012,배제,13
1013,제시,13
1014,나경원,13
1015,총수,13
1016,역대,13
1017,산림,13
1018,움직임,13
1019,시간표,13
1020,분담,13
1021,긴밀,13
1022,새벽,13
1023,기초,13
1024,입국,13
1025,간부,13
1026,발사,13
1027,정무,13
1028,병원,13
1029,수행,13
1030,김일성,13
1031,당론,13
1032,결론,13
1033,선택,13
1034,후속,13
1035,민족,13
1036,제공,13
1037,조문,13
1038,중재,13
1039,내각,13
1040,지난,13
1041,제의,13
1042,아내,13
1043,왜곡,13
1044,견제,13
1045,광역단체장,13
1046,분권,13
1047,대회,13
1048,홍일표,13
1049,교섭단체,13
1050,정철,13
1051,미세먼지,13
1052,권영진,13
1053,조배숙,13
1054,저지,13
1055,만경봉호,13
1056,신당,13
1057,신년사,13
1058,부적절,12
1059,개방,12
1060,기업인,12
1061,반응,12
1062,헬기,12
1063,협박,12
1064,노동자,12
1065,작업,12
1066,채널,12
1067,선정,12
1068,실세,12
1069,사이,12
1070,원칙,12
1071,지도,12
1072,최소,12
1073,의식,12
1074,규모,12
1075,공급,12
1076,시범,12
1077,정면,12
1078,성의,12
1079,작성,12
1080,황교안,12
1081,답방,12
1082,여의도,12
1083,병역,12
1084,기술,12
1085,전화,12
1086,시정,12
1087,공모,12
1088,강경,12
1089,해산,12
1090,절차,12
1091,삼지연,12
1092,보상,12
1093,군산,12
1094,진입,12
1095,버스,12
1096,재계,12
1097,연구원,12
1098,인터뷰,12
1099,자금,12
1100,하자,12
1101,이제,12
1102,행보,12
1103,소상,12
1104,공인,12
1105,불만,12
1106,관함,12
1107,시동,12
1108,사정,12
1109,의총,12
1110,총력전,12
1111,미리,12
1112,폭파,12
1113,소장,12
1114,화재,12
1115,참사,12
1116,소환,12
1117,사흘,12
1118,초대,12
1119,한미정상회담,12
1120,자체,12
1121,김정일,12
1122,설득,12
1123,이면,12
1124,납치,12
1125,영화,12
1126,르포,12
1127,정동영,12
1128,중진,12
1129,업자,12
1130,미정,12
1131,지속,12
1132,영업,12
1133,응원,12
1134,개막식,12
1135,구상,12
1136,김영환,12
1137,정세현,12
1138,결단,12
1139,농성,12
1140,자제,12
1141,측근,12
1142,김부겸,12
1143,박영선,12
1144,광장,12
1145,변수,12
1146,도민,12
1147,사회주의,12
1148,광역,12
1149,재보궐,12
1150,사직서,12
1151,석방,12
1152,강릉,12
1153,아이스하키,12
1154,통합신당,12
1155,당국,11
1156,감시,11
1157,정기,11
1158,무장,11
1159,건강,11
1160,전격,11
1161,긴장,11
1162,파괴,11
1163,전망,11
1164,악화,11
1165,환경,11
1166,그룹,11
1167,탄력,11
1168,근로,11
1169,꼼수,11
1170,소송,11
1171,삭감,11
1172,활성화,11
1173,의도,11
1174,단속,11
1175,머리,11
1176,해킹,11
1177,합참의장,11
1178,설문,11
1179,인적,11
1180,접근,11
1181,영상,11
1182,심사,11
1183,음주운전,11
1184,시행,11
1185,강도,11
1186,연평도,11
1187,불허,11
1188,원산,11
1189,국제사회,11
1190,일대,11
1191,적발,11
1192,광화문,11
1193,막말,11
1194,촛불,11
1195,위로,11
1196,반복,11
1197,까닭,11
1198,제도,11
1199,기소,11
1200,비무장,11
1201,교수,11
1202,연습,11
1203,자격,11
1204,열차,11
1205,패싱,11
1206,경비,11
1207,감사원,11
1208,다운,11
1209,지층,11
1210,자세,11
1211,전력,11
1212,서한,11
1213,축전,11
1214,뇌물,11
1215,전해철,11
1216,체크,11
1217,마을,11
1218,분야,11
1219,등록,11
1220,경력,11
1221,배석,11
1222,생산,11
1223,집회,11
1224,지정,11
1225,어디,11
1226,미국인,11
1227,장사,11
1228,건국,11
1229,발목,11
1230,오른,11
1231,진상,11
1232,상대,11
1233,투쟁,11
1234,언제,11
1235,더니,11
1236,일괄,11
1237,이견,11
1238,외신,11
1239,거짓말,11
1240,부부,11
1241,가슴,11
1242,터키,11
1243,재건축,11
1244,대결,11
1245,도성,11
1246,성희롱,11
1247,중심,11
1248,현안,11
1249,독재,11
1250,지구,11
1251,범죄,11
1252,조종사,11
1253,부산시,11
1254,파문,11
1255,가나,11
1256,경의선,11
1257,통째,11
1258,과정,11
1259,농구,11
1260,누가,11
1261,오거돈,11
1262,육로,11
1263,번영,11
1264,카펠라,11
1265,정봉주,11
1266,욕설,11
1267,외유,11
1268,일제,10
1269,기금,10
1270,개설,10
1271,경제부총리,10
1272,연금,10
1273,결심,10
1274,상태,10
1275,신형,10
1276,심상정,10
1277,공원,10
1278,친구,10
1279,종교,10
1280,환수,10
1281,현역,10
1282,인자,10
1283,줄줄이,10
1284,복심,10
1285,전북,10
1286,사격,10
1287,응답,10
1288,침범,10
1289,부분,10
1290,출석,10
1291,지급,10
1292,태풍,10
1293,신청,10
1294,눈치,10
1295,실험,10
1296,천안,10
1297,여명,10
1298,채용,10
1299,수습,10
1300,임박,10
1301,적용,10
1302,확보,10
1303,통제,10
1304,구축,10
1305,빅터,10
1306,출입,10
1307,의무,10
1308,동반,10
1309,입당,10
1310,인력,10
1311,공직,10
1312,애도,10
1313,표결,10
1314,예의,10
1315,팩트,10
1316,독자,10
1317,질의,10
1318,종부세,10
1319,이례,10
1320,서로,10
1321,선희,10
1322,지명,10
1323,현직,10
1324,전단,10
1325,심야,10
1326,탄압,10
1327,반박,10
1328,포인트,10
1329,완성,10
1330,조속,10
1331,원인,10
1332,산책,10
1333,식당,10
1334,운명,10
1335,최룡해,10
1336,영접,10
1337,은산,10
1338,정치자금,10
1339,초선,10
1340,양제츠,10
1341,서열,10
1342,죽음,10
1343,해성,10
1344,외무성,10
1345,세대,10
1346,도시,10
1347,회복,10
1348,후원,10
1349,개념,10
1350,결식,10
1351,대강,10
1352,게임,10
1353,최재성,10
1354,북중,10
1355,빈소,10
1356,총영사,10
1357,정계,10
1358,사례,10
1359,기초단체장,10
1360,광주시,10
1361,최문순,10
1362,이용섭,10
1363,유권자,10
1364,여배우,10
1365,일행,10
1366,벽보,10
1367,노래,10
1368,맥스,10
1369,선더,10
1370,대접,10
1371,새해,10
1372,수정,9
1373,엄중,9
1374,정체,9
1375,이용,9
1376,리더십,9
1377,타격,9
1378,예산안,9
1379,코드,9
1380,순직,9
1381,휴대폰,9
1382,민간인,9
1383,하원,9
1384,장악,9
1385,정황,9
1386,사죄,9
1387,전대,9
1388,비서실,9
1389,경기도,9
1390,왕래,9
1391,독주,9
1392,수입,9
1393,정도,9
1394,안정,9
1395,진화,9
1396,투입,9
1397,당부,9
1398,관계자,9
1399,주둔,9
1400,대법원,9
1401,한마디,9
1402,생활,9
1403,농단,9
1404,전화통화,9
1405,이탈,9
1406,개인,9
1407,사자,9
1408,시스템,9
1409,조기,9
1410,비어,9
1411,해당,9
1412,수여,9
1413,이사장,9
1414,무시,9
1415,오세훈,9
1416,함정,9
1417,사령부,9
1418,지뢰,9
1419,난민,9
1420,병사,9
1421,유시민,9
1422,자단,9
1423,훈장,9
1424,방향,9
1425,확산,9
1426,구멍,9
1427,강정,9
1428,항모,9
1429,본부,9
1430,사임,9
1431,전기,9
1432,곳곳,9
1433,체결,9
1434,장비,9
1435,위법,9
1436,저녁,9
1437,테이블,9
1438,전원,9
1439,건물,9
1440,다리,9
1441,두번째,9
1442,비행기,9
1443,아파트,9
1444,자진,9
1445,도종환,9
1446,재난,9
1447,수령,9
1448,박정희,9
1449,자영,9
1450,가면,9
1451,지진,9
1452,승부,9
1453,명시,9
1454,집결,9
1455,이하,9
1456,결렬,9
1457,인방,9
1458,국정원장,9
1459,지지자,9
1460,마주,9
1461,이명박,9
1462,법원,9
1463,청구,9
1464,본부장,9
1465,반성,9
1466,전체,9
1467,입항,9
1468,부실,9
1469,피감,9
1470,논쟁,9
1471,가지,9
1472,모델,9
1473,자신,9
1474,성김,9
1475,김종필,9
1476,오사카,9
1477,지방의회,9
1478,송하진,9
1479,텃밭,9
1480,제천,9
1481,노원,9
1482,미니,9
1483,폭탄,9
1484,옥중,9
1485,국민투표법,9
1486,마식령스키장,9
1487,유튜브,8
1488,소위,8
1489,인기,8
1490,싱크탱크,8
1491,기구,8
1492,동결,8
1493,하와이,8
1494,폭로,8
1495,약화,8
1496,전투,8
1497,사법부,8
1498,포항,8
1499,일단,8
1500,기밀,8
1501,조현,8
1502,대규모,8
1503,인공,8
1504,스스로,8
1505,수립,8
1506,남방,8
1507,상품,8
1508,원유,8
1509,윤리,8
1510,원사,8
1511,사상,8
1512,표정,8
1513,수순,8
1514,과속,8
1515,위원회,8
1516,참관,8
1517,지연,8
1518,존중,8
1519,정치인,8
1520,대부분,8
1521,임무,8
1522,잠수함,8
1523,통계청장,8
1524,장사정포,8
1525,역량,8
1526,이재,8
1527,관광객,8
1528,권익위,8
1529,발견,8
1530,철강,8
1531,방치,8
1532,예상,8
1533,해석,8
1534,헌법재판관,8
1535,심각,8
1536,이메일,8
1537,목적,8
1538,개막,8
1539,치유,8
1540,제대로,8
1541,프랑스,8
1542,대법관,8
1543,방침,8
1544,특혜,8
1545,취업,8
1546,보직,8
1547,박한기,8
1548,보훈처,8
1549,사열,8
1550,폭발,8
1551,관세청,8
1552,원대,8
1553,문서,8
1554,노동당,8
1555,전용,8
1556,최근,8
1557,갱도,8
1558,얼굴,8
1559,동창,8
1560,노스,8
1561,도덕성,8
1562,돋보기,8
1563,인재,8
1564,창현,8
1565,친선,8
1566,격돌,8
1567,현지,8
1568,규명,8
1569,화해,8
1570,추석,8
1571,전혀,8
1572,관세,8
1573,필리핀,8
1574,후퇴,8
1575,논평,8
1576,이도훈,8
1577,정례,8
1578,브리핑,8
1579,주적,8
1580,장애인,8
1581,도심,8
1582,거절,8
1583,리수용,8
1584,최강,8
1585,남조선,8
1586,사안,8
1587,노총,8
1588,최측근,8
1589,이념,8
1590,그대로,8
1591,정말,8
1592,긍정,8
1593,해도,8
1594,주사파,8
1595,대체복무,8
1596,맹공,8
1597,군부,8
1598,보물,8
1599,파탄,8
1600,코피,8
1601,아시안,8
1602,밀수,8
1603,영장,8
1604,주인,8
1605,주재,8
1606,격려,8
1607,대처,8
1608,주시,8
1609,방지,8
1610,평균,8
1611,실수,8
1612,낙마,8
1613,의료,8
1614,마감,8
1615,미스터리,8
1616,정리,8
1617,불가피,8
1618,참패,8
1619,당사,8
1620,기적,8
1621,순위,8
1622,강원도,8
1623,박범계,8
1624,송철호,8
1625,적십자,8
1626,압승,8
1627,전시장,8
1628,군민,8
1629,서병수,8
1630,햄버거,8
1631,메뉴,8
1632,사기,8
1633,매크로,8
1634,고소,8
1635,보라,8
1636,합류,8
1637,차원,8
1638,비행장,8
1639,부위,8
1640,임시국회,8
1641,선거법,8
1642,사각,8
1643,우상호,8
1644,폐막식,8
1645,거래소,8
1646,판매,7
1647,사랑,7
1648,전투기,7
1649,명칭,7
1650,물밑,7
1651,경제정책,7
1652,쌈짓돈,7
1653,아버지,7
1654,문자,7
1655,비분,7
1656,시한,7
1657,심화,7
1658,노동,7
1659,행정부,7
1660,가속,7
1661,강연,7
1662,북방,7
1663,시점,7
1664,경험,7
1665,실제,7
1666,수당,7
1667,세번,7
1668,왕세제,7
1669,심의,7
1670,배상,7
1671,무죄,7
1672,은폐,7
1673,대기업,7
1674,상설,7
1675,여건,7
1676,능력,7
1677,앞서,7
1678,태양광,7
1679,사법,7
1680,근절,7
1681,위헌,7
1682,셀프,7
1683,제왕,7
1684,시나리오,7
1685,전방,7
1686,지침,7
1687,방어,7
1688,연구소,7
1689,조약,7
1690,직무,7
1691,선거구,7
1692,소속,7
1693,인턴,7
1694,봉합,7
1695,기존,7
1696,후반기,7
1697,정해,7
1698,전후,7
1699,위치,7
1700,법적,7
1701,가이드라인,7
1702,고도,7
1703,위장전입,7
1704,무상,7
1705,월급,7
1706,염두,7
1707,정착,7
1708,공직자,7
1709,운용,7
1710,회사,7
1711,한전,7
1712,대로,7
1713,요격,7
1714,소리,7
1715,경계,7
1716,전술,7
1717,방통위,7
1718,공백,7
1719,오락가락,7
1720,불씨,7
1721,처분,7
1722,부통령,7
1723,실질,7
1724,모습,7
1725,어려움,7
1726,양산,7
1727,세상,7
1728,거리,7
1729,특정,7
1730,전제,7
1731,살포,7
1732,화답,7
1733,반등,7
1734,환담,7
1735,수도권,7
1736,자진사퇴,7
1737,영구,7
1738,의장대,7
1739,탑승,7
1740,가방,7
1741,대장,7
1742,학생,7
1743,전세기,7
1744,당일,7
1745,당장,7
1746,입원,7
1747,국면,7
1748,위성,7
1749,이재오,7
1750,순간,7
1751,맞이,7
1752,참여연대,7
1753,화합,7
1754,김상곤,7
1755,지난달,7
1756,하성,7
1757,사항,7
1758,배후,7
1759,몸살,7
1760,별세,7
1761,키즈,7
1762,독대,7
1763,동북아,7
1764,이준석,7
1765,이개,7
1766,증거,7
1767,운동권,7
1768,방산,7
1769,외세,7
1770,범여,7
1771,인근,7
1772,선원,7
1773,실행,7
1774,관측,7
1775,특보,7
1776,김홍걸,7
1777,별난,7
