,단어명,경제 빈도수
4362,로고,6
4363,하나투어,6
4364,압구정,6
4365,감기,6
4366,커버,6
4367,로봇청소기,6
4368,식료품,6
4369,라디오,6
4370,조만간,6
4371,블레이드,6
4372,압도,6
4373,통계청,6
4374,안테나,6
4375,개량,6
4376,오버,6
4377,사람과,6
4378,남양주,6
4379,보이콧,6
4380,노래,6
4381,거실,6
4382,노년,6
4383,한라산,6
4384,숙면,6
4385,상표,6
4386,땅콩,6
4387,노동자,6
4388,니드,6
4389,외국어,6
4390,가점,6
4391,용지,6
4392,메카,6
4393,외환위기,6
4394,소멸,6
4395,우수상,6
4396,국방부,6
4397,문관,6
4398,버버리,6
4399,외면,6
4400,비관,6
4401,의향,6
4402,삼성동,6
4403,유니클로,6
4404,기원,6
4405,점진,6
4406,뚜렷,6
4407,스노우,6
4408,화약,6
4409,씨앗,6
4410,경비,6
4411,무혐의,6
4412,에버,6
4413,우주개발,6
4414,여당,6
4415,접경,6
4416,대원,6
4417,보좌,6
4418,솜방망이,6
4419,일회용품,6
4420,이면,6
4421,효준,6
4422,서밋,6
4423,애드,6
4424,중부,6
4425,소방,6
4426,별내,6
4427,모처럼,6
4428,교훈,6
4429,음주,6
4430,아영,6
4431,신성,6
4432,러블,6
4433,한콘진,6
4434,하마,6
4435,미성년,6
4436,제정,6
4437,뽀로로,6
4438,친구,6
4439,반입,6
4440,티앤,6
4441,보료,6
4442,웨딩,6
4443,외화예금,6
4444,예치,6
4445,보이,6
4446,산재,6
4447,구인,6
4448,은폐,6
4449,카카오페이지,6
4450,매트,6
4451,서기,6
4452,무효,6
4453,신의,6
4454,종로,6
4455,수영장,6
4456,이대훈,6
4457,성큼,6
4458,성인,6
4459,에어비앤비,6
4460,기밀,6
4461,봉구,6
4462,이력,6
4463,안전성,6
4464,사비,6
4465,악용,6
4466,잠재력,6
4467,구비,6
4468,주일,6
4469,서대문구,6
4470,송구,6
4471,크로스,6
4472,맥심,6
4473,정지원,6
4474,한국어,6
4475,이메일,6
4476,여행사,6
4477,김범수,6
4478,고갈,6
4479,다가,6
4480,수액,6
4481,범죄,6
4482,로드,6
4483,쉐이크,6
4484,점심,6
4485,리빙,6
4486,자신,6
4487,한잔,6
4488,소음,6
4489,네덜란드,6
4490,자존심,6
4491,계약서,6
4492,물의,6
4493,석방,6
4494,맑음,6
4495,부모님,6
4496,대학원,6
4497,전부,6
4498,구로,6
4499,자택,6
4500,제국,6
4501,하만,6
4502,걷기,6
4503,참가자,6
4504,반사,6
4505,후임,6
4506,숙박시설,6
4507,수납,6
4508,국서,6
4509,쿠페,6
4510,무늬,6
4511,로그인,6
4512,밀수,6
4513,끝내,6
4514,이안,6
4515,동래,6
4516,송파,6
4517,소속,6
4518,중기,6
4519,급속,6
4520,작성,6
4521,기내,6
4522,변곡점,6
4523,강국,6
4524,복권,6
4525,일상,6
4526,차트,6
4527,휴무,6
4528,가이드,6
4529,동유럽,6
4530,경보,6
4531,스켈레톤,6
4532,분규,6
4533,시청자,6
4534,박성택,6
4535,비핵화,6
4536,이커머스,6
4537,청문,6
4538,진격,6
4539,충족,6
4540,테러,6
4541,공유경제,6
4542,전직,6
4543,적폐,6
4544,소설,6
4545,인포,6
4546,축산물,6
4547,체육,6
4548,유로,6
4549,크루즈,6
4550,옴부,6
4551,수트,6
4552,세무,6
4553,상어,6
4554,북부,6
4555,소득세,6
4556,라운지,6
4557,바르셀로나,6
4558,효력,6
4559,박카스,6
4560,도성,6
4561,권평오,6
4562,합산,6
4563,아이디,6
4564,어스,6
4565,한진해운,6
4566,준법,6
4567,텐센트,6
4568,청춘,6
4569,구두,6
4570,감히,6
4571,추진단,6
4572,뇌종양,6
4573,글쎄,6
4574,무급,6
4575,베이커리,6
4576,소급,6
4577,더욱,6
4578,드릴,6
4579,지고,6
4580,가닥,6
4581,마음껏,6
4582,노원,6
4583,액면가,6
4584,생기,6
4585,수신,6
4586,징역,6
4587,구형,6
4588,강환구,6
4589,독식,6
4590,전하,6
4591,특파원,6
4592,국민카드,6
4593,알코올,6
4594,이부진,6
4595,회로,6
4596,화석,6
4597,비어,6
4598,가전제품,6
4599,남편,6
4600,안성,6
4601,사망자,6
4602,매체,6
4603,쿠션,6
4604,가도,6
4605,입체,6
4606,품절,6
4607,수상한,6
4608,약자,6
4609,갈이,6
4610,시험대,6
4611,입김,6
4612,취향,6
4613,미달,6
4614,협동,6
4615,남용,6
4616,목돈,6
4617,주시,6
4618,통일,6
4619,블라인드,6
4620,도출,6
4621,관계자,6
4622,보존,6
4623,조원태,6
4624,폭주,6
4625,불티,6
4626,삼진,6
4627,쑥대밭,6
4628,애니메이션,6
4629,아일랜드,6
4630,해치백,6
4631,놀란,6
4632,로비,6
4633,사단,6
4634,유용,6
4635,부분파업,6
4636,학술지,6
4637,달리,6
4638,잡음,6
4639,냉면,6
4640,중개업,6
4641,내시경,6
4642,델타,6
4643,부도,6
4644,무더위,6
4645,정재훈,6
4646,간식,6
4647,수주량,6
4648,재민,6
4649,이어폰,6
4650,상계,6
4651,생수,6
4652,웹젠,6
4653,성명,6
4654,전문점,6
4655,전이,6
4656,부고,6
4657,서울시장,6
4658,장학,6
4659,일자,6
4660,신기록,6
4661,귀농,6
4662,도어,6
4663,선수단,6
4664,유화,6
4665,중개사,6
4666,빅히트,6
4667,상실,6
4668,소장,6
4669,시안,6
4670,문화재단,6
4671,예외,6
4672,스피드,6
4673,특별법,6
4674,삼척,6
4675,마스터플랜,6
4676,테이,6
4677,롤러코스터,6
4678,김밥,6
4679,낙관,6
4680,아리아,6
4681,과자,6
4682,오락가락,6
4683,역류성,6
4684,식도염,6
4685,소유,6
4686,화이자,6
4687,낫다,6
4688,우정,6
4689,보석,6
4690,중순,6
4691,가의,6
4692,갈수록,6
4693,써밋,6
4694,횟수,6
4695,화재보험,6
4696,안갯속,6
4697,장성,6
4698,실행,6
4699,점거,6
4700,바텐더,6
4701,복병,6
4702,포착,6
4703,신장암,6
4704,전원주택,6
4705,무풍,6
4706,검색어,6
4707,상담사,6
4708,해피,6
4709,람보르기니,6
4710,칼로리,6
4711,대형주,6
4712,카이스트,6
4713,베리,6
4714,주택조합,6
4715,사각,6
4716,지대,6
4717,성향,6
4718,포스코켐텍,6
4719,점령,6
4720,태아,6
4721,주로,6
4722,노무,6
4723,평행선,6
4724,골드만삭스,6
4725,풀무원식품,6
4726,망고,6
4727,랠리,6
4728,막걸리,6
4729,유연성,6
4730,고용보,6
4731,핵연료,6
4732,익산,6
4733,영기획,6
4734,토대,6
4735,비주,6
4736,드루,6
4737,넥센,6
4738,웍스,6
4739,야근,6
4740,미사,6
4741,조화,6
4742,조스,6
4743,저지,6
4744,난임,6
4745,편리,6
4746,천호대로,6
4747,정황,6
4748,도우미,6
4749,자금지원,6
4750,반전,6
4751,토마스,6
4752,봄철,6
4753,법무부,6
4754,눈독,6
4755,젠투,6
4756,스트림,6
4757,대유,6
4758,확약,6
4759,김종호,6
4760,미투,6
4761,평창동계올림픽,6
4762,금값,6
4763,포스텍,5
4764,쌀값,5
4765,페리,5
4766,기후,5
4767,방촌,5
4768,수송,5
4769,고난,5
4770,그늘,5
4771,철폐,5
4772,처럼,5
4773,가로,5
4774,통계청장,5
4775,혈당,5
4776,끝장,5
4777,본상,5
4778,모나미,5
4779,밀리,5
4780,치료법,5
4781,촉매,5
4782,자세,5
4783,호캉스,5
4784,셋톱박스,5
4785,김수현,5
4786,분식,5
4787,비소,5
4788,자만,5
4789,확신,5
4790,퓨어,5
4791,동성,5
4792,메리츠화재,5
4793,가야,5
4794,차석용,5
4795,성실,5
4796,아이콘,5
4797,관전,5
4798,터스,5
4799,민주당,5
4800,특강,5
4801,삼양사,5
4802,에릭슨,5
4803,세척,5
4804,만찬,5
4805,실속,5
4806,유안,5
4807,강요,5
4808,모방,5
4809,노벨상,5
4810,주부,5
4811,김택진,5
4812,광역시,5
4813,적십자사,5
4814,파란,5
4815,임지원,5
4816,에일,5
4817,강보,5
4818,종금,5
4819,티슈,5
4820,집주인,5
4821,정작,5
4822,필기,5
4823,바짝,5
4824,거물,5
4825,플렉스,5
4826,유제품,5
4827,잇츠온,5
4828,리프,5
4829,블랙홀,5
4830,이일형,5
4831,김윤,5
4832,삼양,5
4833,정확도,5
4834,파키스탄,5
4835,빨래,5
4836,타이밍,5
4837,흥국,5
4838,종결,5
4839,조금,5
4840,속옷,5
4841,전자레인지,5
4842,영향력,5
4843,케뱅,5
4844,대국,5
4845,진전,5
4846,전동,5
4847,중남미,5
4848,미노,5
4849,분량,5
4850,회계사,5
4851,몸살,5
4852,표류,5
4853,베르디,5
4854,에듀,5
4855,모닝,5
4856,샌드박스,5
4857,배그,5
4858,헬리,5
4859,자구,5
4860,안나,5
4861,트위터,5
4862,박현종,5
4863,미군기지,5
4864,광폭,5
4865,관리종목,5
4866,분조,5
4867,어찌,5
4868,원자력안전위,5
4869,이재환,5
4870,반성,5
4871,정위,5
4872,종양,5
4873,이우현,5
4874,폭증,5
4875,창호,5
4876,가로등,5
4877,응급환자,5
4878,펀더,5
4879,오염,5
4880,나들이,5
4881,거시경제,5
4882,사이드,5
4883,절대,5
4884,원안,5
4885,지스,5
4886,대용,5
4887,독거,5
4888,한글,5
4889,출원,5
4890,필요시,5
4891,전광판,5
4892,패싱,5
4893,유정,5
4894,이용권,5
4895,메리,5
4896,가가,5
4897,유효,5
4898,패혈증,5
4899,하버드,5
4900,엑소더스,5
4901,아이유,5
4902,동아시아,5
4903,민족,5
4904,후판,5
4905,로지,5
4906,밸류,5
4907,열전,5
4908,세븐,5
4909,하청,5
4910,세탁,5
4911,공법,5
4912,시드,5
4913,거취,5
4914,대리인,5
4915,변방,5
4916,아울렛,5
4917,장면,5
4918,형성,5
4919,앞차,5
4920,헤드,5
4921,그때,5
4922,보상금,5
4923,생애,5
4924,아산병원,5
4925,실률,5
4926,절하,5
4927,진동,5
4928,타당성,5
4929,군사,5
4930,와중,5
4931,용접,5
4932,숙련,5
4933,사채,5
4934,광학,5
4935,교과서,5
4936,오명,5
4937,쌍끌이,5
4938,제각각,5
4939,수조,5
4940,착용,5
4941,초등학교,5
4942,창의,5
4943,니트,5
4944,할로윈,5
4945,부천,5
4946,장도,5
4947,노래방,5
4948,니콘,5
4949,불법행위,5
4950,삼만리,5
4951,방이,5
4952,여권,5
4953,개월새,5
4954,서브,5
4955,롭스,5
4956,스펙,5
4957,사모,5
4958,그래픽,5
4959,진드기,5
4960,기각,5
4961,이라크,5
4962,트랙,5
4963,전보,5
4964,디자인상,5
4965,감안,5
4966,공률,5
4967,열혈강호,5
4968,법률,5
4969,뷰노,5
4970,정화,5
4971,늑장,5
4972,보라,5
4973,증대,5
4974,소속사,5
4975,밥버거,5
4976,고요,5
4977,패권,5
4978,마법,5
4979,개월내,5
4980,항목,5
4981,경동나비엔,5
4982,혹시,5
4983,대학교,5
4984,피치,5
4985,정수,5
4986,다이아몬드,5
4987,밀라노,5
4988,알리,5
4989,멀리,5
4990,선두,5
4991,아웃렛,5
4992,엄중,5
4993,우왕좌왕,5
4994,고양이,5
4995,생선,5
4996,최승재,5
4997,만기일,5
4998,모기,5
4999,곤충,5
5000,위서,5
5001,전매,5
5002,근절,5
5003,삭감,5
5004,순방,5
5005,프레임,5
5006,도마,5
5007,내리막,5
5008,스프링,5
5009,수순,5
5010,열차,5
5011,일용직,5
5012,두부,5
5013,밀양,5
5014,자원봉사,5
5015,동등,5
5016,장남,5
5017,김태영,5
5018,궤도,5
5019,재팬,5
5020,필요성,5
5021,야간,5
5022,만료,5
5023,기획전,5
5024,메이,5
5025,작용,5
5026,건국대,5
5027,상표권,5
5028,다세대,5
5029,햇살,5
5030,조항,5
5031,장보기,5
5032,풀프레임,5
5033,상정,5
5034,결별,5
5035,풍경,5
5036,융자,5
5037,프린팅,5
5038,넵튠,5
5039,충분,5
5040,왕복,5
5041,페인트,5
5042,피싱,5
5043,바이어,5
5044,제임스,5
5045,즉석밥,5
5046,동북,5
5047,랩셀,5
5048,적응,5
5049,드라이어,5
5050,칠성,5
5051,가상현실,5
5052,직권,5
5053,봉투,5
5054,생리,5
5055,경량,5
5056,크리스,5
5057,장시간,5
5058,예방접종,5
5059,정보공개,5
5060,라이엇,5
5061,싱글,5
5062,하와이,5
5063,말리부,5
5064,수사의뢰,5
5065,강남구,5
5066,캠코,5
5067,볼트,5
5068,판권,5
5069,부가세,5
5070,중년,5
5071,시장점유율,5
5072,주전,5
5073,정관,5
5074,패션쇼,5
5075,등록금,5
5076,표준화,5
5077,중점,5
5078,닉스,5
5079,화성공장,5
5080,마찰,5
5081,성동구,5
5082,행시,5
5083,작가,5
5084,뒷받침,5
5085,한복,5
5086,퀀텀,5
5087,소믈리에,5
5088,구글플레이,5
5089,마이크론,5
5090,용돈,5
5091,진검,5
5092,봅슬레이,5
5093,휴지,5
5094,이재웅,5
5095,근로장려금,5
5096,분수령,5
5097,본회의,5
5098,부동,5
5099,유창,5
5100,지적도,5
5101,회전,5
5102,감성,5
5103,다양성,5
5104,로보,5
5105,자살,5
5106,명문,5
5107,매파,5
5108,환경호르몬,5
5109,비정상,5
5110,반려,5
5111,이체,5
5112,농도,5
5113,경배,5
5114,푸른밤,5
5115,트루,5
5116,시정,5
5117,형평성,5
5118,중소형주,5
5119,주선,5
5120,이사철,5
5121,배틀로얄,5
5122,양해각서,5
5123,박근혜,5
5124,금요일,5
5125,스톤,5
5126,인턴십,5
5127,장애물,5
5128,알약,5
5129,반쪽,5
5130,차라리,5
5131,모임,5
5132,스폰서,5
5133,간암,5
5134,지질,5
5135,얼굴인식,5
5136,엄포,5
5137,꼴찌,5
5138,전투,5
5139,계란,5
5140,명소,5
5141,항체,5
5142,온상,5
5143,빨대,5
5144,모피,5
5145,소사,5
5146,조율,5
5147,유치원,5
5148,양보,5
5149,수위,5
5150,운동화,5
5151,존중,5
5152,딜로이트,5
5153,킬러,5
5154,타이,5
5155,젤리,5
5156,호랑이,5
5157,닛산,5
5158,수명,5
5159,토리,5
5160,안산,5
5161,최후,5
5162,농사,5
5163,구도,5
5164,대량,5
5165,은평,5
5166,만능,5
5167,시가,5
5168,아키,5
5169,워런,5
5170,헤지,5
5171,자초,5
5172,화장실,5
5173,광고주,5
5174,상회,5
5175,여주,5
5176,서지,5
5177,김현석,5
5178,다빈치,5
5179,디벨로퍼,5
5180,왜곡,5
5181,징후,5
5182,기소,5
5183,버블,5
5184,반찬,5
5185,생존권,5
5186,재계약,5
5187,강판,5
5188,비슷,5
5189,중독,5
5190,김포공항,5
5191,마인,5
5192,핸드,5
5193,센텀,5
5194,눈덩이,5
5195,고온,5
5196,호수,5
5197,생활용품,5
5198,워크아웃,5
5199,종로구,5
5200,블러드,5
5201,족쇄,5
5202,안과,5
5203,원단,5
5204,임야,5
5205,돕기,5
5206,발매,5
5207,절상,5
5208,비자,5
5209,이태원,5
5210,의회,5
5211,집사,5
5212,당한,5
5213,골재,5
5214,이산가족,5
5215,테니스,5
5216,어깨,5
5217,용액,5
5218,자본잠식,5
5219,회식,5
5220,보폭,5
5221,가파른,5
5222,피파,5
5223,대립,5
5224,한해,5
5225,정액,5
5226,박물관,5
5227,고동진,5
5228,영상통화,5
5229,재판,5
5230,회계감사,5
5231,공동체,5
5232,로사,5
5233,미소,5
5234,사료,5
5235,사운드,5
5236,박성훈,5
5237,윤용,5
5238,한상범,5
5239,꼬북칩,5
5240,커피빈,5
5241,놀이,5
5242,관객,5
5243,간소화,5
5244,지인,5
5245,원룸,5
5246,외자,5
5247,출전,5
5248,총력전,5
5249,핑크,5
5250,유공,5
5251,승용차,5
5252,보아,5
5253,합병증,5
5254,민수,5
5255,도서,5
5256,김석준,5
5257,애물,5
5258,한여름,5
5259,관악,5
5260,팔지,5
5261,봉합,5
5262,정찬,5
5263,이의제기,5
5264,보너스,5
5265,사회주의,5
5266,쿠킹,5
5267,포도,5
5268,듀오,5
5269,역주행,5
5270,웃음,5
5271,네오위즈,5
5272,부가,5
5273,장소,5
5274,실망,5
5275,정몽규,5
5276,절세,5
5277,번복,5
5278,미니스톱,5
5279,무조건,5
5280,가폰,5
5281,무색,5
5282,시련,5
5283,루머,5
5284,돌이,5
5285,매듭,5
5286,건기,5
5287,덤핑,5
5288,자랑,5
5289,숙취,5
5290,치킨게임,5
5291,퍼블리싱,5
5292,마블,5
5293,채팅,5
5294,재원,5
5295,영남,5
5296,델타항공,5
5297,재산세,5
5298,유탄,5
5299,이혼,5
5300,널뛰기,5
5301,프라,5
5302,공약,5
5303,소형차,5
5304,라이나,5
5305,금메달,5
5306,치안,5
5307,할당,5
5308,소방관,5
5309,장하준,5
5310,톱텍,5
5311,영동대로,5
5312,양도소득세,5
5313,그리드,5
5314,외형,5
5315,간호,5
5316,투썸플레이스,5
5317,증세,5
5318,무역흑자,5
5319,난치,5
5320,의약,5
5321,진보,5
5322,하도급법,5
5323,전혀,5
5324,방울,5
5325,내정자,5
5326,가죽,5
5327,개인정보보호법,5
5328,노동시간,5
5329,세운상가,5
5330,공고,5
5331,사다리,5
5332,비급,5
5333,정시,5
5334,상암,5
5335,교정,5
5336,장지수,5
5337,산출,5
5338,탑승,5
5339,무한,5
5340,일몰,5
5341,레미콘,5
5342,전화번호,5
5343,할리우드,5
5344,모스크바,5
5345,거세,5
5346,느낌,5
5347,집결,5
5348,은마,5
5349,성용,5
5350,서초동,5
5351,정직,5
5352,로레알,5
5353,단종,5
5354,국정,5
5355,전철역,5
5356,대역,5
5357,제철소,5
5358,바스,5
5359,성은,5
5360,주연,5
5361,사직,5
5362,데이비드,5
5363,사양,5
5364,폭스바겐,5
5365,랜드로버,5
5366,연례,5
5367,인피니티,5
5368,배럴,5
5369,대심,5
5370,전환사채,5
5371,수가,5
5372,정세,5
5373,신동,5
5374,남훈,5
5375,키이스트,5
5376,예의,5
5377,평판,5
5378,불이익,5
5379,질적,5
5380,인위,5
5381,김영상,5
5382,엔진오일,5
5383,인적,5
5384,그램,5
5385,빈소,5
5386,후계,5
5387,외출,5
5388,그레이,5
5389,신평,5
5390,마력,5
5391,발코니,5
5392,혼다,5
5393,인플레이션,5
5394,익명,5
5395,김대철,5
5396,응대,5
5397,해태제과,5
5398,쏘렌토,5
5399,청량리역,5
5400,도보,5
5401,역습,5
5402,레쉬,5
5403,패류,5
5404,포상,5
5405,특별검사,5
5406,트라우마,5
5407,대표자,5
5408,광해,5
5409,특단,5
5410,유광열,5
5411,이익환,5
5412,성화,5
5413,최장수,5
5414,배분,5
5415,듀랑,5
5416,상일동,5
5417,법제처,5
5418,금융실명제,5
5419,존경,5
5420,호칭,5
5421,밸런타인데이,5
5422,다보스,5
5423,별곡,5
5424,도자기,4
5425,리기,4
5426,제작사,4
5427,타이거,4
5428,루닛,4
5429,판독,4
5430,멤버,4
5431,헤비,4
5432,우진,4
5433,삼부,4
5434,디지털화,4
5435,문고,4
5436,벨기에,4
5437,한창,4
5438,고도,4
5439,원자로,4
5440,구동,4
5441,반품,4
5442,아이오,4
5443,양양,4
5444,상치,4
5445,렉스,4
5446,피부염,4
5447,익스,4
5448,더미,4
5449,사이더,4
5450,천하,4
5451,후진,4
5452,적격,4
5453,열정,4
5454,시뮬레이션,4
5455,블랙프라이데이,4
5456,정치인,4
5457,기차,4
5458,주주총회,4
5459,기형,4
5460,사무소,4
5461,부회,4
5462,무상증자,4
5463,흉터,4
5464,볼거리,4
5465,정신질환,4
5466,재차,4
5467,투매,4
5468,스파오,4
5469,대장암,4
5470,보릿고개,4
