,정치단어
1112,"('응원단', 15)"
1113,"('노조', 14)"
1114,"('폭풍', 14)"
1115,"('마무리', 14)"
1116,"('자산', 14)"
1117,"('고민', 14)"
1118,"('태극기', 14)"
1119,"('도움', 14)"
1120,"('모임', 14)"
1121,"('민노총', 14)"
1122,"('목소리', 14)"
1123,"('분', 14)"
1124,"('직후', 14)"
1125,"('정청', 14)"
1126,"('세금', 14)"
1127,"('티스', 14)"
1128,"('준', 14)"
1129,"('비건', 14)"
1130,"('친', 14)"
1131,"('세습', 14)"
1132,"('이해', 14)"
1133,"('캠프', 14)"
1134,"('계파', 14)"
1135,"('상징', 14)"
1136,"('조직', 14)"
1137,"('공감', 14)"
1138,"('국빈', 14)"
1139,"('재산', 14)"
1140,"('문화', 14)"
1141,"('외', 14)"
1142,"('포착', 14)"
1143,"('사태', 14)"
1144,"('세종', 14)"
1145,"('조만간', 14)"
1146,"('김관영', 14)"
1147,"('채', 14)"
1148,"('전국', 14)"
1149,"('동시', 14)"
1150,"('밀양', 14)"
1151,"('사무', 14)"
1152,"('변호사', 14)"
1153,"('주말', 14)"
1154,"('편지', 14)"
1155,"('우린', 14)"
1156,"('발굴', 14)"
1157,"('인터넷', 14)"
1158,"('현재', 14)"
1159,"('검사', 14)"
1160,"('쇼크', 14)"
1161,"('축하', 14)"
1162,"('여론조작', 14)"
1163,"('임기', 14)"
1164,"('총력', 14)"
1165,"('송인', 14)"
1166,"('복무', 14)"
1167,"('호남', 14)"
1168,"('허태정', 14)"
1169,"('무소속', 14)"
1170,"('대림', 14)"
1171,"('친박', 13)"
1172,"('출국', 13)"
1173,"('계기', 13)"
1174,"('방미', 13)"
1175,"('김무성', 13)"
1176,"('막', 13)"
1177,"('조절', 13)"
1178,"('진짜', 13)"
1179,"('깜깜', 13)"
1180,"('기록', 13)"
1181,"('동해', 13)"
1182,"('시절', 13)"
1183,"('복지', 13)"
1184,"('반', 13)"
1185,"('도발', 13)"
1186,"('계엄령', 13)"
1187,"('합참', 13)"
1188,"('연일', 13)"
1189,"('눈', 13)"
1190,"('불가능', 13)"
1191,"('쇄신', 13)"
1192,"('브룩스', 13)"
1193,"('무역', 13)"
1194,"('이란', 13)"
1195,"('과제', 13)"
1196,"('합당', 13)"
1197,"('붕괴', 13)"
1198,"('면제', 13)"
1199,"('한일', 13)"
1200,"('추정', 13)"
1201,"('재단', 13)"
1202,"('통상', 13)"
1203,"('제거', 13)"
1204,"('허용', 13)"
1205,"('낙하산', 13)"
1206,"('복원', 13)"
1207,"('유치원', 13)"
1208,"('수송기', 13)"
1209,"('답변', 13)"
1210,"('배제', 13)"
1211,"('제시', 13)"
1212,"('나경원', 13)"
1213,"('총수', 13)"
1214,"('역대', 13)"
1215,"('산림', 13)"
1216,"('움직임', 13)"
1217,"('시간표', 13)"
1218,"('분담', 13)"
1219,"('긴밀', 13)"
1220,"('새벽', 13)"
1221,"('기초', 13)"
1222,"('입국', 13)"
1223,"('간부', 13)"
1224,"('발사', 13)"
1225,"('정무', 13)"
1226,"('병원', 13)"
1227,"('수행', 13)"
1228,"('김일성', 13)"
1229,"('당론', 13)"
1230,"('결론', 13)"
1231,"('선택', 13)"
1232,"('후속', 13)"
1233,"('둘', 13)"
1234,"('민족', 13)"
1235,"('노', 13)"
1236,"('제공', 13)"
1237,"('경', 13)"
1238,"('조문', 13)"
1239,"('중재', 13)"
1240,"('내각', 13)"
1241,"('지난', 13)"
1242,"('제의', 13)"
1243,"('아내', 13)"
1244,"('왜곡', 13)"
1245,"('난', 13)"
1246,"('견제', 13)"
1247,"('광역단체장', 13)"
1248,"('분권', 13)"
1249,"('대회', 13)"
1250,"('홍일표', 13)"
1251,"('교섭단체', 13)"
1252,"('정철', 13)"
1253,"('미세먼지', 13)"
1254,"('권영진', 13)"
1255,"('조배숙', 13)"
1256,"('저지', 13)"
1257,"('만경봉호', 13)"
1258,"('신당', 13)"
1259,"('신년사', 13)"
1260,"('부적절', 12)"
1261,"('개방', 12)"
1262,"('기업인', 12)"
1263,"('반응', 12)"
1264,"('헬기', 12)"
1265,"('협박', 12)"
1266,"('노동자', 12)"
1267,"('작업', 12)"
1268,"('채널', 12)"
1269,"('선정', 12)"
1270,"('실세', 12)"
1271,"('사이', 12)"
1272,"('원칙', 12)"
1273,"('지도', 12)"
1274,"('최소', 12)"
1275,"('의식', 12)"
1276,"('규모', 12)"
1277,"('공급', 12)"
1278,"('시범', 12)"
1279,"('정면', 12)"
1280,"('성의', 12)"
1281,"('작성', 12)"
1282,"('황교안', 12)"
1283,"('답방', 12)"
1284,"('여의도', 12)"
1285,"('병역', 12)"
1286,"('기술', 12)"
1287,"('전화', 12)"
1288,"('시정', 12)"
1289,"('공모', 12)"
1290,"('강경', 12)"
1291,"('해산', 12)"
1292,"('절차', 12)"
1293,"('삼지연', 12)"
1294,"('보상', 12)"
1295,"('군산', 12)"
1296,"('진입', 12)"
1297,"('버스', 12)"
1298,"('망', 12)"
1299,"('재계', 12)"
1300,"('연구원', 12)"
1301,"('인터뷰', 12)"
1302,"('자금', 12)"
1303,"('하자', 12)"
1304,"('이제', 12)"
1305,"('행보', 12)"
1306,"('소상', 12)"
1307,"('공인', 12)"
1308,"('불만', 12)"
1309,"('관함', 12)"
1310,"('시동', 12)"
1311,"('사정', 12)"
1312,"('의총', 12)"
1313,"('총력전', 12)"
1314,"('미리', 12)"
1315,"('폭파', 12)"
1316,"('소장', 12)"
1317,"('화재', 12)"
1318,"('참사', 12)"
1319,"('만', 12)"
1320,"('소환', 12)"
1321,"('사흘', 12)"
1322,"('초대', 12)"
1323,"('한미정상회담', 12)"
1324,"('자체', 12)"
1325,"('김정일', 12)"
1326,"('설득', 12)"
1327,"('이면', 12)"
1328,"('납치', 12)"
1329,"('영화', 12)"
1330,"('르포', 12)"
1331,"('정동영', 12)"
1332,"('중진', 12)"
1333,"('업자', 12)"
1334,"('밤', 12)"
1335,"('미정', 12)"
1336,"('지속', 12)"
1337,"('영업', 12)"
1338,"('응원', 12)"
1339,"('개막식', 12)"
1340,"('구상', 12)"
1341,"('김영환', 12)"
1342,"('정세현', 12)"
1343,"('용', 12)"
1344,"('결단', 12)"
1345,"('농성', 12)"
1346,"('자제', 12)"
1347,"('측근', 12)"
1348,"('김부겸', 12)"
1349,"('박영선', 12)"
1350,"('광장', 12)"
1351,"('변수', 12)"
1352,"('도민', 12)"
1353,"('사회주의', 12)"
1354,"('광역', 12)"
1355,"('재보궐', 12)"
1356,"('사직서', 12)"
1357,"('석방', 12)"
1358,"('강릉', 12)"
1359,"('아이스하키', 12)"
1360,"('통합신당', 12)"
1361,"('당국', 11)"
1362,"('감시', 11)"
1363,"('정기', 11)"
1364,"('무장', 11)"
1365,"('건강', 11)"
1366,"('전격', 11)"
1367,"('긴장', 11)"
1368,"('파괴', 11)"
1369,"('전망', 11)"
1370,"('악화', 11)"
1371,"('환경', 11)"
1372,"('그룹', 11)"
1373,"('탄력', 11)"
1374,"('근로', 11)"
1375,"('꼼수', 11)"
1376,"('소송', 11)"
1377,"('삭감', 11)"
1378,"('활성화', 11)"
1379,"('의도', 11)"
1380,"('단속', 11)"
1381,"('머리', 11)"
1382,"('해킹', 11)"
1383,"('합참의장', 11)"
1384,"('설문', 11)"
1385,"('인적', 11)"
1386,"('접근', 11)"
1387,"('영상', 11)"
1388,"('심사', 11)"
1389,"('음주운전', 11)"
1390,"('시행', 11)"
1391,"('강도', 11)"
1392,"('연평도', 11)"
1393,"('불허', 11)"
1394,"('원산', 11)"
1395,"('국제사회', 11)"
1396,"('일대', 11)"
1397,"('적발', 11)"
1398,"('광화문', 11)"
1399,"('막말', 11)"
1400,"('촛불', 11)"
1401,"('위로', 11)"
1402,"('반복', 11)"
1403,"('까닭', 11)"
1404,"('제도', 11)"
1405,"('기소', 11)"
1406,"('비무장', 11)"
1407,"('교수', 11)"
1408,"('연습', 11)"
1409,"('여', 11)"
1410,"('자격', 11)"
1411,"('열차', 11)"
1412,"('패싱', 11)"
1413,"('볼', 11)"
1414,"('경비', 11)"
1415,"('감사원', 11)"
1416,"('다운', 11)"
1417,"('책', 11)"
1418,"('지층', 11)"
1419,"('자세', 11)"
1420,"('함', 11)"
1421,"('전력', 11)"
1422,"('서한', 11)"
1423,"('축전', 11)"
1424,"('뇌물', 11)"
1425,"('격', 11)"
1426,"('전해철', 11)"
1427,"('축', 11)"
1428,"('젠', 11)"
1429,"('체크', 11)"
1430,"('마을', 11)"
1431,"('분야', 11)"
1432,"('등록', 11)"
1433,"('경력', 11)"
1434,"('배석', 11)"
1435,"('생산', 11)"
1436,"('집회', 11)"
1437,"('지정', 11)"
1438,"('어디', 11)"
1439,"('미국인', 11)"
1440,"('장사', 11)"
1441,"('건국', 11)"
1442,"('발목', 11)"
1443,"('오른', 11)"
1444,"('진상', 11)"
1445,"('상대', 11)"
1446,"('투쟁', 11)"
1447,"('언제', 11)"
1448,"('더니', 11)"
1449,"('일괄', 11)"
1450,"('이견', 11)"
1451,"('외신', 11)"
1452,"('거짓말', 11)"
1453,"('부부', 11)"
1454,"('가슴', 11)"
1455,"('터키', 11)"
1456,"('재건축', 11)"
1457,"('대결', 11)"
1458,"('도성', 11)"
1459,"('걸', 11)"
1460,"('성희롱', 11)"
1461,"('중심', 11)"
1462,"('현안', 11)"
1463,"('독재', 11)"
1464,"('지구', 11)"
1465,"('범죄', 11)"
1466,"('뭐', 11)"
1467,"('조종사', 11)"
1468,"('부산시', 11)"
1469,"('파문', 11)"
1470,"('가나', 11)"
1471,"('경의선', 11)"
1472,"('민', 11)"
1473,"('통째', 11)"
1474,"('과정', 11)"
1475,"('농구', 11)"
1476,"('누가', 11)"
1477,"('오거돈', 11)"
1478,"('육로', 11)"
1479,"('번영', 11)"
1480,"('카펠라', 11)"
1481,"('정봉주', 11)"
1482,"('욕설', 11)"
1483,"('외유', 11)"
1484,"('일제', 10)"
1485,"('기금', 10)"
1486,"('개설', 10)"
1487,"('경제부총리', 10)"
1488,"('연금', 10)"
1489,"('담', 10)"
1490,"('결심', 10)"
1491,"('상태', 10)"
1492,"('신형', 10)"
1493,"('심상정', 10)"
1494,"('공원', 10)"
1495,"('친구', 10)"
1496,"('좀', 10)"
1497,"('청', 10)"
1498,"('종교', 10)"
1499,"('환수', 10)"
1500,"('현역', 10)"
1501,"('인자', 10)"
1502,"('줄줄이', 10)"
1503,"('복심', 10)"
1504,"('전북', 10)"
1505,"('사격', 10)"
1506,"('응답', 10)"
1507,"('침범', 10)"
1508,"('부분', 10)"
1509,"('출석', 10)"
1510,"('지급', 10)"
1511,"('태풍', 10)"
1512,"('신청', 10)"
1513,"('눈치', 10)"
1514,"('별', 10)"
1515,"('실험', 10)"
1516,"('천안', 10)"
1517,"('여명', 10)"
1518,"('채용', 10)"
1519,"('수습', 10)"
1520,"('땅', 10)"
1521,"('임박', 10)"
1522,"('적용', 10)"
1523,"('확보', 10)"
1524,"('풀', 10)"
1525,"('통제', 10)"
1526,"('살', 10)"
1527,"('구축', 10)"
1528,"('빅터', 10)"
1529,"('소', 10)"
1530,"('출입', 10)"
1531,"('의무', 10)"
1532,"('동반', 10)"
1533,"('입당', 10)"
1534,"('인력', 10)"
1535,"('공직', 10)"
1536,"('폭', 10)"
1537,"('애도', 10)"
1538,"('표결', 10)"
1539,"('예의', 10)"
1540,"('팩트', 10)"
1541,"('독자', 10)"
1542,"('질의', 10)"
1543,"('종부세', 10)"
1544,"('이례', 10)"
1545,"('서로', 10)"
1546,"('선희', 10)"
1547,"('지명', 10)"
1548,"('철', 10)"
1549,"('현직', 10)"
1550,"('전단', 10)"
1551,"('심야', 10)"
1552,"('탄압', 10)"
1553,"('반박', 10)"
1554,"('포인트', 10)"
1555,"('완성', 10)"
1556,"('조속', 10)"
1557,"('원인', 10)"
1558,"('산책', 10)"
1559,"('승', 10)"
1560,"('식당', 10)"
1561,"('운명', 10)"
1562,"('최룡해', 10)"
1563,"('영접', 10)"
1564,"('은산', 10)"
1565,"('정치자금', 10)"
1566,"('초선', 10)"
1567,"('돌', 10)"
1568,"('양제츠', 10)"
1569,"('서열', 10)"
1570,"('죽음', 10)"
1571,"('해성', 10)"
1572,"('외무성', 10)"
1573,"('딸', 10)"
1574,"('세대', 10)"
1575,"('도시', 10)"
1576,"('회복', 10)"
1577,"('후원', 10)"
1578,"('개념', 10)"
1579,"('결식', 10)"
1580,"('대강', 10)"
1581,"('게임', 10)"
1582,"('최재성', 10)"
1583,"('북중', 10)"
1584,"('빈소', 10)"
1585,"('총영사', 10)"
1586,"('정계', 10)"
1587,"('사례', 10)"
1588,"('기초단체장', 10)"
1589,"('광주시', 10)"
1590,"('최문순', 10)"
1591,"('이용섭', 10)"
1592,"('유권자', 10)"
1593,"('여배우', 10)"
1594,"('일행', 10)"
1595,"('벽보', 10)"
1596,"('노래', 10)"
1597,"('맥스', 10)"
1598,"('선더', 10)"
1599,"('대접', 10)"
1600,"('새해', 10)"
1601,"('수정', 9)"
1602,"('엄중', 9)"
1603,"('정체', 9)"
1604,"('이용', 9)"
1605,"('리더십', 9)"
1606,"('타격', 9)"
1607,"('예산안', 9)"
1608,"('코드', 9)"
1609,"('순직', 9)"
1610,"('맹', 9)"
1611,"('휴대폰', 9)"
1612,"('계', 9)"
1613,"('민간인', 9)"
1614,"('하원', 9)"
1615,"('장악', 9)"
1616,"('정황', 9)"
1617,"('사죄', 9)"
1618,"('전대', 9)"
1619,"('비서실', 9)"
1620,"('경기도', 9)"
1621,"('왕래', 9)"
1622,"('독주', 9)"
1623,"('수입', 9)"
1624,"('정도', 9)"
1625,"('안정', 9)"
1626,"('진화', 9)"
1627,"('투입', 9)"
1628,"('당부', 9)"
1629,"('관계자', 9)"
1630,"('주둔', 9)"
1631,"('감', 9)"
1632,"('대법원', 9)"
1633,"('한마디', 9)"
1634,"('생활', 9)"
1635,"('농단', 9)"
1636,"('전화통화', 9)"
1637,"('이탈', 9)"
1638,"('개인', 9)"
1639,"('률', 9)"
1640,"('사자', 9)"
1641,"('시스템', 9)"
1642,"('조기', 9)"
1643,"('웜', 9)"
1644,"('비어', 9)"
1645,"('해당', 9)"
1646,"('수여', 9)"
1647,"('이사장', 9)"
1648,"('무시', 9)"
1649,"('오세훈', 9)"
1650,"('함정', 9)"
1651,"('사령부', 9)"
1652,"('지뢰', 9)"
1653,"('난민', 9)"
1654,"('병사', 9)"
1655,"('유시민', 9)"
1656,"('쪽', 9)"
1657,"('자단', 9)"
1658,"('훈장', 9)"
1659,"('방향', 9)"
1660,"('확산', 9)"
1661,"('구멍', 9)"
1662,"('강정', 9)"
1663,"('항모', 9)"
1664,"('본부', 9)"
1665,"('사임', 9)"
1666,"('전기', 9)"
1667,"('곳곳', 9)"
1668,"('체결', 9)"
1669,"('장비', 9)"
1670,"('위법', 9)"
1671,"('저녁', 9)"
1672,"('테이블', 9)"
1673,"('전원', 9)"
1674,"('건물', 9)"
1675,"('섬', 9)"
1676,"('다리', 9)"
1677,"('팔', 9)"
1678,"('두번째', 9)"
1679,"('비행기', 9)"
1680,"('아파트', 9)"
1681,"('자진', 9)"
1682,"('도종환', 9)"
1683,"('재난', 9)"
1684,"('수령', 9)"
1685,"('박정희', 9)"
1686,"('자영', 9)"
1687,"('가면', 9)"
1688,"('지진', 9)"
1689,"('삶', 9)"
1690,"('승부', 9)"
1691,"('명시', 9)"
1692,"('집결', 9)"
1693,"('이하', 9)"
1694,"('결렬', 9)"
1695,"('인방', 9)"
1696,"('국정원장', 9)"
1697,"('지지자', 9)"
1698,"('마주', 9)"
1699,"('이명박', 9)"
1700,"('법원', 9)"
1701,"('청구', 9)"
1702,"('료', 9)"
1703,"('본부장', 9)"
1704,"('반성', 9)"
1705,"('전체', 9)"
1706,"('입항', 9)"
1707,"('부실', 9)"
1708,"('피감', 9)"
1709,"('논쟁', 9)"
1710,"('가지', 9)"
1711,"('모델', 9)"
1712,"('자신', 9)"
1713,"('성김', 9)"
1714,"('김종필', 9)"
1715,"('오사카', 9)"
1716,"('지방의회', 9)"
1717,"('송하진', 9)"
1718,"('텃밭', 9)"
1719,"('제천', 9)"
1720,"('노원', 9)"
1721,"('미니', 9)"
1722,"('폭탄', 9)"
1723,"('소식', 9)"
1724,"('옥중', 9)"
1725,"('국민투표법', 9)"
1726,"('마식령스키장', 9)"
1727,"('유튜브', 8)"
1728,"('소위', 8)"
1729,"('인기', 8)"
1730,"('싱크탱크', 8)"
1731,"('기구', 8)"
1732,"('동결', 8)"
1733,"('하와이', 8)"
1734,"('폭로', 8)"
1735,"('약화', 8)"
1736,"('전투', 8)"
1737,"('사법부', 8)"
1738,"('포항', 8)"
1739,"('일단', 8)"
1740,"('기밀', 8)"
1741,"('조현', 8)"
1742,"('대규모', 8)"
1743,"('인공', 8)"
1744,"('스스로', 8)"
1745,"('수립', 8)"
1746,"('남방', 8)"
1747,"('상품', 8)"
1748,"('원유', 8)"
1749,"('윤리', 8)"
1750,"('원사', 8)"
1751,"('사상', 8)"
1752,"('표정', 8)"
1753,"('수순', 8)"
1754,"('과속', 8)"
1755,"('위원회', 8)"
1756,"('참관', 8)"
1757,"('지연', 8)"
1758,"('존중', 8)"
1759,"('정치인', 8)"
1760,"('대부분', 8)"
1761,"('임무', 8)"
1762,"('면', 8)"
1763,"('잠수함', 8)"
1764,"('통계청장', 8)"
1765,"('늘', 8)"
1766,"('장사정포', 8)"
1767,"('역량', 8)"
1768,"('이재', 8)"
1769,"('관광객', 8)"
1770,"('권익위', 8)"
1771,"('발견', 8)"
1772,"('철강', 8)"
1773,"('방치', 8)"
1774,"('예상', 8)"
1775,"('해석', 8)"
1776,"('헌법재판관', 8)"
1777,"('심각', 8)"
1778,"('이메일', 8)"
1779,"('목적', 8)"
1780,"('개막', 8)"
1781,"('치유', 8)"
1782,"('제대로', 8)"
1783,"('프랑스', 8)"
1784,"('대법관', 8)"
1785,"('봄', 8)"
1786,"('옷', 8)"
1787,"('방침', 8)"
1788,"('특혜', 8)"
1789,"('취업', 8)"
1790,"('보직', 8)"
1791,"('박한기', 8)"
1792,"('보훈처', 8)"
1793,"('사열', 8)"
1794,"('폭발', 8)"
1795,"('관세청', 8)"
1796,"('원대', 8)"
1797,"('문서', 8)"
1798,"('노동당', 8)"
1799,"('전용', 8)"
1800,"('최근', 8)"
1801,"('갱도', 8)"
1802,"('얼굴', 8)"
1803,"('성', 8)"
1804,"('동창', 8)"
1805,"('노스', 8)"
1806,"('도덕성', 8)"
1807,"('돋보기', 8)"
1808,"('인재', 8)"
1809,"('열', 8)"
1810,"('창현', 8)"
1811,"('친선', 8)"
1812,"('격돌', 8)"
1813,"('현지', 8)"
1814,"('규명', 8)"
1815,"('화해', 8)"
1816,"('추석', 8)"
1817,"('전혀', 8)"
1818,"('관세', 8)"
1819,"('필리핀', 8)"
1820,"('후퇴', 8)"
1821,"('복', 8)"
1822,"('논평', 8)"
1823,"('공', 8)"
1824,"('이도훈', 8)"
1825,"('정례', 8)"
1826,"('어제', 8)"
1827,"('브리핑', 8)"
1828,"('주적', 8)"
1829,"('장애인', 8)"
1830,"('도심', 8)"
1831,"('거절', 8)"
1832,"('리수용', 8)"
1833,"('술', 8)"
1834,"('최강', 8)"
1835,"('남조선', 8)"
1836,"('심', 8)"
1837,"('사안', 8)"
1838,"('노총', 8)"
1839,"('최측근', 8)"
1840,"('이념', 8)"
1841,"('그대로', 8)"
1842,"('투', 8)"
1843,"('정말', 8)"
1844,"('긍정', 8)"
1845,"('해도', 8)"
1846,"('주사파', 8)"
1847,"('대체복무', 8)"
1848,"('윤', 8)"
1849,"('맹공', 8)"
1850,"('군부', 8)"
1851,"('보물', 8)"
1852,"('파탄', 8)"
1853,"('코피', 8)"
1854,"('아시안', 8)"
1855,"('밀수', 8)"
1856,"('영장', 8)"
1857,"('주인', 8)"
1858,"('주재', 8)"
1859,"('격려', 8)"
1860,"('대처', 8)"
1861,"('주시', 8)"
1862,"('방지', 8)"
1863,"('평균', 8)"
1864,"('실수', 8)"
1865,"('낙마', 8)"
1866,"('의료', 8)"
1867,"('마감', 8)"
1868,"('미스터리', 8)"
1869,"('정리', 8)"
1870,"('불가피', 8)"
1871,"('참패', 8)"
1872,"('당사', 8)"
1873,"('기적', 8)"
1874,"('순위', 8)"
1875,"('강원도', 8)"
1876,"('죄', 8)"
1877,"('박범계', 8)"
1878,"('송철호', 8)"
1879,"('적십자', 8)"
1880,"('업', 8)"
1881,"('압승', 8)"
1882,"('뭘', 8)"
1883,"('전시장', 8)"
1884,"('군민', 8)"
1885,"('서병수', 8)"
1886,"('햄버거', 8)"
1887,"('메뉴', 8)"
1888,"('색', 8)"
1889,"('사기', 8)"
1890,"('매크로', 8)"
1891,"('고소', 8)"
1892,"('보라', 8)"
1893,"('합류', 8)"
1894,"('차원', 8)"
1895,"('비행장', 8)"
1896,"('부위', 8)"
1897,"('임시국회', 8)"
1898,"('선거법', 8)"
1899,"('사각', 8)"
1900,"('우상호', 8)"
1901,"('폐막식', 8)"
1902,"('거래소', 8)"
1903,"('판매', 7)"
1904,"('사랑', 7)"
1905,"('전투기', 7)"
1906,"('명칭', 7)"
1907,"('물밑', 7)"
1908,"('경제정책', 7)"
1909,"('쌈짓돈', 7)"
1910,"('아버지', 7)"
1911,"('문자', 7)"
1912,"('비분', 7)"
1913,"('시한', 7)"
1914,"('심화', 7)"
1915,"('노동', 7)"
1916,"('행정부', 7)"
1917,"('가속', 7)"
1918,"('던', 7)"
1919,"('강연', 7)"
1920,"('북방', 7)"
1921,"('시점', 7)"
1922,"('경험', 7)"
1923,"('실제', 7)"
1924,"('수당', 7)"
1925,"('포', 7)"
1926,"('세번', 7)"
1927,"('왕세제', 7)"
1928,"('심의', 7)"
1929,"('배상', 7)"
1930,"('무죄', 7)"
1931,"('글', 7)"
1932,"('은폐', 7)"
1933,"('대기업', 7)"
1934,"('상설', 7)"
1935,"('피', 7)"
1936,"('여건', 7)"
1937,"('능력', 7)"
1938,"('앞서', 7)"
1939,"('태양광', 7)"
1940,"('사법', 7)"
1941,"('근절', 7)"
1942,"('위헌', 7)"
1943,"('셀프', 7)"
1944,"('제왕', 7)"
1945,"('시나리오', 7)"
1946,"('전방', 7)"
1947,"('지침', 7)"
1948,"('방어', 7)"
1949,"('연구소', 7)"
1950,"('패', 7)"
1951,"('조약', 7)"
1952,"('직무', 7)"
1953,"('롱', 7)"
1954,"('선거구', 7)"
1955,"('소속', 7)"
1956,"('인턴', 7)"
1957,"('봉합', 7)"
1958,"('기존', 7)"
1959,"('후반기', 7)"
1960,"('정해', 7)"
1961,"('전후', 7)"
1962,"('위치', 7)"
1963,"('법적', 7)"
1964,"('가이드라인', 7)"
1965,"('고도', 7)"
1966,"('묘', 7)"
1967,"('위장전입', 7)"
1968,"('무상', 7)"
1969,"('월급', 7)"
1970,"('염두', 7)"
1971,"('정착', 7)"
1972,"('공직자', 7)"
1973,"('운용', 7)"
1974,"('회사', 7)"
1975,"('한전', 7)"
1976,"('대로', 7)"
1977,"('요격', 7)"
1978,"('왕', 7)"
1979,"('소리', 7)"
1980,"('경계', 7)"
1981,"('전술', 7)"
1982,"('방통위', 7)"
1983,"('공백', 7)"
1984,"('오락가락', 7)"
1985,"('불씨', 7)"
1986,"('낼', 7)"
