,단어명,빈도수
627,뇌물,8
628,난동,8
629,화장실,8
630,오전,8
631,제출,8
632,소년원,8
633,전북,8
634,지자체,8
635,자전거,8
636,출신,8
637,교회,8
638,역,8
639,추적,8
640,단,8
641,종,8
642,시,8
643,노조,8
644,결혼,8
645,속도,8
646,보육,8
647,급여,8
648,성공,8
649,검증,8
650,표시,8
651,하늘,8
652,김씨,8
653,단독,8
654,형,8
655,항소,8
656,수석,8
657,마리,8
658,인,8
659,압수,8
660,성희롱,8
661,위조,8
662,처음,7
663,뺨,7
664,수술,7
665,개입,7
666,유족,7
667,소비자,7
668,김포,7
669,자료,7
670,주인,7
671,수험생,7
672,원금,7
673,목소리,7
674,진입,7
675,체납,7
676,돌,7
677,유차,7
678,장,7
679,남용,7
680,제품,7
681,시민단체,7
682,법관,7
683,제자,7
684,주사,7
685,포기,7
686,매달,7
687,탓,7
688,은,7
689,총,7
690,과거,7
691,중앙,7
692,개혁,7
693,연루,7
694,곳곳,7
695,성매매,7
696,발,7
697,폭로,7
698,자녀,7
699,비위,7
700,합동,7
701,관광객,7
702,수당,7
703,자퇴,7
704,매년,7
705,시험지,7
706,주택,7
707,취소,7
708,소득,7
709,촛불,7
710,카르텔,7
711,일자리,7
712,모텔,7
713,스마트폰,7
714,선원,7
715,호텔,7
716,및,7
717,투신,7
718,식당,7
719,착수,7
720,지난해,7
721,뺑소니,7
722,국민연금,7
723,노,7
724,규모,7
725,가정폭력,7
726,영업,7
727,환경,7
728,도로,7
729,승용차,7
730,판,7
731,구매,7
732,광고,7
733,난,7
734,취업,7
735,누구,7
736,관계,7
737,출근길,7
738,해결,7
739,할머니,7
740,인권,7
741,실,7
742,시스템,7
743,중앙회,7
744,며,7
745,위험,7
746,택배,7
747,개선,7
748,출산,7
749,성,7
750,허가,7
751,누가,7
752,칼,7
753,인명,7
754,오후,7
755,동물학대,7
756,얼굴,7
757,혜경궁,7
758,입국,7
759,출동,7
760,조국,7
761,전면,7
762,진화,7
763,수습,7
764,고통,7
765,유포,7
766,제천,7
767,애,6
768,충북,6
769,등록,6
770,환,6
771,독도,6
772,부검,6
773,집행,6
774,김명수,6
775,연구,6
776,해고,6
777,평가,6
778,충남,6
779,거리,6
780,회원,6
781,참여,6
782,내일,6
783,대구시,6
784,과정,6
785,하루,6
786,예정,6
787,여친,6
788,자유,6
789,젠,6
790,부자,6
791,황제,6
792,기록,6
793,관심,6
794,징벌,6
795,여자친구,6
796,제도,6
797,주의,6
798,수익,6
799,정신,6
800,초등생,6
801,일반,6
802,뭐,6
803,요청,6
804,시행,6
805,합의,6
806,논의,6
807,영화,6
808,점검,6
809,효과,6
810,반성,6
811,다른,6
812,쓰레기,6
813,찬성,6
814,통제,6
815,기본,6
816,개발,6
817,교통사고,6
818,예산,6
819,재산,6
820,정치,6
821,탈출,6
822,추모,6
823,불구속,6
824,솜방망이,6
825,응급실,6
826,취하,6
827,실질,6
828,공원,6
829,가방,6
830,호씨,6
831,죽음,6
832,집중,6
833,임대,6
834,지방,6
835,장치,6
836,자살,6
837,상인,6
838,한번,6
839,필수,6
840,프로그램,6
841,대피,6
842,파문,6
843,사망자,6
844,금,6
845,고,6
846,추행,6
847,판정,6
848,손님,6
849,최소,6
850,경남,6
851,자매,6
852,대체,6
853,율,6
854,사이트,6
855,수급,6
856,문재인,6
857,부담,6
858,회복,6
859,귀국,6
860,의약품,6
861,사상,6
862,전격,6
863,명의,6
864,위안부,6
865,면허,6
866,조직,6
867,전직,6
868,시대,6
869,고객,6
870,메르스,6
871,신뢰,6
872,사찰,6
873,발부,6
874,변론,6
875,이석형,6
876,면접,6
877,공단,6
878,반려동물,6
879,선거,6
880,담배,6
881,재범,6
882,무혐의,6
883,유명,6
884,승객,6
885,바람,6
886,운전기사,6
887,행인,6
888,목포,6
889,해경,6
890,김혜경,6
891,귀가,6
892,생,6
893,불법체류자,6
894,미수,6
895,박원순,6
896,소방관,6
897,닭,6
898,만원,6
899,통보,6
900,무산,6
901,결론,6
902,이메일,6
903,혼자,6
904,대형,6
905,법정,6
906,강남,6
907,조현병,6
908,죄송,6
909,학원,6
910,투약,6
911,농장,6
912,동덕여대,6
913,의뢰,6
914,객,6
915,광화문,6
916,완전,6
917,사형,6
918,비난,6
919,핵심,6
920,대리,6
921,지휘,6
922,어린이,6
923,외압,6
924,불개미,6
925,대화,5
926,휴대전화,5
927,부정행위,5
928,한일,5
929,세월호,5
930,석촌호수,5
931,치사,5
932,동물,5
933,수입,5
934,보조금,5
935,수준,5
936,피,5
937,화,5
938,체계,5
939,고심,5
940,진술,5
941,벤츠,5
942,연관,5
943,시비,5
944,절대,5
945,작업,5
946,자,5
947,세종,5
948,이혼,5
949,돌진,5
950,자격,5
951,위원장,5
952,속출,5
953,장서,5
954,근로,5
955,대입,5
956,목숨,5
957,구속기소,5
958,의문,5
959,전달,5
960,주식,5
961,사랑,5
962,국제,5
963,회의,5
964,휴대폰,5
965,쪽,5
966,도시,5
967,재심,5
968,사연,5
969,행동,5
970,옥상,5
971,유해,5
972,법인,5
973,풀,5
974,북한,5
975,기무사,5
976,탄핵,5
977,근절,5
978,자치,5
979,전환,5
980,총장,5
981,폭풍,5
982,산업,5
983,수상,5
984,지인,5
985,디스크,5
986,비율,5
987,몰래,5
988,조정,5
989,상,5
990,감식,5
991,교육부,5
992,실시,5
993,연합,5
994,대마초,5
995,지난,5
996,인터넷,5
997,목적,5
998,소,5
999,주변,5
1000,도피,5
1001,고립,5
1002,킹,5
1003,밤,5
1004,소음,5
1005,영향,5
1006,고장,5
1007,환불,5
1008,예고,5
1009,구역,5
1010,기획,5
1011,중요,5
1012,안산,5
1013,영아,5
1014,꼭,5
1015,진상,5
1016,봉사,5
1017,제거,5
1018,바다,5
1019,건물,5
1020,정성,5
1021,외면,5
1022,사죄,5
1023,여전,5
1024,의식,5
1025,화물차,5
1026,반박,5
1027,뇌물수수,5
1028,정,5
1029,소환조사,5
1030,농가,5
1031,회수,5
1032,양,5
1033,극단,5
1034,가스,5
1035,공포,5
1036,마을,5
1037,은폐,5
1038,정도,5
