,사회단어
1129,"('월드컵', 17)"
1130,"('차관', 16)"
1131,"('이중근', 16)"
1132,"('팬', 16)"
1133,"('후원', 16)"
1134,"('소득', 16)"
1135,"('주사', 16)"
1136,"('처리', 16)"
1137,"('미리', 16)"
1138,"('욕설', 16)"
1139,"('돌진', 16)"
1140,"('연락', 16)"
1141,"('고교', 16)"
1142,"('논의', 16)"
1143,"('추행', 16)"
1144,"('교장', 16)"
1145,"('보이스피싱', 16)"
1146,"('사태', 16)"
1147,"('개방', 16)"
1148,"('귀국', 16)"
1149,"('노출', 16)"
1150,"('유소', 16)"
1151,"('소명', 16)"
1152,"('대란', 16)"
1153,"('육군', 16)"
1154,"('늘', 16)"
1155,"('대가', 16)"
1156,"('별', 16)"
1157,"('가스', 16)"
1158,"('음성', 16)"
1159,"('판정', 16)"
1160,"('해소', 16)"
1161,"('타고', 16)"
1162,"('부자', 16)"
1163,"('무기징역', 16)"
1164,"('질문', 16)"
1165,"('법조', 16)"
1166,"('둘째', 16)"
1167,"('데이트', 16)"
1168,"('실명', 16)"
1169,"('연인', 16)"
1170,"('어린이', 16)"
1171,"('추돌', 16)"
1172,"('급증', 16)"
1173,"('호선', 16)"
1174,"('근무', 16)"
1175,"('발전', 16)"
1176,"('공식', 16)"
1177,"('진료', 16)"
1178,"('유명', 16)"
1179,"('상자', 16)"
1180,"('본격', 16)"
1181,"('선생', 16)"
1182,"('대체로', 16)"
1183,"('죄송', 16)"
1184,"('분석', 16)"
1185,"('통영', 16)"
1186,"('줄줄이', 16)"
1187,"('싸움', 16)"
1188,"('재개', 16)"
1189,"('총무', 16)"
1190,"('모텔', 16)"
1191,"('라인', 16)"
1192,"('취임', 16)"
1193,"('찜통', 16)"
1194,"('여관', 16)"
1195,"('거래소', 16)"
1196,"('산불', 16)"
1197,"('자문', 15)"
1198,"('중국인', 15)"
1199,"('폭탄', 15)"
1200,"('왕', 15)"
1201,"('노력', 15)"
1202,"('형', 15)"
1203,"('전화', 15)"
1204,"('해고', 15)"
1205,"('단속', 15)"
1206,"('절차', 15)"
1207,"('교육부', 15)"
1208,"('반성', 15)"
1209,"('백화점', 15)"
1210,"('침묵', 15)"
1211,"('적극', 15)"
1212,"('실질', 15)"
1213,"('부검', 15)"
1214,"('평화', 15)"
1215,"('촌', 15)"
1216,"('더니', 15)"
1217,"('나선', 15)"
1218,"('원로', 15)"
1219,"('원전', 15)"
1220,"('경보', 15)"
1221,"('강연', 15)"
1222,"('곧', 15)"
1223,"('불안', 15)"
1224,"('체류', 15)"
1225,"('공부', 15)"
1226,"('바다', 15)"
1227,"('이자', 15)"
1228,"('기상청', 15)"
1229,"('홍문종', 15)"
1230,"('개통', 15)"
1231,"('고속', 15)"
1232,"('임명', 15)"
1233,"('기도', 15)"
1234,"('수준', 15)"
1235,"('고수', 15)"
1236,"('기획재정부', 15)"
1237,"('이웃', 15)"
1238,"('나눔', 15)"
1239,"('를', 15)"
1240,"('터', 15)"
1241,"('폐', 15)"
1242,"('배달', 15)"
1243,"('외부', 15)"
1244,"('협조', 15)"
1245,"('은행', 15)"
1246,"('박해미', 15)"
1247,"('신상', 15)"
1248,"('코너', 15)"
1249,"('부회장', 15)"
1250,"('창업', 15)"
1251,"('범행', 15)"
1252,"('도전', 15)"
1253,"('평균', 15)"
1254,"('무산', 15)"
1255,"('제기', 15)"
1256,"('꽃', 15)"
1257,"('액', 15)"
1258,"('해명', 15)"
1259,"('볼', 15)"
1260,"('조현아', 15)"
1261,"('결항', 15)"
1262,"('독일', 15)"
1263,"('조윤선', 15)"
1264,"('항공기', 15)"
1265,"('광장', 15)"
1266,"('억대', 15)"
1267,"('송인', 15)"
1268,"('제안', 15)"
1269,"('포토', 15)"
1270,"('출두', 15)"
1271,"('동안', 15)"
1272,"('내부', 15)"
1273,"('혈관', 15)"
1274,"('규제', 15)"
1275,"('전남', 15)"
1276,"('방해', 15)"
1277,"('열대야', 15)"
1278,"('어선', 15)"
1279,"('현송월', 15)"
1280,"('이상득', 15)"
1281,"('은폐', 14)"
1282,"('교무', 14)"
1283,"('연합', 14)"
1284,"('복판', 14)"
1285,"('고용부', 14)"
1286,"('대리', 14)"
1287,"('부담', 14)"
1288,"('정황', 14)"
1289,"('의뢰', 14)"
1290,"('구성', 14)"
1291,"('화상', 14)"
1292,"('좀', 14)"
1293,"('천안', 14)"
1294,"('애', 14)"
1295,"('휠체어', 14)"
1296,"('멤버', 14)"
1297,"('절반', 14)"
1298,"('스스로', 14)"
1299,"('파문', 14)"
1300,"('미수', 14)"
1301,"('에너지', 14)"
1302,"('문학', 14)"
1303,"('탑승', 14)"
1304,"('압박', 14)"
1305,"('새마을금고', 14)"
1306,"('방침', 14)"
1307,"('민', 14)"
1308,"('스마트폰', 14)"
1309,"('당한', 14)"
1310,"('학원', 14)"
1311,"('내사', 14)"
1312,"('휴대폰', 14)"
1313,"('주차장', 14)"
1314,"('나무', 14)"
1315,"('자연', 14)"
1316,"('만난', 14)"
1317,"('과장', 14)"
1318,"('비트코인', 14)"
1319,"('노', 14)"
1320,"('범인', 14)"
1321,"('무대', 14)"
1322,"('탁현민', 14)"
1323,"('최소', 14)"
1324,"('석', 14)"
1325,"('일베', 14)"
1326,"('사무실', 14)"
1327,"('예산', 14)"
1328,"('동물', 14)"
1329,"('환송', 14)"
1330,"('여론', 14)"
1331,"('조현오', 14)"
1332,"('은퇴', 14)"
1333,"('유럽', 14)"
1334,"('극단', 14)"
1335,"('예방', 14)"
1336,"('남녀', 14)"
1337,"('민주주의', 14)"
1338,"('환경부', 14)"
1339,"('바로', 14)"
1340,"('지지', 14)"
1341,"('죄', 14)"
1342,"('뜻', 14)"
1343,"('동의', 14)"
1344,"('기초', 14)"
1345,"('찬', 14)"
1346,"('어제', 14)"
1347,"('김성수', 14)"
1348,"('건설', 14)"
1349,"('김포', 14)"
1350,"('부친', 14)"
1351,"('선처', 14)"
1352,"('아래', 14)"
1353,"('배상하', 14)"
1354,"('연장', 14)"
1355,"('허가', 14)"
1356,"('경영', 14)"
1357,"('상해', 14)"
1358,"('염려', 14)"
1359,"('영업', 14)"
1360,"('영웅', 14)"
1361,"('연구소', 14)"
1362,"('알바', 14)"
1363,"('불개미', 14)"
1364,"('급', 14)"
1365,"('자전거', 14)"
1366,"('실패', 14)"
1367,"('출발', 14)"
1368,"('침수', 14)"
1369,"('수첩', 14)"
1370,"('의인', 14)"
1371,"('불편', 14)"
1372,"('봄', 14)"
1373,"('로펌', 14)"
1374,"('교체', 14)"
1375,"('조계종', 14)"
1376,"('두번째', 14)"
1377,"('질주', 14)"
1378,"('옥중', 14)"
1379,"('실수', 14)"
1380,"('얘기', 14)"
1381,"('상도', 14)"
1382,"('돼지', 14)"
1383,"('통일', 14)"
1384,"('생일', 14)"
1385,"('이영학', 14)"
1386,"('누가', 14)"
1387,"('블랙박스', 14)"
1388,"('장마', 14)"
1389,"('직장인', 14)"
1390,"('섹션', 14)"
1391,"('축소', 14)"
1392,"('김기덕', 14)"
1393,"('국세청', 14)"
1394,"('도망', 14)"
1395,"('지방선거', 14)"
1396,"('피부', 14)"
1397,"('권고', 13)"
1398,"('알몸', 13)"
1399,"('밀수', 13)"
1400,"('환', 13)"
1401,"('통화', 13)"
1402,"('점거', 13)"
1403,"('위치', 13)"
1404,"('율', 13)"
1405,"('팩트', 13)"
1406,"('배당', 13)"
1407,"('성적', 13)"
1408,"('열', 13)"
1409,"('불륜', 13)"
1410,"('현대', 13)"
1411,"('구름', 13)"
1412,"('가해', 13)"
1413,"('감정', 13)"
1414,"('마련', 13)"
1415,"('현금', 13)"
1416,"('불길', 13)"
1417,"('한양대', 13)"
1418,"('가을비', 13)"
1419,"('여중생', 13)"
1420,"('투약', 13)"
1421,"('자기', 13)"
1422,"('옆', 13)"
1423,"('보호', 13)"
1424,"('오은영', 13)"
1425,"('토닥토닥', 13)"
1426,"('기밀', 13)"
1427,"('요즘', 13)"
1428,"('봉', 13)"
1429,"('고문', 13)"
1430,"('잠', 13)"
1431,"('대사관', 13)"
1432,"('고', 13)"
1433,"('황민', 13)"
1434,"('초등학교', 13)"
1435,"('유튜버', 13)"
1436,"('매일', 13)"
1437,"('소', 13)"
1438,"('명단', 13)"
1439,"('노래', 13)"
1440,"('고법', 13)"
1441,"('윤석열', 13)"
1442,"('성장', 13)"
1443,"('홍보', 13)"
1444,"('헬기', 13)"
1445,"('참석', 13)"
1446,"('심의', 13)"
1447,"('백', 13)"
1448,"('임금', 13)"
1449,"('공정', 13)"
1450,"('감옥', 13)"
1451,"('위협', 13)"
1452,"('퇴진', 13)"
1453,"('일선', 13)"
1454,"('민원', 13)"
1455,"('계약', 13)"
1456,"('절정', 13)"
1457,"('국정원장', 13)"
1458,"('일가', 13)"
1459,"('세번', 13)"
1460,"('중상', 13)"
1461,"('항공사', 13)"
1462,"('대장', 13)"
1463,"('남매', 13)"
1464,"('수거', 13)"
1465,"('해군', 13)"
1466,"('미성년', 13)"
1467,"('하차', 13)"
1468,"('규명', 13)"
1469,"('그림', 13)"
1470,"('출동', 13)"
1471,"('불복', 13)"
1472,"('수원', 13)"
1473,"('전설', 13)"
1474,"('조재현', 13)"
1475,"('에어컨', 13)"
1476,"('직무', 13)"
1477,"('커피', 13)"
1478,"('삭제', 13)"
1479,"('퇴직', 13)"
1480,"('소장', 13)"
1481,"('유지', 13)"
1482,"('앞바다', 13)"
1483,"('한번', 13)"
1484,"('대납', 13)"
1485,"('도움', 13)"
1486,"('너', 13)"
1487,"('인구', 13)"
1488,"('감염', 13)"
1489,"('유서', 13)"
1490,"('나이', 13)"
1491,"('무단', 13)"
1492,"('출국금지', 13)"
1493,"('심석희', 13)"
1494,"('비닐', 13)"
1495,"('옷', 13)"
1496,"('북', 13)"
1497,"('출범', 13)"
1498,"('구급차', 13)"
1499,"('사임', 13)"
1500,"('명지전문대', 13)"
1501,"('근육', 13)"
1502,"('발효', 13)"
1503,"('누드모델', 13)"
1504,"('기획', 13)"
1505,"('불볕', 13)"
1506,"('집사', 13)"
1507,"('개선', 13)"
1508,"('정현', 13)"
1509,"('김영철', 13)"
1510,"('스승', 12)"
1511,"('허용', 12)"
1512,"('제대로', 12)"
1513,"('감식', 12)"
1514,"('보상', 12)"
1515,"('당국', 12)"
1516,"('정도', 12)"
1517,"('폭', 12)"
1518,"('차로', 12)"
1519,"('영아', 12)"
1520,"('노총', 12)"
1521,"('화학', 12)"
1522,"('주택', 12)"
1523,"('강력', 12)"
1524,"('비소', 12)"
1525,"('복지부', 12)"
1526,"('침입', 12)"
1527,"('박사', 12)"
1528,"('중요', 12)"
1529,"('임원', 12)"
1530,"('대기업', 12)"
1531,"('형량', 12)"
1532,"('심신', 12)"
1533,"('자동차', 12)"
1534,"('신연희', 12)"
1535,"('단계', 12)"
1536,"('법원장', 12)"
1537,"('증언', 12)"
1538,"('대화', 12)"
1539,"('수색', 12)"
1540,"('프랑스', 12)"
1541,"('부족', 12)"
1542,"('막말', 12)"
1543,"('연세대', 12)"
1544,"('밖', 12)"
1545,"('격리', 12)"
1546,"('김씨', 12)"
1547,"('드라마', 12)"
1548,"('제작', 12)"
1549,"('봉사', 12)"
1550,"('답', 12)"
1551,"('욕', 12)"
1552,"('사유', 12)"
1553,"('조현병', 12)"
1554,"('우선', 12)"
1555,"('나흘', 12)"
1556,"('숲', 12)"
1557,"('일회용', 12)"
1558,"('뚝', 12)"
1559,"('법률', 12)"
1560,"('친환경', 12)"
1561,"('공판', 12)"
1562,"('고장', 12)"
1563,"('수송', 12)"
1564,"('전략', 12)"
1565,"('빨대', 12)"
1566,"('취재', 12)"
1567,"('여자친구', 12)"
1568,"('성공', 12)"
1569,"('거짓', 12)"
1570,"('악플', 12)"
1571,"('통', 12)"
1572,"('파일', 12)"
1573,"('인간', 12)"
1574,"('매우', 12)"
1575,"('미미', 12)"
1576,"('급여', 12)"
1577,"('운영자', 12)"
1578,"('김창호', 12)"
1579,"('월', 12)"
1580,"('목', 12)"
1581,"('덜미', 12)"
1582,"('프로포폴', 12)"
1583,"('고위', 12)"
1584,"('물질', 12)"
1585,"('국립', 12)"
1586,"('마무리', 12)"
1587,"('스', 12)"
1588,"('비난', 12)"
1589,"('걸', 12)"
1590,"('약', 12)"
1591,"('아이돌', 12)"
1592,"('구미', 12)"
1593,"('관통', 12)"
1594,"('희망', 12)"
1595,"('구청', 12)"
1596,"('여의도', 12)"
1597,"('출근', 12)"
1598,"('섬', 12)"
1599,"('승무원', 12)"
1600,"('당일', 12)"
1601,"('퓨마', 12)"
1602,"('선원', 12)"
1603,"('재범', 12)"
1604,"('코치', 12)"
1605,"('원자력', 12)"
1606,"('휴일', 12)"
1607,"('월급', 12)"
1608,"('코드', 12)"
1609,"('설정', 12)"
1610,"('편파', 12)"
1611,"('추문', 12)"
1612,"('응원', 12)"
1613,"('자수', 12)"
1614,"('전무', 12)"
1615,"('이건희', 12)"
1616,"('컬링', 12)"
1617,"('넥센', 12)"
1618,"('조상우', 12)"
1619,"('목동', 12)"
1620,"('평창올림픽', 12)"
1621,"('손흥민', 11)"
1622,"('료', 11)"
1623,"('혜택', 11)"
1624,"('동덕여대', 11)"
1625,"('보통', 11)"
1626,"('피자', 11)"
1627,"('수능', 11)"
1628,"('체크', 11)"
1629,"('률', 11)"
1630,"('강사', 11)"
1631,"('첫날', 11)"
1632,"('대마초', 11)"
1633,"('경쟁', 11)"
1634,"('국방부', 11)"
1635,"('점검', 11)"
1636,"('결식', 11)"
1637,"('납치', 11)"
1638,"('음악', 11)"
1639,"('정면', 11)"
1640,"('열흘', 11)"
1641,"('클럽', 11)"
1642,"('초미세먼지', 11)"
1643,"('호우', 11)"
1644,"('탄생', 11)"
1645,"('태', 11)"
1646,"('진보', 11)"
1647,"('대표팀', 11)"
1648,"('어르신', 11)"
1649,"('유가족', 11)"
1650,"('권리', 11)"
1651,"('공짜', 11)"
1652,"('시', 11)"
1653,"('도서관', 11)"
1654,"('행위', 11)"
1655,"('노예', 11)"
1656,"('감찰', 11)"
1657,"('전력', 11)"
1658,"('무시', 11)"
1659,"('시골', 11)"
1660,"('신분', 11)"
1661,"('라면', 11)"
1662,"('유기', 11)"
1663,"('수감', 11)"
1664,"('미약', 11)"
1665,"('가치', 11)"
1666,"('소방차', 11)"
1667,"('부정', 11)"
1668,"('고교생', 11)"
1669,"('낸시랭', 11)"
1670,"('소년', 11)"
1671,"('박상기', 11)"
1672,"('물결', 11)"
1673,"('속출', 11)"
1674,"('노동', 11)"
1675,"('사이판', 11)"
1676,"('부실', 11)"
1677,"('손해', 11)"
1678,"('박정희', 11)"
1679,"('안보', 11)"
1680,"('증권', 11)"
1681,"('언론인', 11)"
1682,"('봉투', 11)"
1683,"('복직', 11)"
1684,"('배제', 11)"
1685,"('골프', 11)"
1686,"('화', 11)"
1687,"('변호', 11)"
1688,"('관심', 11)"
1689,"('거짓말', 11)"
1690,"('경기도', 11)"
1691,"('유력', 11)"
1692,"('난리', 11)"
1693,"('장학금', 11)"
1694,"('설악산', 11)"
1695,"('김해', 11)"
1696,"('훼손', 11)"
1697,"('뉴욕', 11)"
1698,"('사면', 11)"
1699,"('통제', 11)"
1700,"('시스템', 11)"
1701,"('검증', 11)"
1702,"('포', 11)"
1703,"('돌연', 11)"
1704,"('사업가', 11)"
1705,"('그대로', 11)"
1706,"('이례', 11)"
1707,"('목소리', 11)"
1708,"('헌법재판관', 11)"
1709,"('창립', 11)"
1710,"('변희재', 11)"
1711,"('창고', 11)"
1712,"('미스터리', 11)"
1713,"('조롱', 11)"
1714,"('포장', 11)"
1715,"('호소', 11)"
1716,"('케어', 11)"
1717,"('네티즌', 11)"
1718,"('통상', 11)"
1719,"('민간인', 11)"
1720,"('허리', 11)"
1721,"('사의', 11)"
1722,"('공', 11)"
1723,"('방향', 11)"
1724,"('입국', 11)"
1725,"('페트병', 11)"
1726,"('용인', 11)"
1727,"('전교조', 11)"
1728,"('암', 11)"
1729,"('질환', 11)"
1730,"('대마', 11)"
1731,"('쇼', 11)"
1732,"('해양', 11)"
1733,"('담배', 11)"
1734,"('선언', 11)"
1735,"('공익', 11)"
1736,"('직전', 11)"
1737,"('표', 11)"
1738,"('대표이사', 11)"
1739,"('종결', 11)"
1740,"('욱', 11)"
1741,"('추징', 11)"
1742,"('출장', 11)"
1743,"('중부', 11)"
1744,"('뭐', 11)"
1745,"('의원직', 11)"
1746,"('유감', 11)"
1747,"('여사', 11)"
1748,"('안종범', 11)"
1749,"('가면', 11)"
1750,"('해병대', 11)"
1751,"('남강', 11)"
1752,"('호의', 11)"
1753,"('대검', 11)"
1754,"('내내', 11)"
1755,"('무', 11)"
1756,"('전자발찌', 11)"
1757,"('충격', 11)"
1758,"('이학수', 11)"
1759,"('총수', 11)"
1760,"('황사', 11)"
1761,"('김기식', 11)"
1762,"('김생민', 11)"
1763,"('필로폰', 10)"
1764,"('합격', 10)"
1765,"('역할', 10)"
1766,"('도피', 10)"
1767,"('투표', 10)"
1768,"('모욕', 10)"
1769,"('지도', 10)"
1770,"('외출', 10)"
1771,"('노후', 10)"
1772,"('가방', 10)"
1773,"('시내', 10)"
1774,"('전체', 10)"
1775,"('심야', 10)"
1776,"('일단', 10)"
1777,"('잡', 10)"
1778,"('식약처', 10)"
1779,"('영태', 10)"
1780,"('생존자', 10)"
1781,"('소설가', 10)"
1782,"('출국', 10)"
1783,"('입증', 10)"
1784,"('식품', 10)"
1785,"('떼', 10)"
1786,"('절대', 10)"
1787,"('지자체', 10)"
1788,"('동거', 10)"
1789,"('신', 10)"
1790,"('세력', 10)"
1791,"('수용', 10)"
1792,"('결심', 10)"
1793,"('바퀴', 10)"
1794,"('동원', 10)"
1795,"('가입', 10)"
1796,"('손님', 10)"
1797,"('가게', 10)"
1798,"('강릉', 10)"
1799,"('지대', 10)"
1800,"('농성', 10)"
1801,"('압수', 10)"
1802,"('하자', 10)"
1803,"('스트레스', 10)"
1804,"('토막살인', 10)"
1805,"('변경', 10)"
1806,"('진단', 10)"
1807,"('여학생', 10)"
1808,"('상황', 10)"
1809,"('일제', 10)"
1810,"('다음주', 10)"
1811,"('자격', 10)"
1812,"('공격', 10)"
1813,"('해당', 10)"
1814,"('데뷔', 10)"
1815,"('디스크', 10)"
1816,"('죽', 10)"
1817,"('문화재단', 10)"
1818,"('표현', 10)"
1819,"('카', 10)"
1820,"('감금', 10)"
1821,"('속도', 10)"
1822,"('방탄소년단', 10)"
1823,"('면제', 10)"
1824,"('호날두', 10)"
1825,"('사관', 10)"
1826,"('시티', 10)"
1827,"('모집', 10)"
1828,"('인증', 10)"
1829,"('배출', 10)"
1830,"('우린', 10)"
1831,"('서류', 10)"
1832,"('관광객', 10)"
1833,"('도착', 10)"
1834,"('이동', 10)"
1835,"('정신', 10)"
1836,"('애인', 10)"
1837,"('단식', 10)"
1838,"('입양', 10)"
1839,"('한화', 10)"
1840,"('어깨', 10)"
1841,"('평생', 10)"
1842,"('연맹', 10)"
1843,"('복귀', 10)"
1844,"('내륙', 10)"
1845,"('동상', 10)"
1846,"('정말', 10)"
1847,"('동반', 10)"
1848,"('진출', 10)"
1849,"('음란', 10)"
1850,"('경주', 10)"
1851,"('독립', 10)"
1852,"('지인', 10)"
1853,"('고의', 10)"
1854,"('보험금', 10)"
1855,"('심포지엄', 10)"
1856,"('해체', 10)"
1857,"('업계', 10)"
1858,"('실업', 10)"
1859,"('동네', 10)"
1860,"('셀프', 10)"
1861,"('자매', 10)"
1862,"('반', 10)"
1863,"('성빈', 10)"
1864,"('전교', 10)"
1865,"('대원', 10)"
1866,"('개인정보', 10)"
1867,"('이하', 10)"
1868,"('당분간', 10)"
1869,"('요원', 10)"
1870,"('탱크', 10)"
1871,"('파', 10)"
1872,"('기름', 10)"
1873,"('식중독', 10)"
1874,"('분리', 10)"
1875,"('주도', 10)"
1876,"('수업', 10)"
1877,"('유주', 10)"
1878,"('조성', 10)"
1879,"('단지', 10)"
1880,"('모레', 10)"
1881,"('신뢰', 10)"
1882,"('할인', 10)"
1883,"('무면허', 10)"
1884,"('상임', 10)"
1885,"('사드', 10)"
1886,"('수퍼', 10)"
1887,"('이송', 10)"
1888,"('보장', 10)"
1889,"('당신', 10)"
1890,"('망치', 10)"
1891,"('족발', 10)"
1892,"('순직', 10)"
1893,"('단축', 10)"
1894,"('쇼크', 10)"
1895,"('임신', 10)"
1896,"('여직원', 10)"
1897,"('상실', 10)"
1898,"('증평', 10)"
1899,"('창', 10)"
1900,"('낙태', 10)"
1901,"('수입', 10)"
1902,"('유독가스', 10)"
1903,"('자진', 10)"
1904,"('인질', 10)"
1905,"('과학', 10)"
1906,"('신부', 10)"
1907,"('지속', 10)"
1908,"('무고', 10)"
1909,"('서유기', 10)"
1910,"('여진', 10)"
1911,"('장맛비', 10)"
1912,"('가사', 10)"
1913,"('박동원', 10)"
1914,"('하나은행', 10)"
1915,"('신발', 10)"
1916,"('효소', 10)"
1917,"('영암', 10)"
1918,"('게스트하우스', 10)"
1919,"('실시', 9)"
1920,"('명의', 9)"
1921,"('외박', 9)"
1922,"('리더', 9)"
1923,"('상영', 9)"
1924,"('대체', 9)"
1925,"('시행', 9)"
1926,"('요금', 9)"
1927,"('끝내', 9)"
1928,"('포착', 9)"
1929,"('기승', 9)"
1930,"('세운', 9)"
1931,"('기구', 9)"
1932,"('대기', 9)"
1933,"('업자', 9)"
1934,"('야산', 9)"
1935,"('가운데', 9)"
1936,"('민주', 9)"
1937,"('국토부', 9)"
1938,"('탄력', 9)"
1939,"('월드', 9)"
1940,"('노사', 9)"
1941,"('기능', 9)"
1942,"('절도', 9)"
1943,"('정치권', 9)"
1944,"('공소', 9)"
1945,"('우산', 9)"
1946,"('직장', 9)"
1947,"('사령관', 9)"
1948,"('단장', 9)"
1949,"('진압', 9)"
1950,"('전용', 9)"
1951,"('대행', 9)"
1952,"('자사고', 9)"
1953,"('대학병원', 9)"
1954,"('책임자', 9)"
1955,"('디자인', 9)"
1956,"('시민단체', 9)"
1957,"('행렬', 9)"
1958,"('전역', 9)"
1959,"('금품', 9)"
1960,"('서로', 9)"
1961,"('고향', 9)"
1962,"('반격', 9)"
1963,"('함', 9)"
1964,"('소녀', 9)"
1965,"('린다', 9)"
1966,"('총재', 9)"
1967,"('소속사', 9)"
1968,"('정보통신부', 9)"
1969,"('퇴임', 9)"
1970,"('철도', 9)"
1971,"('친형', 9)"
