,Title,Date,count
39,김포맘카페 마녀사냥 주동자 처벌해주세요,18.11.15,261명
40,맘카페 내 게시글 명예훼손 적용 여부 조사 및 폐쇄요청 합니다.,18.11.15,120명
41,맘까페를 폐지 시킵시다.,18.11.15,228명
42,공인중개사 시험때 화장실 사용 가능하게 해주세요,18.11.15,41명
43,집행유예 취소해주세요.,18.11.15,1명
44,이거 갑질 아닌가요?,18.11.15,1명
45,최악 인권유린의 사이코패스 심부름센터(흥신소) 만행으로 제 인생이 박살 났습니다,18.11.15,0명
46,대한한공 사주일가의 갑질을 또 용서해야 합니까?,18.11.15,18명
47,은혜로교회 신옥주 철저히 처벌!,18.11.15,185명
48,"제2기 진실,화해를 위한  과거사정리 위원회를 부활시켜 주십시요^^",18.11.15,13명
49,공무원도 CS 도입해주세요,18.11.15,22명
50,갑질 방지 및 처벌에 관한 법률 제정을 청원합니다,18.11.15,38명
51,유치원 별도로 전국 보육원도 조사를 해야 한다.,18.11.15,28명
52,우송대학교 갑질,18.11.15,5명
53,장애인주차 공간,18.11.15,5명
54,여자가 대부분이 교사공무원도 남자를 의무적으로 더뽑아주세요,18.11.15,12명
55,ㅁ ㅁ    김 지은   김 부선  뭐가 어떡게 댔나요 ??  ㅁ ㅁ,18.11.15,3명
56,여가부 폐지,18.11.15,117명
57,청원경찰 처우개선 바랍니다.,18.11.15,4명
58,증거없이 이재명 지사를 모함한 김부선을 엄벌 해 주세요  같이 한 공지영외 공범들에게도 엄벌을 해 주세요,18.11.15,136명
59,무기수 김신혜씨에 대한 청원 입니다. 무죄를 꼭 밝혀주세요.,18.11.15,15명
60,조명균 통일부장관의 자진사퇴를 촉구합니다,18.11.15,28명
61,장애학교 폭력실태에 대해서 전수조사 하셔어요?,18.11.15,1명
62,국민여러분 안락사합법화 제발 동의좀해주세요,18.11.15,7명
63,학대로 오해받은 교사가 자살했습니다.,18.11.15,245명
64,낙태의 합법화.,18.11.15,23명
65,남자들의 문자나 전화 협박도 처벌할수 있게 만들어 주세요!,18.11.15,6명
66,여대 폐지와 역차별 문제 해결해주세요,18.11.15,16명
67,김**카페(김**카페) 폐쇄및처벌을 요구합니다.,18.11.15,"1,106명"
68,갑질과 개인정보유출로인해 자살한 유치원선생님 마녀사냥 처벌해주세요,18.11.15,71명
69,앞으로 여가부를 존속시키려면 니들 여성세로만 유지해라,18.11.15,9명
70,잘못이 잘못이 아닌 세상!,18.11.14,4명
71,성범죄 진행시 무고죄 불가능 철회!! 무고죄 형량  성폭행범과 똑같이 개정해주시길 요청합니다.,18.11.14,14명
72,장애인들도 이제는 누려할 권리 행복할 권리를 가질 인권이 있다고 생각합니다.,18.11.14,53명
73,보육교사의 인권을 지켜주세요.,18.11.14,275명
74,"""82년생 김지영"" 영화화를 막아주세요",18.11.14,16명
75,여고생들에게바지를입게해주세요,18.11.14,13명
76,구리시청은 임대아파트라며 너희는 지자체 신고 권한이 없으니 알아서 하라고 합니다,18.11.14,4명
77,곰탕집사건에 대한 정부의 답변은 한마디로 개소리엿다,18.11.14,5명
78,반인권적 국가범죄 공소시효 패지를 촉구합니다.,18.11.14,5명
79,장애아이들 폭행한 복무요원들을 군대에 다시 보내주세요.,18.11.14,9명
80,남성부를  지금  설립해주세요,18.11.14,3명
81,이런 나라의 진실과 사법부가 문제가 없다는 정부의 망언,18.11.14,5명
82,인종차별...,18.11.14,0명
83,사립유치원 교사 근무환경 및 급여,18.11.14,25명
84,나라가 지금 위태로운 시국입니다,18.11.14,11명
85,남성가족부를 원합니다.,18.11.14,10명
86,무고사건에서 가해자 세금지원한 여성가족부를 폐지하고 공무원들 전부 잘라주세요,18.11.14,31명
87,"잘못된 강제추행 판결 재심 및 증거없는 재판 유죄근절, 억울한 사람들 사면 촉구",18.11.14,7명
88,사형과 고문처벌을 다시 시작합시다,18.11.14,6명
89,어린이집 교사에게 갑질을 한 맘카페 여성을 살인죄로 처벌해주세요.,18.11.14,310명
90,제 아내는 유치원(어린이집) 교사입니다. 간곡히 부탁드립니다. 유치원(어린이집) 교사의 열악한 근무 환경을 헤아려 주세요.,18.11.14,303명
91,여성가족부폐지하고 국민가정가족부로 명칭 변경할 것을 대한민국정부에게 강력히 촉구합니다!!,18.11.14,49명
92,팀장이 웹캠으로 팀원을 감시 합니다.,18.11.14,0명
93,"왜 여군,여경이라는 단어는 페지해주세요.",18.11.14,7명
94,★    ★     가짜 뉴스 만드는 입에   다이어마이트 를 물려라    ★    ★,18.11.14,3명
95,구리시청에서는 LH임대아파트가 지자체 신고를 할 수 없다고 합니다. cctv 무단 열람의 피해는 오롯이 당사자의 몫,18.11.14,3명
96,택배 상하차 니들이 사람이냐?,18.11.14,6명
97,곰탕집 억울한 성추행에 대한 삼권분립운운한 청와대 답변에 대한 해명을 요구합니다.,18.11.14,39명
98,"확실하지도 않는 여배우 스캔들에 의해 업무에 집중하지 못하고 있는 이재명,경기도지사를 도와주세요",18.11.14,60명
99,교복폐지 05년생,18.11.14,5명
100,텀블러 및 사이버 성범죄 제재 및 규정강화를 주장합니다,18.11.14,10명
101,아파트 경비원들의 열악한 환경을 개선바랍니다.,18.11.14,4명
102,여성가족부 폐지 해주세요,18.11.14,26명
103,곰탕집성추행,18.11.14,8명
104,초동수사기록없는 엉터리재판!  수원지방법원 형사법정 공판검사는 기일 내내 눈만 껌뻑이고 앉아있었다,18.11.14,1명
105,이제는 이나라국민들이 더이상 정권과 사기꾼 국개의원이란것들에게 속아선 안됩니다,18.11.14,9명
106,기독교 방송은 사기꾼 목사의 수족 노릇을 합니까?,18.11.14,7명
107,역차별적인 여가부 예산  여성세 걷어서 하자,18.11.14,6명
108,아이들이 망원어린이야구장에서 차별받지 않고 운동할수 있도록 도와주세요~~,18.11.14,6명
109,음주로 인한 모든 범죄는 가중처벌법을 제정바랍니다.,18.11.14,22명
110,일산 라페스타 웨스턴동 노래연습장,18.11.14,4명
111,여성편파 수사 당장 중단하라!,18.11.14,5명
112,법판결의 부적합과 억울함,18.11.14,6명
113,사립유치원 비리 철저히 수사 하면 차기 국회의원 등 선거에 반드시 당선된다.,18.11.14,44명
114,시선강간 당하는 여성을 위해 시신경을 봉인하겠습니다.,18.11.14,3명
115,정춘숙.남인순.김삼화.등외에 대표적인 페미여자의원들의 국회의원 자격박탈을 강구합시다,18.11.14,5명
116,성범죄 관련 무고죄 형량을 더욱 강화해주셨으면 좋겠습니다.,18.11.14,18명
117,마이없이 외투금지 교칙을 폐지해주십시요.,18.11.14,6명
118,우리나라 변호사들의 사법농간 사례,18.11.14,1명
119,소년법을 조정해주세요,18.11.14,18명
120,외국인 노동자에 대한 부당한 대우에 처벌을 강화해 주세요.,18.11.14,2명
121,공원에서 술먹는 행위를 금지시켜주세요,18.11.14,4명
122,조력자살을 합법화해주세요,18.11.14,4명
123,곰탕집 성추행 사건 청원올린 부인 허위사실 유포죄 안받나요?,18.11.14,11명
124,친 오빠한테 강간을 당하며 살아왔습니다.,18.11.14,37명
125,부정한 정부에 저항을 하세요.개돼지처럼 넋놓고 하루를 살지말구.단지 그것만이 국민으로 사는겁니다,18.11.14,6명
126,동성애를 존중해주세요,18.11.14,18명
127,낙태법 개정,18.11.14,22명
128,전자팔찌 가해건,18.11.14,5명
129,"명백하게 나쁜 의도의 가해를 했다는 뚜렷한 물증도 없이 단순 한쪽의 일방적인 진술만을 가지고 처벌시키는 애매모호 성범죄법 기준은 명백한 위헌이며, 악용소지 매우 크기에 법개정이 매우 시급합니다.",18.11.14,11명
130,반인권적 국가범죄 공소시효 패지를 촉구합니다.,18.11.14,5명
131,세월호 유가족 진상 재소사안,18.11.14,5명
132,인공호흡기 근육장애인의 생존과 활동지원사의 생계가 위협받고 있어요. 제발 살려주세요,18.11.14,647명
133,국가유공자를 도와줍시다,18.11.14,4명
134,몰카 off 카메라 부착 스티커,18.11.13,1명
135,경찰이 치안조무사 소리 안들을수 있게 해주세요,18.11.13,0명
136,지금 초중사이에서의 페미니즘 교육을 철회해 주십시오.,18.11.13,4명
137,동성애자도 사람입니다 상처가 심합니다,18.11.13,16명
138,청원 답변을 위해 얼마나 준비하시나요?-청원답변 51호에 대하여,18.11.13,19명
139,청소년 보호법 관련 제안,18.11.13,5명
140,재판부에서 MBC 가짜방송을 확인할 결정적 증거를 모두 누락시키고 진실을 은폐하여 도리어 피해자를 짓밟고 있는 억울함을 호소합니다,18.11.13,1명
141,이재명도지사 사건들 철저히 조사해 주세요,18.11.13,29명
142,인종차별금지법을 제정해주시기 바랍니다.,18.11.13,9명
143,대한민국의 가장 큰 문제점 ' 소외 ',18.11.13,3명
144,층간소음,18.11.13,9명
145,학교폭력법 강화 & 신고자 익명성보장,18.11.13,21명
146,조직스토킹,18.11.13,18명
147,"서울**병원 교수의 성범죄, 연구비 횡령을 신고합니다.",18.11.13,7명
148,학생에게 교복에 대한 자유를 주세요.,18.11.13,5명
149,증거가 충분한 '곰탕집남' 강력한 처벌과 '2차 가해자' 형사처벌 청원,18.11.13,"25,577명"
150,남녀교복을 통일시켜주셨으면 합니다,18.11.13,2명
151,"""워마드 , 메갈리아"" 폐지",18.11.13,11명
152,"낙태문제, 양지로 끌어내주세요.",18.11.13,6명
153,정신과 다니는사람들 남들처럼 평범하게 도와주세요.!!!,18.11.13,6명
154,춘천지방법원의 만행과 개인회생 36개월 단축소급 전국으로 시행하라,18.11.13,10명
155,수원 나체 댄스 여성 vs 동덕여대 남성,18.11.13,13명
156,수술실 CCTV 전국으로 확대해주세요.,18.11.13,48명
157,"경찰, 소방,교도관,군인등의 체력장기준을 남녀가 동일하게 해주십시요",18.11.13,12명
158,남녀평등이란 단어쓰지맙시다.인간평등입니나,18.11.13,3명
159,대구광역시 수성구 파동 경찰서 성폭력 수사관 인식 개선 청원,18.11.13,3명
160,군가산점제도 반대하면서 여경 선발비율은 늘리네요 ㅋㅋ,18.11.13,15명
161,성추행 법 고쳐주세요,18.11.13,6명
162,음주 운전자에게는 살인 미수죄를 적용해야 합니다,18.11.13,22명
163,빼앗긴 들에도 봄은 오는가?,18.11.13,6명
164,항공업 종사자들의 연차 및 생리휴가 보장이 되어야 합니다.,18.11.13,2명
165,싫으면 떠나야죠.,18.11.13,8명
166,이재명 경기도지사님의 부적절한수사,18.11.13,35명
167,"동덕여대, 건국대학교, 자양고등학교, 자양중학교 외의 장소에서 불법 나체 촬영 남성을 처벌해주세요.",18.11.13,39명
168,페미 처벌,18.11.13,7명
169,"확실한 성교육, 인권교육을 간청합니다!",18.11.13,7명
170,친족 성범죄 공소시효를 폐지시켜 주십시요. 아동. 청소년기의 성폭력.성폭행사건에 대한 현행법 이전의 성범죄 공소시효 유효기간을 폐지시켜 주십시요.,18.11.13,17명
171,국가유공자 부양가족수당지급제도의 개선청원,18.11.13,14명
172,제발..,18.11.13,5명
173,한겨레신문사의 가짜 보도를 엄중 처벌하라,18.11.12,256명
174,이 법을 만든 이유가? 윗분들 비리를 편하게 하기 위함인가요?,18.11.12,1명
175,페미들이 외치는 처벌강화 절대 수용하지 마세요!!!!,18.11.12,12명
176,텀블러앱을 없애주세요,18.11.12,7명
177,내로남불?,18.11.12,14명
178,지입차도  노동자입니다.,18.11.12,148명
179,성 소수자 - 너무나 미화되고 부정확한 용어니 쓰지 말아야 한다,18.11.12,140명
180,세월호와 천안함 사건을 재 조사해야 한다.,18.11.12,15명
181,중고등학교 교칙중에서 외투규제를 폐지해주세요,18.11.12,8명
182,★    ★    국민 25명당 공무원 1명 모시고 살기  너무 힘든다    ★    ★,18.11.12,22명
183,생리대 가격 무료,18.11.12,20명
184,전역전날 머리를 빡빡 밀어야하는 이유가있나요,18.11.12,5명
185,군생활 기간중 치과치료 휴가 안되는지요,18.11.12,2명
186,펜토바르비탈 같은 조력 자살 허용해주세요ㅡ,18.11.12,5명
187,간병인 근무환경에 대한 환경개선을 요구 합니다.,18.11.12,3명
188,"학생 두발,화장 을 학교에서 규제하지 못하도록 해주세요",18.11.12,10명
189,전국적으로 두발자유화를 해주세요,18.11.12,8명
190,국민제안및청원,18.11.12,1명
191,사랑제일교회 전광훈 목사 강력처벌,18.11.12,21명
192,성민이 사건 재조사 요청,18.11.12,463명
193,성민이 사건,18.11.12,200명
194,이혼소송,18.11.12,3명
195,장자연을죽인.인간들을.강력하게처벌해야한다,18.11.12,35명
196,용인시공무원을 7번이상 무고한 화성시 동탄6동 팀장을 파면시켜주세요,18.11.12,75명
197,학생들이 후드집업을 입을 수 있도록 해주십시오,18.11.12,9명
198,워마드 사이트를 삭제해주세요,18.11.12,10명
199,청소년 셧다운제를 수정해주세요,18.11.12,5명
200,경창 소방서등에 신고할때 문제개편,18.11.12,3명
201,곰탕집 사건,18.11.12,27명
202,헌법상 평등 남녀징병제 새롭게 개정 부탁드립니다.,18.11.12,10명
203,"트럼프의  ""승인"" 망언에 대해 시위한 대학생들 석방하십시오.",18.11.12,7명
204,여성편향적인 청와대 답변을 그만둬 주세요,18.11.12,15명
205,곰탕집 사건 - 이걸 답변이라고 하는겁니까?,18.11.12,34명
206,여자도 군대가야 된다,18.11.12,11명
207,"고]장자연,고]단역배우 관련된 자 모조리 처벌하라",18.11.12,15명
208,검찰 스스로 불기소처분 사건을 형사법정에서는  피고인에게 징역 2년 구형 . 국민이 검찰의 장난감입니까?,18.11.12,4명
209,청와대는  왜   억울한 사람들의 말을 들어주지 않는가,18.11.12,11명
210,여성전용 수영 강습 많이 만들어주시고 폐지하지말아주세요,18.11.12,2명
211,이상한기사(허위사실)을 유포하는 언론기사들 징계가 필로합니다,18.11.12,2명
212,군대 개혁해주세오,18.11.12,2명
213,여성들도 군대 보내야합니다. 임신 기간은 군복무 기간에서 제하고 훈련량은 줄이는 방식으로요.,18.11.12,15명
214,5.18 민주광장(구 전남도청)에서 열리는 광주 퀴어축제를 막아주십쇼.,18.11.12,27명
215,청와대 국민청원을 없애주세요.,18.11.12,12명
216,명의신탁을 가장한 재산갈취 도와주세요,18.11.12,2명
217,"동덕여대 불법 알몸촬영남 사건. 여성들의 안전권보장, 제발 도와주세요.",18.11.12,"91,013명"
218,대통령님  혜화역시위좀  중단시켜주세요,18.11.12,15명
219,"출석번호 남학생은 1번부터, 여학생은 51번 부터인것이 불공평합니다.",18.11.12,7명
220,몰카범 처벌 강하게 해주세요,18.11.12,7명
221,장애인을 폭행하는 제발 교사들을 강력하게 처벌해 주세요!,18.11.12,62명
222,헌법 제 26조 2항에의거해서 정부는 대답하라,18.11.11,4명
223,존경하는 청와대 관계자님께 제 소개를 먼저 하자면 강원도 정선군 사북읍에 거주하는 1960년생 평범하게 살아가는 서민입니다. 다름이 아니라 제가 적을 두고 있는 곳을 떠나야 되는 너무도 억울한 사연으로 글을 올립니다.,18.11.11,3명
224,간통죄 부활 혹은 상간남녀 형사조치,18.11.11,25명
225,정신질환자 폐쇄병동 보건소감사 강화,18.11.11,2명
226,청와대 청원답변 51호 답변을 거부합니다. 다시 제대로된 답변을 요구합니다.,18.11.11,"57,809명"
227,"학교용 후드집업,후드티 마련해주세요",18.11.11,18명
228,몰카 판매 금지법을 만들어주세요.,18.11.11,149명
229,학원에서처벌을 하지말자,18.11.11,0명
230,인강학교 선생님을 파면을 요청합니다!!!!,18.11.11,40명
231,곰탕집 법무부장관이랑 여성부장관 같이 답해라,18.11.11,20명
232,남자니까 참아라,18.11.11,7명
233,살인이 놀이가 되어가는 10대 청소년 음지문화 단속 좀 해 주세요,18.11.11,12명
234,학교의 강제예배는 위헌이라고 생각하며 제재가 필요합니다,18.11.11,22명
235,대기업 사익만을 우선으로하는 현실! 월성산업단지 조성(폭파)중 정밀기계 또 고장,18.11.11,0명
236,성매매  업소  여성지원금 반대합니다.,18.11.11,19명
237,고리대금 사채은행들 광고해주는 연예인들 퇴출시켜주시고 이들이 하는 광고를 보고 고이율의 대출을 받아서 고생하는 사람들의 채무 연대책임을 지도록 해주세요,18.11.11,7명
238,보험사가  계약서류에  임의로   서명하였다,18.11.11,3명
239,"한국연예인들 관광시켜주고, 먹여주고, 돈참 쉽게 벌어요..",18.11.11,13명
240,'제 남편의 억울함을 풀어주세요!' 청원에 대한 청와대 답변은 직무유기라 생각합니다.,18.11.11,60명
241,목욕탕 남녀 차별에 대한 개선합시다(행정처분),18.11.11,3명
242,군인과 교사의 장애인 폭행 학대는 국가배상 대상입니다.~~~~~~^^^^,18.11.11,15명
243,#인천 구월동 로데오사건 # 이것이 팩트다 # jtbc 팩트체크 엉터리 # 오대영기자 # 경찰과잉진압 # 10.4. 팩트체크 안하고 팩트체크 # 두명의 젊은이들 두번 죽이는 jtbc #,18.11.11,9명
244,남자 인권을 찾아달라,18.11.11,6명
245,"워마드 , 여시 그 외 페미니스트 사이트들을 닫아주세요",18.11.11,9명
246,국민청원을 없애주세요..,18.11.11,8명
247,아이들을  돌려보내 주세요,18.11.11,6명
248,“빚 갚을 때도 지역 차별”…법원마다 다른 개인회생 변제기간,18.11.11,28명
249,"스텔싱 법,더 강력히 시행부탁드립니다.",18.11.11,2명
250,가짜 뉴스 엄벌 해주세요,18.11.11,12명
251,안보지원사(구 충남기업사)를 고발한다,18.11.11,0명
252,[보복성 음란 동영상 유포] 성폭력처벌법에 따라 피의자얼굴등 공개 및 신상정보등록공개하고 범죄수익은닉규제법에 따라 부당이익 몰수 추징하라!!,18.11.11,14명
253,반인권적 국가범죄 공소시효 패지를 촉구합니다.,18.11.11,3명
254,이제 대한민국 한국 남성들에게 청춘을 즐기게 해줄 때입니다.,18.11.11,8명
255,대학 가짜 미투!!,18.11.10,8명
256,국감장이 한나라당 잡화 상인야?,18.11.10,3명
257,아이돌 강제해체나 그런거 못올리게해주세요,18.11.10,10명
258,위안부 할머님들에게 사과를,18.11.10,5명
259,충남지역 H대학교 중어중문학과의 성차별과 위계에 의한 성상품화 강요를 멈추고싶습니다. 그에 대한 강력한 수사와 처벌을 요구합니다.,18.11.10,11명
260,미성년자 조건만남 법을 강화해주세요,18.11.10,1명
261,호칭 변경 요청,18.11.10,2명
262,대통령님 제발좀 일하는사람들좀 살려주세요,18.11.10,0명
263,화장하는 선생들 잘라주세요,18.11.10,3명
264,여성 징병제 도입을 찬성합니다,18.11.10,14명
265,KT고객센터 고객만족팀 과장,18.11.10,8명
266,관악산 집단폭행..성폭행,18.11.10,21명
267,"초, 중, 고 페미니즘 교육과 정책 제도 의무화를 완전히 폐지하고 초, 중,고에 휴머니즘 및 이퀄리티 교육과 정책 제도 의무화할 것을 청원합니다.",18.11.10,85명
268,특수학교 공익근무요원폭행사건,18.11.10,13명
269,도를 넘은 혜화역 시위 당장 중지시켜 주세요,18.11.10,4명
270,셧다운제를 완전폐지해주세요,18.11.10,18명
271,병원 요양보호사도  법적보호를  받게  해주세요,18.11.10,5명
272,음란물은 어디까지 혀용해야 하는가?,18.11.10,0명
273,부산 여중생 폭행사건 피해자 사진을 인터넷에서 내려주십쇼.,18.11.10,10명
274,이런경우가 개인정보유출죄가 안된다니요?,18.11.10,4명
275,임산부를 위한 정책을 제안합니다.,18.11.10,19명
276,죽지못해.살고있습니다.도와주세요,18.11.10,9명
277,"자식을 버린 한국아빠들, 정부가 찾아주세요. #코피노아빠찾기 #미혼가정아빠찾기 #어글리 코리안",18.11.10,804명
278,성범죄살인자들에게 강력한 법 사형제도가 필요합니다,18.11.10,51명
279,양육비 미지급은 아동학대 입니다.,18.11.10,47명
280,대한민국은 인권공화국? 그래서 사기꾼에게도 인권을 인정해 줍니까?,18.11.10,3명
281,정몽구 회장은 국민앞에 사죄 해야,18.11.10,7명
282,이건희 황제 성매매 처벌해주세요!,18.11.10,6명
283,고양시 유류저장소 화재사건의 주범 스리랑카인을 구속해주세요,18.11.10,10명
284,피해자는 툴툴만대는 가해자이며 가해자는 인권을 무시당한 피해자이다???,18.11.10,2명
285,보육교사와 의사의 인권,18.11.10,4명
286,난민을 반대하는 것은 살인 행위나 다름이 없읍니다.,18.11.10,3명
287,전남 도지사는 유튜퍼 뉴스타파 안정권을 도민 명예훼손으로 고발하라.,18.11.10,3명
288,생리대가격인하,18.11.10,6명
289,피해자 이름 거론 하지말고 가해자 이름을 거론하자!!,18.11.10,15명
290,법의 눈 밖에 있는 승선근무예비역을 도와주세요,18.11.10,6명
291,52년간의 패륜도 모자라 차로 사람을 밀어버렸는데도 법에서는 무혐의라고 합니다. 너무 억울합니다.,18.11.10,46명
292,범죄자의 인권은 존중하면서 피해자의 인권은 철저히 파괴하는 법을 없애 주세요!,18.11.09,8명
293,존경하는 문재인 대통령님! 이글 꼭 한번 봐주십시요!,18.11.09,4명
294,제대로 된 조사한번 받지못하고  죄수가 된 동생의 사연을 한번만 들어주십시오.,18.11.09,64명
295,성차별적 발언에 대한 강력 규제,18.11.09,3명
296,여성가족부 즉시 폐지하라!,18.11.09,25명
297,남녀 임금격차를 없애주세요,18.11.09,35명
298,"""죄형법정주의를 수호를 위한 특별법""을 만들어 주세요.",18.11.09,3명
299,얼마나 더죽고 얼마나 피투성이가 되어야 없어집니까 소년법은?,18.11.09,40명
300,형제복지원  살인자들을   다시 수사하여 주십시요 ~~,18.11.09,7명
301,장애인 차별 근절,18.11.09,34명
302,키스방 단속좀 해주세요,18.11.09,10명
303,스리랑카 노동자에게 상을 주어야 합니다.,18.11.09,16명
304,조두순 출소하지 않게해 주세요,18.11.09,21명
305,남혐 까는 여성분들 엄격히 집행해주십시요,18.11.09,3명
306,권력형 비리 & 권력 납용 재판은 국민 재판으로 합시다.,18.11.09,7명
307,청소년보호법의 개정이 필요합니다.,18.11.09,13명
308,대통령께 막말을 하는 사람들을 처벌해 주세요,18.11.09,7명
309,▣ 국민혈세  떧어 먹는  여성부 국회의원 공무원 지차체  줄이고 없애라 ▣,18.11.09,10명
310,회사지적장애인 인권,18.11.09,3명
311,낙태금지법 수정되길 바래요.,18.11.09,314명
312,외국인들한테 대한민국국민들이 역차별당하고 있다고 생각합다,18.11.09,34명
313,화장실청소,18.11.09,4명
314,이게 나라인가 싶습니다,18.11.09,4명
315,남여평등,18.11.09,4명
316,청소년법을 폐지해주세요!제 친구를 도와주세요!,18.11.09,41명
317,성범죄피해자의 집주소와 주민번호등을 가해자에게 보내는 법원을 막아주세요2,18.11.09,120명
318,풍등사건의 스리랑카 청년을 도와주세요.,18.11.09,115명
319,편하게 잠 좀 자고 싶습니다.,18.11.09,6명
320,한글사랑,18.11.09,2명
321,"1명의 불법촬영자보다 1번의 불법유통물의 처벌 수위가 높아야 합니다. 불법촬영물, 불법유통물 이분화 및 가중처벌 청원",18.11.09,6명
322,억울하게 누명 쓴 부산 엄궁동 살인사건 재심을 요청합니다,18.11.09,2명
323,"직장내 언어폭력, 사장의 무관심",18.11.09,4명
324,제발 양심만은 지키고 살 수 있게 도와주세요!,18.11.09,2명
325,약자에 강한 대한민국?,18.11.09,24명
326,인권유린의 최악 적폐 심부름센타(흥신소)의 불법만행을 발본색원하여 주십시오,18.11.09,0명
327,성폭행범 처벌에 대해서,18.11.09,4명
328,대한민국 예비군들의 개인정보를 보호해주세요. 간절합니다. 읽어봐주세요.,18.11.09,1명
329,"1인 가구, 동거커플, 미혼모들을 위해 생활동반자법을 제정해주세요",18.11.09,"10,178명"
330,낙태수술 가능하게만들어주세요,18.11.09,9명
331,청원게시판에 글이나 댓글로 욕설을 하는 사람들 신고하고 글쓰기 제한을 해주시길 바랍니다.,18.11.09,3명
332,스리랑카인 법대로 엄벌해주세요,18.11.09,31명
333,청소년사이버불법도박을 강력하게 처벌해주세요,18.11.09,4명
334,"국가보훈처, 한 사람에 대한 보복 말고 하는 일 뭐 있나 ?",18.11.09,3명
335,저유소화재에 대한 스리랑카인의 가혹한 처벌은 부당합니다.,18.11.09,160명
336,제주예멘난민들 그만 괴롭힙시다...정말,18.11.09,12명
337,"3대가 내려오며 다례를 모신, 우리집을 찾아주세요",18.11.09,1명
338,외국인 노동자 인권문제,18.11.09,5명
339,삼성전자 고발합니다,18.11.09,2명
340,"지역감정을 조장하고, 문재인 대통령을 비꼬는 유튜브 제작자의 동영상 게시를 중단시켜주세요.",18.11.09,8명
341,"환경미화 노동자의 인권 살리기, 3D 산업 종사자의 생명권 침해 방지를 위한 인권 환경 국가의 세계화 운동 촉구",18.11.09,1명
342,1년동안 제게 성추행을한 같은 반 남자애와 반 분리를 시켜주세요,18.11.08,400명
343,제딸이 유치원에서 학대당하고 상해를 지속적으로 당했습니다,18.11.08,17명
344,여성징병제,18.11.08,9명
345,여경 뽑으면 현장직으로 보내주세요,18.11.08,12명
346,성폭력 꽃뱀사기 무고죄신고는 엄중처벌,18.11.08,8명
347,왜? 녹색어머니죠?,18.11.08,4명
348,래퍼 쌈디 나혼자산다에서 퇴출 (하차) 시켜주세요,18.11.08,1명
349,스리랑카 구원좀 해주세요,18.11.08,32명
350,8살 아이의 인생을 망쳐버린 조두순 출소를 반대합니다.,18.11.08,28명
