,경제단어
1121,"('내부', 43)"
1122,"('시동', 43)"
1123,"('설계', 43)"
1124,"('만', 43)"
1125,"('그', 43)"
1126,"('유세', 43)"
1127,"('점포', 43)"
1128,"('근무', 43)"
1129,"('운규', 43)"
1130,"('시험', 42)"
1131,"('처음', 42)"
1132,"('탓', 42)"
1133,"('노후', 42)"
1134,"('커피', 42)"
1135,"('주요', 42)"
1136,"('뚝', 42)"
1137,"('대치', 42)"
1138,"('선도', 42)"
1139,"('살', 42)"
1140,"('책', 42)"
1141,"('비결', 42)"
1142,"('호반', 42)"
1143,"('공', 42)"
1144,"('개통', 42)"
1145,"('불안', 42)"
1146,"('신도시', 42)"
1147,"('부자', 42)"
1148,"('음성', 42)"
1149,"('평창올림픽', 42)"
1150,"('손보', 42)"
1151,"('송금', 42)"
1152,"('실사', 42)"
1153,"('터미널', 42)"
1154,"('계좌', 42)"
1155,"('진에어', 42)"
1156,"('예고', 41)"
1157,"('호황', 41)"
1158,"('면역', 41)"
1159,"('김기천', 41)"
1160,"('연기', 41)"
1161,"('코노', 41)"
1162,"('가방', 41)"
1163,"('가입자', 41)"
1164,"('개장', 41)"
1165,"('통과', 41)"
1166,"('셀', 41)"
1167,"('이야기', 41)"
1168,"('방통위', 41)"
1169,"('발전소', 41)"
1170,"('조건', 41)"
1171,"('대규모', 41)"
1172,"('임단협', 41)"
1173,"('붕괴', 40)"
1174,"('상의', 40)"
1175,"('세탁기', 40)"
1176,"('기계', 40)"
1177,"('단체', 40)"
1178,"('회원', 40)"
1179,"('제로', 40)"
1180,"('재계', 40)"
1181,"('호조', 40)"
1182,"('엔씨소프트', 40)"
1183,"('칼', 40)"
1184,"('외부', 40)"
1185,"('현지', 40)"
1186,"('제작', 40)"
1187,"('그린', 40)"
1188,"('일제', 40)"
1189,"('호기', 40)"
1190,"('골프', 40)"
1191,"('대체', 40)"
1192,"('터', 40)"
1193,"('네트워크', 40)"
1194,"('처분', 40)"
1195,"('유상증자', 40)"
1196,"('플랜트', 40)"
1197,"('유진', 40)"
1198,"('면제', 40)"
1199,"('와인', 40)"
1200,"('자료', 40)"
1201,"('참석', 40)"
1202,"('잠정', 40)"
1203,"('레드', 39)"
1204,"('대화', 39)"
1205,"('나눔', 39)"
1206,"('불확실', 39)"
1207,"('편입', 39)"
1208,"('호주', 39)"
1209,"('개입', 39)"
1210,"('수술', 39)"
1211,"('행', 39)"
1212,"('행차', 39)"
1213,"('인식', 39)"
1214,"('소통', 39)"
1215,"('감리', 39)"
1216,"('사임', 39)"
1217,"('쇼핑몰', 39)"
1218,"('홈', 39)"
1219,"('전체', 39)"
1220,"('해킹', 39)"
1221,"('빚', 39)"
1222,"('가족', 39)"
1223,"('전면', 39)"
1224,"('드', 39)"
1225,"('신한은행', 39)"
1226,"('정상회담', 39)"
1227,"('바이', 38)"
1228,"('자문', 38)"
1229,"('목소리', 38)"
1230,"('사망', 38)"
1231,"('분기', 38)"
1232,"('만난', 38)"
1233,"('역할', 38)"
1234,"('바로', 38)"
1235,"('급여', 38)"
1236,"('반영', 38)"
1237,"('질환', 38)"
1238,"('빅', 38)"
1239,"('마지막', 38)"
1240,"('데스크', 38)"
1241,"('연결', 38)"
1242,"('술', 38)"
1243,"('위성', 38)"
1244,"('인구', 38)"
1245,"('헬로', 38)"
1246,"('복지', 38)"
1247,"('자녀', 38)"
1248,"('도시재생', 38)"
1249,"('외국', 38)"
1250,"('사랑', 38)"
1251,"('예금', 38)"
1252,"('승부', 38)"
1253,"('라운드', 38)"
1254,"('준', 38)"
1255,"('여명', 38)"
1256,"('물량', 38)"
1257,"('대학', 38)"
1258,"('방식', 38)"
1259,"('시세', 38)"
1260,"('밸리', 38)"
1261,"('황', 38)"
1262,"('주춤', 38)"
1263,"('한진', 38)"
1264,"('포스코건설', 38)"
1265,"('생명과학', 37)"
1266,"('오피스', 37)"
1267,"('수소', 37)"
1268,"('슈퍼', 37)"
1269,"('광주', 37)"
1270,"('대폭', 37)"
1271,"('김', 37)"
1272,"('선거', 37)"
1273,"('명품', 37)"
1274,"('사용자', 37)"
1275,"('휴대폰', 37)"
1276,"('제조', 37)"
1277,"('포', 37)"
1278,"('영국', 37)"
1279,"('르포', 37)"
1280,"('자동', 37)"
1281,"('열풍', 37)"
1282,"('네트웍', 37)"
1283,"('자리', 37)"
1284,"('신혼부부', 37)"
1285,"('나무', 37)"
1286,"('홈플러스', 37)"
1287,"('출자', 37)"
1288,"('사내', 37)"
1289,"('최악', 37)"
1290,"('사과', 37)"
1291,"('사우디', 37)"
1292,"('늘', 37)"
1293,"('태국', 37)"
1294,"('규', 37)"
1295,"('터키', 37)"
1296,"('협', 37)"
1297,"('타결', 37)"
1298,"('지진', 36)"
1299,"('공포', 36)"
1300,"('평택', 36)"
1301,"('티', 36)"
1302,"('해', 36)"
1303,"('협업', 36)"
1304,"('치매', 36)"
1305,"('브라질', 36)"
1306,"('연말', 36)"
1307,"('리츠', 36)"
1308,"('예측', 36)"
1309,"('신뢰', 36)"
1310,"('구광모', 36)"
1311,"('공정', 36)"
1312,"('발굴', 36)"
1313,"('캠페인', 36)"
1314,"('팔', 36)"
1315,"('트럭', 36)"
1316,"('플러스', 36)"
1317,"('글', 36)"
1318,"('엔지니어링', 36)"
1319,"('입찰', 36)"
1320,"('주거', 36)"
1321,"('트렌드', 36)"
1322,"('마무리', 36)"
1323,"('연간', 36)"
1324,"('원유', 36)"
1325,"('바', 36)"
1326,"('동원', 36)"
1327,"('신입사원', 36)"
1328,"('공무원', 36)"
1329,"('신용등급', 36)"
1330,"('홍콩', 36)"
1331,"('자산운용', 36)"
1332,"('푸르지오', 36)"
1333,"('기업은행', 36)"
1334,"('수사', 36)"
1335,"('스타벅스', 36)"
1336,"('매년', 36)"
1337,"('재무', 36)"
1338,"('행진', 36)"
1339,"('추경', 36)"
1340,"('월드컵', 36)"
1341,"('공모전', 35)"
1342,"('일가', 35)"
1343,"('차단', 35)"
1344,"('조절', 35)"
1345,"('용산', 35)"
1346,"('뇌', 35)"
1347,"('렉', 35)"
1348,"('기본', 35)"
1349,"('울산', 35)"
1350,"('양산', 35)"
1351,"('포기', 35)"
1352,"('대만', 35)"
1353,"('치킨', 35)"
1354,"('미리', 35)"
1355,"('취약', 35)"
1356,"('예방', 35)"
1357,"('유력', 35)"
1358,"('간다', 35)"
1359,"('유한양행', 35)"
1360,"('유튜브', 35)"
1361,"('연합', 35)"
1362,"('원', 35)"
1363,"('정지', 35)"
1364,"('아프리카', 35)"
1365,"('쌍용차', 35)"
1366,"('해운', 35)"
1367,"('동아', 35)"
1368,"('긴급', 35)"
1369,"('석탄', 35)"
1370,"('과열', 35)"
1371,"('국세청', 35)"
1372,"('경고', 34)"
1373,"('위축', 34)"
1374,"('폴', 34)"
1375,"('코스피지수', 34)"
1376,"('폭락', 34)"
1377,"('나노', 34)"
1378,"('김기식', 34)"
1379,"('지식', 34)"
1380,"('대웅제약', 34)"
1381,"('생', 34)"
1382,"('진입', 34)"
1383,"('제휴', 34)"
1384,"('축제', 34)"
1385,"('올림픽', 34)"
1386,"('랩', 34)"
1387,"('금통위', 34)"
1388,"('가을', 34)"
1389,"('실시간', 34)"
1390,"('전선', 34)"
1391,"('유통업', 34)"
1392,"('아이디어', 34)"
1393,"('메모리', 34)"
1394,"('유찰', 34)"
1395,"('공원', 34)"
1396,"('정유', 34)"
1397,"('대전', 34)"
1398,"('가속', 34)"
1399,"('임대료', 34)"
1400,"('여전', 34)"
1401,"('준공', 34)"
1402,"('미분', 34)"
1403,"('하이트진로', 34)"
1404,"('저', 34)"
1405,"('노동', 34)"
1406,"('도심', 34)"
1407,"('정통부', 34)"
1408,"('변동', 34)"
1409,"('동시', 34)"
1410,"('실명', 34)"
1411,"('홍보', 33)"
1412,"('채', 33)"
1413,"('결론', 33)"
1414,"('사드', 33)"
1415,"('의사', 33)"
1416,"('복지부', 33)"
1417,"('분당', 33)"
1418,"('주말', 33)"
1419,"('창립', 33)"
1420,"('투표', 33)"
1421,"('지연', 33)"
1422,"('전세계', 33)"
1423,"('세종', 33)"
1424,"('연체', 33)"
1425,"('철회', 33)"
1426,"('선사', 33)"
1427,"('피부', 33)"
1428,"('기기', 33)"
1429,"('답변', 33)"
1430,"('주민', 33)"
1431,"('키즈', 33)"
1432,"('노력', 33)"
1433,"('공항', 33)"
1434,"('종료', 33)"
1435,"('프랑스', 33)"
1436,"('국민은행', 33)"
1437,"('전기요금', 33)"
1438,"('에쓰오일', 33)"
1439,"('지점', 33)"
1440,"('능력', 33)"
1441,"('최소', 33)"
1442,"('개점', 33)"
1443,"('제일기획', 33)"
1444,"('대학생', 33)"
1445,"('전무', 33)"
1446,"('판교', 33)"
1447,"('전경련', 33)"
1448,"('사흘', 33)"
1449,"('운행', 33)"
1450,"('정기', 33)"
1451,"('소주', 32)"
1452,"('사전', 32)"
1453,"('주력', 32)"
1454,"('타운', 32)"
1455,"('한파', 32)"
1456,"('빌딩', 32)"
1457,"('초대형', 32)"
1458,"('차별', 32)"
1459,"('통운', 32)"
1460,"('아동', 32)"
1461,"('의류', 32)"
1462,"('생태계', 32)"
1463,"('청소년', 32)"
1464,"('권고', 32)"
1465,"('하이', 32)"
1466,"('사퇴', 32)"
1467,"('분식회계', 32)"
1468,"('구성', 32)"
1469,"('실리콘밸리', 32)"
1470,"('양극화', 32)"
1471,"('이란', 32)"
1472,"('효율', 32)"
1473,"('개방', 32)"
1474,"('디', 32)"
1475,"('호재', 32)"
1476,"('고용부', 32)"
1477,"('합작', 32)"
1478,"('도세', 32)"
1479,"('이제', 32)"
1480,"('상공', 32)"
1481,"('장애', 32)"
1482,"('겨냥', 32)"
1483,"('구속', 32)"
1484,"('사옥', 32)"
1485,"('공기청정기', 32)"
1486,"('쌍용', 32)"
1487,"('전시회', 32)"
1488,"('마을', 32)"
1489,"('수급', 32)"
1490,"('스토어', 32)"
1491,"('리터', 32)"
1492,"('세종시', 31)"
1493,"('해지', 31)"
1494,"('겨울', 31)"
1495,"('동영상', 31)"
1496,"('영진', 31)"
1497,"('포커스', 31)"
1498,"('앤', 31)"
1499,"('부총리', 31)"
1500,"('생존', 31)"
1501,"('얼굴', 31)"
1502,"('신축', 31)"
1503,"('한도', 31)"
1504,"('연중', 31)"
1505,"('를', 31)"
1506,"('행복', 31)"
1507,"('서민', 31)"
1508,"('인정', 31)"
1509,"('체계', 31)"
1510,"('독점', 31)"
1511,"('배송', 31)"
1512,"('중동', 31)"
1513,"('누가', 31)"
1514,"('타', 31)"
1515,"('반토막', 31)"
1516,"('무선', 31)"
1517,"('망치', 31)"
1518,"('게', 31)"
1519,"('경신', 31)"
1520,"('프랜차이즈', 31)"
1521,"('신형', 31)"
1522,"('정식', 31)"
1523,"('고속도로', 31)"
1524,"('키', 31)"
1525,"('여', 31)"
1526,"('담합', 31)"
1527,"('그린벨트', 31)"
1528,"('대로', 31)"
1529,"('과학기술', 31)"
1530,"('투명', 31)"
1531,"('협회장', 31)"
1532,"('역량', 31)"
1533,"('의료기기', 31)"
1534,"('상한', 31)"
1535,"('워', 31)"
1536,"('별세', 31)"
1537,"('박차', 30)"
1538,"('적금', 30)"
1539,"('불공정', 30)"
1540,"('초반', 30)"
1541,"('인건비', 30)"
1542,"('선위', 30)"
1543,"('신작', 30)"
1544,"('라이프', 30)"
1545,"('징계', 30)"
1546,"('에스', 30)"
1547,"('과천', 30)"
1548,"('손관', 30)"
1549,"('전량', 30)"
1550,"('공세', 30)"
1551,"('실장', 30)"
1552,"('다른', 30)"
1553,"('위탁', 30)"
1554,"('감축', 30)"
1555,"('수혜', 30)"
1556,"('격차', 30)"
1557,"('한국인', 30)"
1558,"('악재', 30)"
1559,"('케이블', 30)"
1560,"('품', 30)"
1561,"('세븐일레븐', 30)"
1562,"('필수', 30)"
1563,"('지난달', 30)"
1564,"('노인', 30)"
1565,"('단기', 30)"
1566,"('소', 30)"
1567,"('계층', 30)"
1568,"('김정태', 30)"
1569,"('조명', 30)"
1570,"('간편', 30)"
1571,"('투기', 30)"
1572,"('중요', 30)"
1573,"('베스트', 30)"
1574,"('노미', 30)"
1575,"('공채', 30)"
1576,"('농업', 30)"
1577,"('호선', 30)"
1578,"('의심', 30)"
1579,"('태풍', 30)"
1580,"('차이', 30)"
1581,"('표준', 30)"
1582,"('개사', 29)"
1583,"('시중', 29)"
1584,"('교보', 29)"
1585,"('침체', 29)"
1586,"('외환', 29)"
1587,"('도로', 29)"
1588,"('데이', 29)"
1589,"('보호무역', 29)"
1590,"('용량', 29)"
1591,"('큐셀', 29)"
1592,"('결합', 29)"
1593,"('강조', 29)"
1594,"('한계', 29)"
1595,"('보건', 29)"
1596,"('감정', 29)"
1597,"('오리온', 29)"
1598,"('정상', 29)"
1599,"('조선업', 29)"
1600,"('스튜디오', 29)"
1601,"('샷', 29)"
1602,"('침대', 29)"
1603,"('제안', 29)"
1604,"('호점', 29)"
1605,"('검색', 29)"
1606,"('클럽', 29)"
1607,"('전통', 29)"
1608,"('한번', 29)"
1609,"('건물', 29)"
1610,"('종근당', 29)"
1611,"('작업', 29)"
1612,"('아모레퍼시픽', 29)"
1613,"('내일', 29)"
1614,"('정밀', 29)"
1615,"('플라스틱', 29)"
1616,"('음식', 29)"
1617,"('아카데미', 29)"
1618,"('변수', 29)"
1619,"('의장', 29)"
1620,"('부장', 29)"
1621,"('충격', 29)"
1622,"('세이프', 29)"
1623,"('가드', 29)"
1624,"('우주', 28)"
1625,"('주장', 28)"
1626,"('차등', 28)"
1627,"('실패', 28)"
1628,"('볼', 28)"
1629,"('기사', 28)"
1630,"('보사', 28)"
1631,"('스카이라이프', 28)"
1632,"('보복', 28)"
1633,"('두산인프라코어', 28)"
1634,"('잔', 28)"
1635,"('열기', 28)"
1636,"('총리', 28)"
1637,"('해상', 28)"
1638,"('간편식', 28)"
1639,"('이름', 28)"
1640,"('코스', 28)"
1641,"('블루', 28)"
1642,"('이용자', 28)"
1643,"('코트라', 28)"
1644,"('과도', 28)"
1645,"('박용만', 28)"
1646,"('건설업', 28)"
1647,"('중견', 28)"
1648,"('관계', 28)"
1649,"('테슬라', 28)"
1650,"('줄줄이', 28)"
1651,"('캐나다', 28)"
1652,"('감시', 28)"
1653,"('유망', 28)"
1654,"('검증', 28)"
1655,"('울', 28)"
1656,"('해제', 28)"
1657,"('승진', 28)"
1658,"('선언', 28)"
1659,"('질주', 28)"
1660,"('무인', 28)"
1661,"('한국은행', 28)"
1662,"('순환', 28)"
1663,"('룩스', 28)"
1664,"('필', 28)"
1665,"('발목', 27)"
1666,"('맵', 27)"
1667,"('기획', 27)"
1668,"('파워', 27)"
1669,"('넷플릭스', 27)"
1670,"('요즘', 27)"
1671,"('비트', 27)"
1672,"('손해', 27)"
1673,"('난', 27)"
1674,"('우버', 27)"
1675,"('복귀', 27)"
1676,"('초청', 27)"
1677,"('상환', 27)"
1678,"('매물', 27)"
1679,"('테마', 27)"
1680,"('유류', 27)"
1681,"('트릭', 27)"
1682,"('점주', 27)"
1683,"('원료', 27)"
1684,"('국채', 27)"
1685,"('운전', 27)"
1686,"('맛', 27)"
1687,"('통계', 27)"
1688,"('착공', 27)"
1689,"('안해', 27)"
1690,"('북', 27)"
1691,"('시기', 27)"
1692,"('벤처기업', 27)"
1693,"('대박', 27)"
1694,"('주의보', 27)"
1695,"('연료', 27)"
1696,"('라돈', 27)"
1697,"('보험금', 27)"
1698,"('화성', 27)"
1699,"('나라', 27)"
1700,"('믹스', 27)"
1701,"('박사', 27)"
1702,"('석유', 27)"
1703,"('랜드', 27)"
1704,"('크게', 27)"
1705,"('상권', 27)"
1706,"('정의선', 27)"
1707,"('쿠팡', 27)"
1708,"('상사', 27)"
1709,"('뉴욕', 27)"
1710,"('실업률', 27)"
1711,"('사례', 27)"
1712,"('재난', 27)"
1713,"('풀', 27)"
1714,"('빗썸', 27)"
1715,"('주변', 27)"
1716,"('면허', 27)"
1717,"('주파수', 27)"
1718,"('운명', 27)"
1719,"('농가', 27)"
1720,"('임박', 26)"
1721,"('데', 26)"
1722,"('조합', 26)"
1723,"('형', 26)"
1724,"('중간', 26)"
1725,"('눈치', 26)"
1726,"('문재인', 26)"
1727,"('리니지', 26)"
1728,"('에디', 26)"
1729,"('엠', 26)"
1730,"('배출', 26)"
1731,"('극복', 26)"
1732,"('인치', 26)"
1733,"('계산', 26)"
1734,"('간담', 26)"
1735,"('라이브', 26)"
1736,"('유입', 26)"
1737,"('은퇴', 26)"
1738,"('개편안', 26)"
1739,"('세제', 26)"
1740,"('항공사', 26)"
1741,"('중앙', 26)"
1742,"('주유소', 26)"
1743,"('지표', 26)"
1744,"('중고', 26)"
1745,"('공업', 26)"
1746,"('바게뜨', 26)"
1747,"('유료', 26)"
1748,"('정치', 26)"
1749,"('편의', 26)"
1750,"('저축', 26)"
1751,"('애경', 26)"
1752,"('위치', 26)"
1753,"('진료', 26)"
1754,"('원가', 26)"
1755,"('먹거리', 26)"
1756,"('종이', 26)"
1757,"('방법', 26)"
1758,"('예약', 26)"
1759,"('항공권', 26)"
1760,"('에스티', 26)"
1761,"('찬성', 26)"
1762,"('출장', 26)"
1763,"('폭풍', 26)"
1764,"('낙찰', 26)"
1765,"('이노션', 26)"
1766,"('자수', 26)"
1767,"('통화정책', 26)"
1768,"('역전', 26)"
1769,"('허브', 26)"
1770,"('서초', 26)"
1771,"('금투', 26)"
1772,"('공격', 26)"
1773,"('멤버십', 26)"
1774,"('전자담배', 26)"
1775,"('맞이', 26)"
1776,"('아우디', 26)"
1777,"('챗봇', 26)"
1778,"('구본무', 26)"
1779,"('무산', 25)"
1780,"('조달', 25)"
1781,"('부지', 25)"
1782,"('금액', 25)"
1783,"('상임', 25)"
1784,"('임상시험', 25)"
1785,"('확', 25)"
1786,"('실업', 25)"
1787,"('재생', 25)"
1788,"('국면', 25)"
1789,"('용기', 25)"
1790,"('개설', 25)"
1791,"('뷰티', 25)"
1792,"('뿐', 25)"
1793,"('요인', 25)"
1794,"('이동', 25)"
1795,"('보완', 25)"
1796,"('신탁', 25)"
1797,"('화면', 25)"
1798,"('실태', 25)"
1799,"('세포', 25)"
1800,"('열', 25)"
1801,"('환영', 25)"
1802,"('옵션', 25)"
1803,"('낸드', 25)"
1804,"('비정규직', 25)"
1805,"('고급', 25)"
1806,"('전원', 25)"
1807,"('양성', 25)"
1808,"('옥수수', 25)"
1809,"('수퍼', 25)"
1810,"('민', 25)"
1811,"('글로비스', 25)"
1812,"('숲', 25)"
1813,"('위협', 25)"
1814,"('적', 25)"
1815,"('광화문', 25)"
1816,"('월급', 25)"
1817,"('선출', 25)"
1818,"('기초', 25)"
1819,"('판단', 25)"
1820,"('고속', 25)"
1821,"('원금', 25)"
1822,"('샘', 25)"
1823,"('특수', 25)"
1824,"('결함', 25)"
1825,"('마이크로', 25)"
1826,"('조양호', 25)"
1827,"('거점', 25)"
1828,"('찬', 25)"
1829,"('스튜어드', 25)"
1830,"('흑석', 25)"
1831,"('차명계좌', 25)"
1832,"('최흥', 25)"
1833,"('흡수', 24)"
1834,"('방향', 24)"
1835,"('퇴', 24)"
1836,"('시도', 24)"
1837,"('깜짝', 24)"
1838,"('불황', 24)"
1839,"('타고', 24)"
1840,"('팩토리', 24)"
1841,"('심화', 24)"
1842,"('중고차', 24)"
1843,"('특', 24)"
1844,"('전주', 24)"
1845,"('공기업', 24)"
1846,"('친', 24)"
1847,"('직무', 24)"
1848,"('업데이트', 24)"
1849,"('탈환', 24)"
1850,"('엔터', 24)"
1851,"('인테리어', 24)"
1852,"('리테일', 24)"
1853,"('맥스', 24)"
1854,"('소리', 24)"
1855,"('나흘', 24)"
1856,"('장애인', 24)"
1857,"('법적', 24)"
1858,"('부당', 24)"
1859,"('제주항공', 24)"
1860,"('마이너스', 24)"
1861,"('폐암', 24)"
1862,"('돌', 24)"
1863,"('체감', 24)"
1864,"('안심', 24)"
1865,"('한류', 24)"
1866,"('존', 24)"
1867,"('전담', 24)"
1868,"('냉장고', 24)"
1869,"('심', 24)"
1870,"('태', 24)"
1871,"('남성', 24)"
1872,"('전화', 24)"
1873,"('성전', 24)"
1874,"('프로', 24)"
1875,"('이미지', 24)"
1876,"('폴크스바겐', 24)"
1877,"('일문일답', 24)"
1878,"('윤', 24)"
1879,"('금투협', 24)"
1880,"('복', 24)"
1881,"('자원', 24)"
1882,"('철도', 24)"
1883,"('칩', 24)"
1884,"('증설', 24)"
1885,"('건립', 24)"
1886,"('품목', 24)"
1887,"('멕시코', 24)"
1888,"('맥', 24)"
1889,"('자재', 24)"
1890,"('공익', 24)"
1891,"('음료', 24)"
1892,"('보증금', 24)"
1893,"('오', 24)"
1894,"('경협주', 24)"
1895,"('계열', 24)"
1896,"('교섭', 24)"
1897,"('해임', 24)"
1898,"('봄', 24)"
1899,"('이건희', 24)"
1900,"('단가', 23)"
1901,"('소프트웨어', 23)"
1902,"('디젤', 23)"
1903,"('탄력', 23)"
1904,"('돋보기', 23)"
1905,"('사항', 23)"
1906,"('법원', 23)"
1907,"('곧', 23)"
1908,"('줄기세포', 23)"
1909,"('패키지', 23)"
1910,"('린', 23)"
1911,"('거', 23)"
1912,"('견인', 23)"
1913,"('동반성', 23)"
1914,"('진짜', 23)"
1915,"('어워드', 23)"
1916,"('당분간', 23)"
1917,"('청와대', 23)"
1918,"('에어', 23)"
1919,"('회담', 23)"
1920,"('시리즈', 23)"
1921,"('요건', 23)"
1922,"('피스', 23)"
1923,"('음악', 23)"
1924,"('훈풍', 23)"
1925,"('완공', 23)"
1926,"('김현미', 23)"
1927,"('회생', 23)"
1928,"('렌터카', 23)"
1929,"('알바', 23)"
1930,"('수장', 23)"
1931,"('촉각', 23)"
1932,"('인간', 23)"
1933,"('막', 23)"
1934,"('목적', 23)"
1935,"('공기', 23)"
1936,"('단독주택', 23)"
1937,"('로템', 23)"
1938,"('반', 23)"
1939,"('탈출', 23)"
1940,"('보금자리', 23)"
1941,"('성능', 23)"
1942,"('반려동물', 23)"
1943,"('싸움', 23)"
1944,"('펜', 23)"
1945,"('병', 23)"
1946,"('질', 23)"
1947,"('모빌리티', 23)"
1948,"('방산', 23)"
