,Title,Date,count
36,"*(긴급)제주 예맨 난민 339명 인도적체류 허가, 이게 정부냐",18.10.17,"3,484명"
37,NLL관련 가짜뉴스 ?? 진짜뉴스 ??,18.10.17,5명
38,전상수당 월 2만3천원 주는 대한민국,18.10.17,4명
39,비리와 공작으로 얼룩덜룩한 국정원의 그린을 자리에서 사임해주세요,18.10.17,0명
40,왜 혼자서만 엇 박자를 일으 키십니까?,18.10.17,8명
41,미국과의 동맹 균열조짐 제발 북한에 신경쓰지 마세요.,18.10.17,13명
42,망신살이 해외여행,18.10.17,11명
43,"◈◈ 국제적인 망신__""북한핵"" 문제의 당사국인 우리나라가 이상하게 대처하여 동맹국에 까지 항의를 듣다니.......",18.10.17,52명
44,감사합니다.  외교부 김승환 외무행정관님 문동규 외무사무관님 칭찬합니다,18.10.17,0명
45,[긴급]피지에 있는 400여명을 살려 주세요,18.10.17,"4,611명"
46,북한 철도는 예타 통과 하고 까시는 겁니까?,18.10.17,17명
47,우리는 북한이 아닙니다.,18.10.17,37명
48,통일에 관한 획기적인 아이디어를 제안합니다.,18.10.17,2명
49,"프랑스에 대북 제재 완화 요청했다가 거부당한 대통령, 대통령과 정부는 지금 북핵 폐기를 향해 가는지 그 반대로 가는지 되돌아봐야 합니다.",18.10.17,15명
50,저출산 문제 해결을 위해 일부다처제 제안합니다.,18.10.17,4명
51,"무슬림난민,조선족,불체자추방,난민법폐지 국민시민당(가칭)",18.10.17,29명
52,조명균 해임,18.10.17,26명
53,p/x담배값이 시중가라니 (흡연하는 병사들은 억울하다),18.10.17,1명
54,미사일요격체계 SM-3 도입과 사드 추가배치를 서둘러 주세요!!!,18.10.17,5명
55,"대한민국 군대, 이제는 모병으로 전환해라!!!!!!!",18.10.17,6명
56,우리나라와 북한,18.10.17,10명
57,아들을 군대보냈더니 정신병자가되서돌아왔습니다. 도와주세요.,18.10.17,82명
58,9월평양공동 선언 에 대한 국민공청회 를 열어주세요,18.10.16,93명
59,남북에철도연결반대한다고역적이라고하는자처벌해주십시요,18.10.16,15명
60,혈맹인 미국과의 균열조짐 제발 북한에 신경쓰지 마세요.,18.10.16,8명
61,대북재제,18.10.16,11명
62,북한편들기  경제파탄 책임 지세요,18.10.16,13명
63,"◈◈ 국제적인 망신__""북한핵"" 문제의 당사국인 우리나라가 이상하게 대처하여 동맹국에 까지 항의를 듣다니.......",18.10.16,40명
64,대통령의 국정 목표가 대북 퍼주기인가?,18.10.16,28명
65,지금처럼 우리나라 대통령이 부끄러웠던 적이 없었다.,18.10.16,26명
66,비핵화...왜?  미국인들은 한국을 속국으로 볼까요? 우리는 대한민국입니다,18.10.16,7명
67,조명균은 장관직  사퇴하고 헌법에 보장된 언론 자유를 침해한 죄로 검찰의 수사를 촉구한다ㆍ그리고 굴욕적인 모습을  보인 남북회담을 반대한다,18.10.16,31명
68,통일,18.10.16,4명
69,남북철도 누구 돈으로 하나요?,18.10.16,29명
70,조명균통일부장관 파면,18.10.16,26명
71,미세먼지 중국에 대한 항의 및 보상 요구해주세요,18.10.16,54명
72,장기제대 군인의 대한 공무원 특별 채용을 요청드립니다.,18.10.16,12명
73,여자남자 성차별 없이 군대가게 해주세요,18.10.16,4명
74,여적죄(與敵罪)란??,18.10.16,20명
75,월남참전유공자 전투수당 지급좀 해주십시요,18.10.16,12명
76,제발 우리 국민의 자존심좀 세워 주세요.,18.10.16,4명
77,北 김정은 눈치 보며 방어용 무기 개발도 막는 정부 제대로 된 나라인가요.,18.10.16,31명
78,혼인신고 너무나 쉽다~~ 그러나.......,18.10.16,9명
79,전상수당 월 2만3천원 주는 대한민국,18.10.16,6명
80,미국과 북한간 동시 협상 타결,18.10.16,2명
81,남남갈등을조장하는 탈북민을추방해야합니다.,18.10.16,7명
82,김정은위원장 방문시 독도방문 제안,18.10.16,6명
83,북한 외교에 국민세금  쓰지마라,18.10.16,32명
84,조명균이 문제있어도 해임할 정도는 아니다,18.10.16,13명
85,대한민국은 전쟁 나면 나를 지켜줄 것입니까?,18.10.16,15명
86,"무슬림난민,불체자,조선족추방,국민시민당(가칭)",18.10.16,20명
87,본말이 전도된 현 정권의 비핵화 협상!!,18.10.16,16명
88,군인정신이 투철한 분의 진급에 대한 소,18.10.16,0명
89,2019년 참전명예수당 동결 이라고 합니다.,18.10.16,4명
90,통일부 조명균은 당장 사퇴 하라!,18.10.16,37명
91,역사 교과서에 후쿠자와 유키치를 포함시켜 주세요.,18.10.16,24명
92,이제 월남전투수당을 참전용사들에게 돌려주세요.,18.10.16,8명
93,"대학생 예비군 훈련 연 1회 폐지하고 , 지역 가입자와 동등하게  예비군 동원훈련 받아야",18.10.16,2명
94,미세먼지에 대해서 중국에게 소송을 걸어야 합니다.,18.10.16,31명
95,대한민국 병역,18.10.16,1명
96,"신적폐의 통일부 조명균장관은 북한 앞잡이로 사직하고, 통일부는 폐쇄하라!",18.10.16,21명
97,여권에 '주민등록번호' 표기 없애기 (또는 표기 여부 선택 가능하기),18.10.16,2명
98,조명균 자진사퇴 하라!!,18.10.16,42명
99,‘남북정상간합의’에 대한 국회 비준 동의안 처리는 ‘헌법적 책무’,18.10.16,4명
100,문씨에게 묻고싶습니다,18.10.16,21명
101,종전선언반대,18.10.16,29명
102,북한 비핵화 실제화가 우선 확실히 되면 북한 제재 조치 완화가 되어야 합니다. 한국 국민은 불안합니다. 비핵화 실천 없는 북한을 더이상 도와주지 마세요! 한국 국민들의 경제가 너무 어렵습니다. 제발 한국 국민을 위해 일하는 대통령이 되어주세요!,18.10.16,17명
103,유럽 정상들에게 욱일기가 아시아 인류에게 어떠한 상징인지를 알려주세요,18.10.16,4명
104,외교부는 독도는 한국땅이라고 세계에 알리는 일좀 하죠,18.10.16,7명
105,"대한민국 군대, 현 징병 폐지 하고 모병으로 전환 해라!!!!!!!!!!!!!",18.10.15,3명
106,현역 산업기능요원도 군복무 기간을 단축 시켜 주십시오,18.10.15,3명
107,남북철도 연결한다는데 비아냥 대는 역적들은 반민족.반국가행위로 강력처벌하여 주세요,18.10.15,11명
108,남북 평화회담 장소를 독도에서,18.10.15,4명
109,"현재 남북관계는 과거 명,조선 관계보다 더 굴욕적이다.",18.10.15,21명
110,한국이 대북 제재 위반 '요주의 국가' 됐으니 기막힌 현실입니다.,18.10.15,23명
111,군 복무기간 2차 단축 필요합니다.,18.10.15,1명
112,송영길을 북으로 보내라,18.10.15,19명
113,미세먼지 문제를 해결해주세요.,18.10.15,7명
114,"북한에 철도공사 착공, 누구의 세금으로 진행하나요?",18.10.15,40명
115,쌀값도 비싸고 반찬값도 만만치 않다,18.10.15,1명
116,문재인 탄핵 시키세요,18.10.15,39명
117,감축드립니다. 남북경협,18.10.15,4명
118,"◈◈ 국제적인 망신__""북한핵"" 문제의 당사국인 우리나라가 이상하게 대처하여 동맹국에 까지 항의를 듣다니.......",18.10.15,47명
119,2019 전국체전을 남북한 공동참여 추진 청원합니다.,18.10.15,12명
120,일본의 공격용 장거리 미사일 도입이라는 심각한 안보문제에 대한 우리 정부의 대응책은 도대체 뭐란 말입니까?,18.10.15,4명
121,북한이 종전선언 목메는 이유는 문대통령 때문 아닐까요??,18.10.15,28명
122,부사관 후보생의 군생활,18.10.15,1명
123,80년 태평양 전쟁 팔라우에 잠든 청년들이 있습니다.,18.10.15,5명
124,여성도 국방의 의무를 주십시요,18.10.15,10명
125,군장병 월급을 올리지 말고 전역 축하금을 1000만원 지급해 주세요.,18.10.15,4명
126,휴가 장병들 대중교통 무료로 이용할 수 있게 해주십시요.,18.10.15,9명
127,한반도 평화지대 인류문화유산등재 방안,18.10.15,6명
128,나라 거들내는 문대통령`` 수하 잔당들......,18.10.15,24명
129,군병원 없애주세요.,18.10.15,6명
130,대북괴 지원에 대한 국민투표 이후 진행 할 것을 요청합니다.,18.10.15,11명
131,[단독] 유통기한 위반한 '불량 전투식량' 10년째 軍 납품,18.10.15,7명
132,"정부와 여당이 보호하는무슬림,불체자,조선족추방~국민시민당(가칭)",18.10.15,5명
133,남북철도 도로연결  북한에 항복 수순을 밟는 것인가?,18.10.15,29명
134,여권 디자인 투표를 다시 진행해 주세요.,18.10.15,10명
135,대한민국의 주적은 어디 인가요?,18.10.15,12명
136,"(바뀌는 대한민국 여권 색깔이 남색, 현 북한 여권 색깔 남색) 잘못해서 외국여행중 외국공항직원 실수로 한국 국민이 북한으로  갈까 두렵습니다. 디자인을 다시 제고해주세요.",18.10.15,17명
137,기존 여권 색과 디자인 바꾸지 말아주세요!,18.10.15,34명
138,최저임금·탈원전의 일자리 죽이기,18.10.15,10명
139,통일부의 탈북민기자 제외논란,18.10.15,19명
140,새로운 여권 디자인 너무 별로에요,18.10.15,14명
141,자녀여권에 엄마 성 기입해 주세요!,18.10.15,6명
142,방사청 비리를 발본색원 하시오!,18.10.15,6명
143,"대한민국이 먼저입니다, 그리고 국민이 먼저입니다.",18.10.15,19명
144,'통일기'를 새로 만들어야 합니다. 한반도기는 우리민족역사를 매우 심하게 축소왜곡해서 자승자박한 나쁜 깃발입니다.,18.10.15,3명
145,92세 이산가족 할머니의 가족 생사여부라도 알려주세요,18.10.15,3명
146,L-SAM 개발지연 더이상은 안됩니다.,18.10.15,6명
147,"민주당 좌파 정치인인 송영길의원이 국정감사에서 북한은 핵개발로 인하여 잘살고 있고, 김일성을 아버지라고 부르며 가족적으로 행복하게 살고 있다고 했다는데…말세는 말세입니다.",18.10.15,29명
148,독립운동가 자손의 땅을 찾아주세요,18.10.15,6명
149,억울한 국가보안법 적용 희생자보상 및 직권남용자 처벌법 제안,18.10.15,4명
150,비핵화 및 평화프로세스의 가속도,18.10.15,1명
151,혈세낭비 그만하세요,18.10.15,10명
152,제재완화 ? .... 입에 담지도 말아주세요,18.10.15,11명
153,"서울, 평양에서의 평화촛불",18.10.15,2명
154,"한반도 종전선언, 이렇게 합시다.",18.10.15,3명
155,보훈대상자 사망시에 배우자도 보훈연금 승계해주세요,18.10.15,4명
156,취업맟춤특기병제도를 전문대까지 확장시켜주세요!!!,18.10.15,0명
157,평화의 촛불,18.10.15,1명
158,여자분들 밤길 조심하시기 바랍니다 불법체류자가무려33만명입니다 그중11%가 범죄인 입니다,18.10.14,25명
159,20년넘은침낭을 보급하는 현재 우리나라 가난한현실,18.10.14,12명
160,외국인 근로자 무면허 무보험운전 가해 우려돼요,18.10.14,16명
161,여러가지 미래 정책에 대한 제안,18.10.14,5명
162,대통령님 제발 철좀 드십시오 1일차.,18.10.14,20명
163,외국인 대포차량 관리,18.10.14,21명
164,제발 군대 현부심 재입대 할수있게 도와주세요,18.10.14,7명
165,강명구 평화마라토너의 북한 입국을 위한 정부의 지원을 재차 청원합니다,18.10.14,480명
166,워킹홀리데이 나이제한 의견,18.10.14,0명
167,"점진적인 모병제 도입과 현역분들의 대우 및 보상 개선, 즉각적인 예비군 폐지를 요구합니다",18.10.14,2명
168,북한에 돈을 보냅시다,18.10.14,13명
169,예비군 훈련 다각화에 대한 IDEA 정책 청원,18.10.14,0명
170,남북적대행위 11월 부터 금지..,18.10.14,8명
171,지금 북한과 종전을 하려고 하는 상황에서 KCTC 훈련을 하는 것은 안좋은 상황으로 이끌어 갈 것 같습니다.,18.10.14,3명
172,공익  언제 가나여?,18.10.14,3명
173,C-3종교인비자 악용 외국인 인력송출 단체 행정처분 청원,18.10.14,9명
174,"KOREA가 욕으로 쓰이는 나라, 알고는 계십니까?",18.10.14,"1,769명"
175,문재인 대통령님!  응원  합니다.,18.10.14,7명
176,한국은 왜 핵무기가 없죠??,18.10.14,1명
177,한국은 왜 한미원자력협정을 미루는가,18.10.14,1명
178,캄보디아나라 및 타국가에서 우리나라 방문시 비자발급,18.10.14,3명
179,"◈◈  ""민족의 목숨"" 을 담보로 양치기 소년을 믿고 살인마 에게 면제부를 주려 하다니………",18.10.14,45명
180,중증 외상센터 이국종 교수님의 빛을 면제 부탁드립니다,18.10.14,36명
181,남북 군사 합의서  DMZ  비행금지구역 확장은  우리나라의 국방을 약화 시킵니다 반대 합니다,18.10.13,25명
182,"대한민국 군대, 모병으로 전환 해라!!!!!!!!!!!!!",18.10.13,5명
183,불법 체류자 관 리감독은 출입경관리사무소 에할거아니고 대한 민국 경찰한테 맡겨라,18.10.13,13명
184,내 친구 안덕영 간첩 혐의 복역한 청춘을 국가는 배상해주고 사과,18.10.13,1명
185,"靑 ""북이 NLL 인정했다"" 北은 여전히 ""NLL 무효를 주장하는데,   대통령이 NLL 주변 해역을 분쟁의 바다라고 불러서는 안되지요.",18.10.13,5명
186,"미군 동의 없는데, 20일 뒤 시행된다는 對北 정찰 제한으로 안보태세가 불안합니다.",18.10.13,8명
187,"◈◈ 국제적인 망신__""북한핵"" 문제의 당사국인 우리나라가 이상하게 대처하여 동맹국에 까지 항의를 듣다니.......",18.10.13,38명
188,"직지 페스티벌과 한범덕시장님, 그리고 직지반환운동을 하는 Richard Pennington",18.10.13,2명
189,인도네시아 현지인 감옥에 억울한 누명과 경찰들의 조작극에 제 남편이 갇혀있어요.제발 도움을 좀주세요.ㅠㅠ,18.10.13,48명
190,文(문)대통령님께 대한 욕설들이 많아서 청원해요.,18.10.13,7명
191,북한눈치보고 미국눈치보며 살아야 하는 평화가 무슨 항구적인 평화입니까?,18.10.13,13명
192,근로복지공단 산업재해요양기간에 두차례 해고,18.10.13,2명
193,군 병사와 간부의 차이.,18.10.13,6명
194,세컨더리 보이콧에 대하여 말씀남깁니다..,18.10.13,6명
195,"미 전문가들 “재무부 한국 은행 접촉, ‘세컨더리 보이콧’ 경고”",18.10.13,8명
196,리비아 피랍 국민 즉시 구출 및 대국민 발표,18.10.13,2명
197,"중국산 서버칩, 마더보드, 중국산 통신장비 사용 금해주세요",18.10.13,11명
198,육군사관학교를 지방으로 이전하여 주세요,18.10.13,4명
199,현대판 왜구인 중국어선을 소탕하라!!,18.10.13,14명
200,촛불정권의 사법농단,18.10.13,18명
201,방탄소년단 병역면제,18.10.13,9명
202,문제인 대통령님 힘내세요,18.10.13,7명
203,손흥민 군면제 폐지 요청,18.10.13,6명
204,일본 전범기인 욱일기에 대한 대처방안,18.10.13,7명
205,역사왜곡을 일삼고 있는 일본을 안일하게 보고만 있지 말아주세요,18.10.13,6명
206,"대구경북지방 병무청, 대구경북지방 병무청 복무관리과의 군 복무자에 대한 갑질 횡포를 고발합니다",18.10.12,1명
207,북한과 미국 우리의 선택은~~~~~^^,18.10.12,4명
208,북한과 미국 누구를 선택 하나~~~~^^^,18.10.12,5명
209,북한 NLL 인정하지마라,18.10.12,5명
210,병사랑 장교랑 하다못해 두발차이도 두는건 이 나라 군대 수준을 보여주는 겁니다,18.10.12,3명
211,우리나라는 현제 자주국방 국가가 아닙니다!!!!!,18.10.12,5명
212,쪽바리들이 또다시 독도가 지들 땅이라고 망언을 하고있다,18.10.12,8명
213,군 위수지역 폐지,18.10.12,13명
214,남북한 관련한 것입니다.,18.10.12,4명
215,엔엘엘 vs 독도 그리고 평화...,18.10.12,0명
216,우루과이전 이기게 해주세요,18.10.12,1명
217,"개병대들의 해군사병들의 팔각모 착모 반대에 대하여, 개병대들을 적극 규탄한다.",18.10.12,3명
218,민주평화통일자문회의 폐지,18.10.12,7명
219,민주평화당 정동영 의원 구속수사 해야 합니다.,18.10.12,12명
220,직보반에 있는 현역 군인입니다.(예산고갈),18.10.12,8명
221,통일 대박 논란이 돼는이유...,18.10.12,5명
222,무능한 정부! 평양 군사합의서를 취소해라!,18.10.12,20명
223,예비군법 개정해주세요.,18.10.12,2명
224,국방인력의 효과적인 획득을 위한 부사관 계급 신설 및 문신 제한 완화,18.10.12,5명
225,육군의 사제 장비 구입에 대해,18.10.12,9명
226,왜 민주당과 정부는 앞뒤가 안 맞는 말만 하나??,18.10.12,21명
227,다시올립니다.북방한계선에 관련하여 기사를 읽어보았습니다.,18.10.12,10명
228,한국에 있는 무슬림 난민 전부다 본국으로 송환하라,18.10.12,32명
229,지뢰 제거된 DMZ에 이산가족 타운을 건설합시다.,18.10.12,3명
230,주권을 찿자,18.10.12,13명
231,문재인 대통령이 트럼프 대통령의 ‘승인’ 발언에 대해 공식 사과를 요청하길 청원합니다.,18.10.12,26명
232,러시아 국가대표 축구선수의 만행에 대하여 사과받아주세요.,18.10.12,6명
233,"현역군인들의 기본적인 생활권, 부당한 처우를 멈춰주세요",18.10.12,5명
234,러시아 불법 밀압국자 혹은 러시아 해커둘엄벌해주세요,18.10.12,3명
235,5.24조치 해제 반대!!!,18.10.12,17명
236,동의합니다,18.10.12,2명
237,"독도, 울릉도 해병대부대 창설 반대, 국방부는 각성하라!",18.10.11,63명
238,승인,18.10.11,0명
239,"트럼프의 5.24 해제 조치 승인 관련 발언, 주권 침해 발언이다",18.10.11,8명
240,군보급품사제사용허가에대해서,18.10.11,1명
241,통일 국기는 삼태극기로 해야 합니다.,18.10.11,2명
242,"군의관 대신 영업사원이 ‘대리 수술’, 면허취소 청원",18.10.11,7명
243,애국보수들 유튜브 방송 못하게 해주세요,18.10.11,5명
244,자영업자 예비군 관련 입니다,18.10.11,2명
245,통일왜해야하는데,18.10.11,0명
246,◈◈ 우리 민족은 어디로 가야하나….창피하게 또 반정부 항쟁을 할수도 없고….,18.10.11,53명
247,미국가 국교단절도 검토합시다,18.10.11,0명
248,여자의 군대에 관한 이야기,18.10.11,3명
249,언제까지 미국의 승인을 받아야 합니까?,18.10.11,6명
250,한국이 미국의 속국이냐?,18.10.11,5명
251,우리가 땅덩어리가 작지 자존심이 작습니까???,18.10.11,4명
252,통일하자,18.10.11,5명
253,"5, 24 대북 조치는 한국의 전전 정부에서 독자적으로 취한 조치인데 뭐..?? 승인...!!",18.10.11,3명
254,도널드  트럼프를 탄핵한다,18.10.11,8명
255,"문재인 정권, 국가안보가 불안하다",18.10.11,24명
256,강경화외무부장관 해임건의,18.10.11,19명
257,여성도 군대에서 짧은 기간이라도 의무 복무 하게 해주세요!,18.10.11,10명
258,쌀 가격 인상이 북한 때문이라는 괴소문이 시중에서 나옵니다,18.10.11,8명
259,북한이 먼저다??,18.10.11,40명
260,대통령 문재인이  북한 김정은을 체포하는 것은 의무이다. 김정은을 체포할 것을 청원한다.,18.10.11,14명
261,천안함폭침 전면재조사 청원합니다,18.10.11,21명
262,"한국 ""핵 무기"" 보유해야만....!!",18.10.11,7명
263,병사 입대자들의 봉급은 최저임금을 준수해야 한다.,18.10.11,4명
264,"참전명예수당이 호주는 월 250만원, 한국은 월 30만원",18.10.11,6명
265,해군관함식 KBS1 티비 장난합니까 ??,18.10.11,3명
266,이제 월남전투수당을 참전용사들에게 돌려주세요.,18.10.11,14명
267,국가의 평화는 강력한 국방에 의해 유지 됩니다.,18.10.11,13명
268,"5.24조치 해제를 위하여,천안함폭침이 북한어뢰에 의함이 아님을 여기에 밝힙니다.",18.10.11,17명
269,방탄소년단(BTS)의 병역면제 청원,18.10.11,25명
270,현역장교에게  사제장비를 구입하라구요?,18.10.11,8명
271,"매월 23,000원의 전상수당",18.10.11,6명
272,리비아 한국인 납치,18.10.11,9명
273,강경화 장관 사퇴 촉구,18.10.11,36명
274,강경화 장관 잘못 없습니다 대통령님!!,18.10.11,6명
275,외교부는 공식으로 미국에 항의하라.,18.10.11,3명
276,위정자에 책무,18.10.11,2명
277,징병제 폐지,18.10.11,5명
278,수원비해미전,18.10.11,0명
279,육군 베레모를 없애던지 해야겠습니다,18.10.11,2명
280,UN본부를 뉴욕에서 한국으로 이전 홍보 활동,18.10.11,9명
281,UN본부를 뉴욕에서 한국으로 이전 홍보,18.10.11,2명
282,강경화 외교장관의 사퇴로 국민불안 해소 하라!,18.10.11,33명
283,"북핵폐기는 한발짝도 움직이지 않은 북한인데, 북한을 대신하여 '제재 해제' 총대 멘 한국 정부",18.10.11,37명
284,미 대통령 트럼프의 망언을 강력히 규탄한다!,18.10.11,8명
285,비핵화 비즈니스,18.10.11,1명
286,갑질국방병력 특례제도 없애라 평등한 국민에게 누군특례고 누군 일반인가 다같은 국민 특레재도없애라,18.10.11,5명
287,중국 북경제2외국어 대학 건물이 붕괴 전조 현상이 나왔습니다.,18.10.10,1명
288,북한이나 난민보다는 자국민을 우선시 하시는건 어떠신가요?,18.10.10,72명
289,서둘러서 대전차 방어시설 해체하는 이유가 궁굼합니다.,18.10.10,16명
290,여자는 왜 군대를 안갈까?,18.10.10,5명
291,여성도 국방의의무를 같이 집시다,18.10.10,185명
292,육해공 사관학도에 비해 턱없이 낮은 지원을 받는 ROTC의 개선을 요구합니다.,18.10.10,63명
293,나라의 안보가 위험합니다,18.10.10,16명
294,병역 신병교육대의 화생방훈련을 폐지 해주세요!,18.10.10,4명
295,진정한 남북한 화해를 위해서라면 대남 도발사에 대한 북측의 공식적 사과가 필요합니다.,18.10.10,12명
296,누구 말이 맞는지 국민들은 불안하다,18.10.10,5명
297,전직 미국안보보좌관이 북한은 절대 핵포기 없다고 했는데 맞는말인것 같다ㆍ그런데 문정권만  헛물 켜고 있다ㆍ무슨 의도인가,18.10.10,8명
298,보수 우파 태극기 애국 국민들의 최대 고민 - 종북좌파 척결 및 공산화저지 방안 -,18.10.10,6명
299,금강산 관광재개 검토하는 문재인 정부는 국민에게 당장 사과하라!,18.10.10,21명
300,"트럼프는 깡패, 아베는 영원한 적",18.10.10,3명
301,통일과 관련한 청원입니다,18.10.10,7명
302,본인의 군입대를 대신하여 직업군인을 보내는 제도!,18.10.10,2명
303,"피, 눈물, 땀, 목숨의 댓가인 전투수당을 아직도 받지 못했습니다.",18.10.10,6명
304,gop근무의 열악한환경개선 및 충분한인원보충,18.10.10,2명
305,"북핵 완전폐기, 완전한 비핵화 이전에 고려연방제 되면 대한민국은 멸망합니다!",18.10.10,32명
306,군대 마음의 편지를 없애주세요,18.10.10,6명
307,한국이 중국의 속국이 되기를 자처하는 네이버의 차이나랩 블로그를 강력히 처벌해주세요.,18.10.10,12명
308,군인위수지역페지하라,18.10.10,8명
309,"연해주 고려인 자치주 건설하고, 미래 성장동력으로",18.10.10,1명
310,북한의 식량문제 해결책은  연해주에 있습니다.,18.10.10,2명
311,지금이라도  간도와 두만강의 녹둔도를 되찾아야 합니다.,18.10.10,3명
312,간도 연해주는 조선후기에도 우리땅이었다.,18.10.10,3명
313,국빈환영식을 창덕궁이 아닌 조선왕조의 제1법궁인 경복궁에서 개최해야 마땅합니다,18.10.10,1명
314,국보법 폐지하고 대한민국을 무장해제 시키려는 정의당을 해산해 주십시오!!,18.10.10,15명
315,탈북자 대학등록금 공짜 없애야,18.10.10,13명
316,9월평양공동선언에대한국민공청회,18.10.10,29명
317,장병 휴대전화 사용에 대해서,18.10.10,0명
318,후쿠시마 오염수 방출에 대한 강력한 목소리를 내주세요.,18.10.10,9명
319,전직 대통령 및 관계기간 공무원 등을 고발합니다.,18.10.10,7명
320,DMZ 분단선 땅굴 확인,18.10.10,12명
321,문재인 대통령의 강점을 살려주십시오.,18.10.10,0명
322,평화통일을 위장한 무분별한 북한 옹호를 중지해주세요.,18.10.10,23명
323,출입국 관리소는 대한민국의 공무원입니까? 아니면 조폭집단입니까? 외국인들 보기 부끄럽고 창피해서 얼굴을 들수가 없을 정도로 인간이 맞는지 의심 스러운 행동들 마저도 서슴없이 행하는 출입국 관리소는 도대체 개혁을 언제 하는겁니까?,18.10.10,10명
324,"""핵 무기 보유 이유...!!",18.10.10,4명
325,이영주와 그딸 구속수사해주세요,18.10.10,12명
326,한국국민 한반도에서 나가라~~~,18.10.10,4명
327,태영호 공사의 신변을 보장해주세요.,18.10.10,28명
328,"대한민국 군대, 모병으로 전환 해라!!!!!!!!!!!!!",18.10.09,7명
329,현역병 입대후 군복무기피하는 제 아들을 처벌해주세요 (현재 국방부 부대 내의 문제점),18.10.09,31명
330,고양 저유지 스리랑카인 안타까워요 선처 부탁합니다.,18.10.09,113명
331,군인 월급 정상화 해주세요,18.10.09,3명
332,왜 군대를 가기싫은지 아는가?,18.10.09,0명
333,판문점선언공청회,18.10.09,15명
334,저는 10월 2일 자살한 21살 병력특례병 “김 성은”의 엄마입니다.,18.10.09,"1,615명"
335,이해찬 민주당대표는 북한의 사주를 받은 간첩 내지는  첩자가 아닐까ㆍ왜 이런자가 적을 이롭게 하는데 대한민국 정부는 가만있지,18.10.09,21명
336,한글날 태극기,18.10.09,2명
337,과거사 문제는 북한도 포함시켜야 합니다.,18.10.09,7명
338,"현재의 친일파로 이루어진 한국 해군 수뇌부를, 모조리 친일반민족특위를 만들어 모조리 총살시켜 주십시요",18.10.09,9명
339,여성이 의무 군인이 될수 없는 이유,18.10.09,2명
340,강원랜드 적폐 은폐하는 검찰 개혁 청원합니다.,18.10.09,18명
341,나라의 자주권을 팔아먹은 이해찬를 무기징역형에 처하라,18.10.09,25명
342,통일되게해주세요..,18.10.09,3명
343,제발 외국인보다 자국민을 먼저 생각하는 나라가 되기 위해 힘써주세요.,18.10.09,25명
344,핵에 의해 막다른 처지에 몰려 김정은을 제대로 평가할 수 있나?,18.10.09,1명
